submission_id,brew
YZzl4B,Coffee brewing machine (e.g. Mr. Coffee)
YZzl4B,Cold brew
J2kvz4,Pour over
J2kvz4,Pod/capsule machine (e.g. Keurig/Nespresso)
oAV8W5,Pour over
oAV8W5,Coffee brewing machine (e.g. Mr. Coffee)
oAVLGe,Pour over
oAVLGe,Espresso
KMBKlA,Espresso
6dQEDY,French press
1r2o7Q,Pour over
1r2oVQ,Pour over
0EjR8y,Espresso
0EjR8y,Pour over
LdMLzp,Pour over
LdMLzp,Espresso
LdMLzp,Coffee brewing machine (e.g. Mr. Coffee)
LdML7p,Espresso
jB9Ab4,Pour over
jB9Ab4,Espresso
jB9Ab4,Coffee brewing machine (e.g. Mr. Coffee)
DVv6Nq,Pour over
DVv6Nq,Espresso
DVv6Nq,Cold brew
DVv6Nq,Coffee brewing machine (e.g. Mr. Coffee)
DVv6pR,Coffee brewing machine (e.g. Mr. Coffee)
DVv6pR,Other
rlrMON,Pour over
rlrMON,Coffee extract (e.g. Cometeer)
rlrMON,Instant coffee
g5N6Ml,Other
NAB1oB,Pour over
NAB1oB,French press
NAB1oB,Espresso
NAB1oB,Coffee brewing machine (e.g. Mr. Coffee)
NAB1oB,Cold brew
VZ1Ojy,French press
dY2exq,Pour over
dY2exq,Coffee brewing machine (e.g. Mr. Coffee)
RzByo9,Pour over
RzByo9,Espresso
rlrMoN,Espresso
DVv6qN,Other
vNx5P0,Pour over
vNx5P0,Espresso
vNx5P0,Other
6dQEZk,Pour over
6dQEZk,Espresso
6dQEZk,Other
bl4QeL,Pour over
bl4QeL,Espresso
PABJ55,Pour over
aBrq9b,Pour over
LdMLPv,Pour over
qbE1VY,Pour over
qbE1VY,Other
oAVLEx,Pour over
PABJ1V,Coffee brewing machine (e.g. Mr. Coffee)
0EjR6N,French press
0EjR6N,Pod/capsule machine (e.g. Keurig/Nespresso)
BGbW75,Espresso
8dp4L5,Espresso
8dp4L5,Pour over
8dp4L5,Other
GrBARZ,Pour over
GrBARZ,Other
rlrMBR,Pour over
rlrMBR,Espresso
J2kEvY,Cold brew
J2kEvY,Espresso
GrBAve,Pour over
GrBAve,French press
GrBAve,Other
g5N6qO,Coffee brewing machine (e.g. Mr. Coffee)
J2kvOo,Pour over
J2kvOo,Espresso
J2kvOo,Bean-to-cup machine
J2kvOo,Cold brew
GrBAlp,Pour over
GrBAlp,Coffee extract (e.g. Cometeer)
GrBAlp,Cold brew
7d9r2P,Espresso
7d9r2P,Pour over
7d9r2P,French press
1r2odl,Pour over
1r2odl,Other
J2kvdR,Pour over
jB9APx,Pour over
DVv6kZ,Pod/capsule machine (e.g. Keurig/Nespresso)
xdN8Ok,Coffee extract (e.g. Cometeer)
xdN8Ok,Coffee brewing machine (e.g. Mr. Coffee)
NAB1qO,Pour over
NAB1qO,Espresso
NAB1qO,Cold brew
GrBA9Z,Pour over
GrBA9Z,Espresso
bl4Qdg,Coffee extract (e.g. Cometeer)
bl4Qdg,Pour over
5dqPZo,Pour over
J2kEyz,Espresso
jB98j9,Pour over
jB98j9,Espresso
DVv67R,Pour over
DVv67R,Espresso
DVv67R,Coffee brewing machine (e.g. Mr. Coffee)
QABlV8,Pour over
LdMLpj,Espresso
LdMLpj,French press
LdMLpj,Pour over
LdMLpj,Coffee extract (e.g. Cometeer)
42NVrX,Espresso
42NVrX,Pour over
VZ1OpM,Other
42NlWr,Pod/capsule machine (e.g. Keurig/Nespresso)
42NlWr,Instant coffee
42NlWr,Coffee brewing machine (e.g. Mr. Coffee)
KMBKV8,Pour over
KMBKV8,Cold brew
aBrq6q,Pour over
aBrq6q,Espresso
oAVLeP,Coffee brewing machine (e.g. Mr. Coffee)
YZzlPW,Other
zKQ5jM,Pour over
zKQ5jM,Espresso
XeBPJY,Coffee brewing machine (e.g. Mr. Coffee)
kYRB61,Pour over
kYRB61,Espresso
kYRB61,French press
zKQ5y0,Pour over
zKQ5y0,Espresso
zKQ5y0,Bean-to-cup machine
RzBy5d,Espresso
RzBy5d,Coffee brewing machine (e.g. Mr. Coffee)
RzBy5d,Other
ZdRrNy,Espresso
ZdRrNy,Pour over
6dQE7B,Espresso
6dQE7B,Cold brew
6dQE7B,Pour over
0EjRey,Pour over
QABlDp,Pour over
24xGB9,Pod/capsule machine (e.g. Keurig/Nespresso)
24xGB9,Espresso
EPb7QX,Pour over
EPb7QX,Espresso
EPb7QX,Cold brew
qbE1AY,Pour over
RzByD9,Pour over
42NVQY,Pour over
42NVQY,Espresso
EPb7XX,Pour over
EPb7XX,Other
Albe2z,Espresso
Albe2z,French press
PABJ9V,Pour over
PABJ9V,Other
rlrM5R,Pour over
rlrM5R,Coffee brewing machine (e.g. Mr. Coffee)
kYR8Pj,Pour over
kYR8Pj,Espresso
kYR8Pj,Other
J2kvqK,Other
J2kv1K,Pour over
J2kv1K,Other
PABJpB,Pour over
PABJpB,Cold brew
PABJpB,Other
PABJpB,French press
EPb7l4,French press
EPb7l4,Espresso
XeBP0j,Pour over
XeBP0j,Espresso
vNx5Yv,Pour over
vNx5Yv,Coffee brewing machine (e.g. Mr. Coffee)
NAB1WB,Pour over
42NV8k,Pour over
42NV8k,Espresso
VZ1OQg,Espresso
LdMLWj,Pour over
LdMLWj,Cold brew
LdMLKv,French press
zKQ5Ya,Pour over
zKQ5Ya,French press
zKQ5Ya,Coffee brewing machine (e.g. Mr. Coffee)
zKQ5Ya,Pod/capsule machine (e.g. Keurig/Nespresso)
pLPpoJ,Espresso
pLPpoJ,Pour over
lNlkqv,Pour over
lNlkqv,Espresso
GrBO2O,Pour over
GrBO2O,Other
dY2e9o,Espresso
9dJjQp,Coffee extract (e.g. Cometeer)
9dJjQp,Other
QABl58,Pour over
BGbWk5,Pour over
BGbWk5,Pod/capsule machine (e.g. Keurig/Nespresso)
24xGPj,French press
0EjRdB,French press
0EjRdB,Espresso
RzByPd,Pour over
RzByPd,French press
RzByPd,Espresso
RzBq9P,Pour over
PABJ65,Pour over
PABJ65,French press
oAVLRP,Other
24xGPL,Pour over
rlr84L,Coffee brewing machine (e.g. Mr. Coffee)
rlr84L,Pour over
rlr84L,French press
rlr84L,Espresso
VZ1O0v,French press
VZ1O0v,Espresso
8dp4xO,Pod/capsule machine (e.g. Keurig/Nespresso)
bl4QWL,Pour over
bl4QWL,Espresso
qbE1a9,Pour over
qbE1a9,French press
qbE1a9,Instant coffee
qbE1a9,Other
VZ1O5J,Pour over
VZ1O5J,Coffee extract (e.g. Cometeer)
rlrMPl,Espresso
rlrMPl,Pod/capsule machine (e.g. Keurig/Nespresso)
EPb7XN,Pour over
EPb7XN,French press
dY2e0o,Other
lNlkyB,Pour over
lNlkyB,French press
lNlkyB,Instant coffee
lNlkyB,Cold brew
BGbJo7,Pour over
BGbJo7,Espresso
xdN5ay,Pour over
xdN5ay,French press
xdN5ay,Espresso
xdN5ay,Cold brew
BGbWxQ,Coffee brewing machine (e.g. Mr. Coffee)
MAdpzp,Espresso
MAdpzp,Cold brew
RzBy0J,Pour over
RzBy0J,Cold brew
PABJ1e,Pour over
PABJ1e,Espresso
XeBPWj,Pour over
XeBPWj,French press
XeBPWj,Other
g5N6Gl,Espresso
g5N6Gl,Cold brew
g5N6Gl,Pour over
jB9AZJ,Pod/capsule machine (e.g. Keurig/Nespresso)
jB9AZJ,Espresso
g5N6e4,Pour over
g5N6e4,Other
0Ejq9Q,Pour over
0Ejq9Q,Coffee brewing machine (e.g. Mr. Coffee)
xdN8EG,Pod/capsule machine (e.g. Keurig/Nespresso)
zKQ5Da,Pod/capsule machine (e.g. Keurig/Nespresso)
zKQ5Da,Other
xdN5Xv,Pour over
xdN5Xv,Espresso
24xGAj,Pour over
24xGAj,Other
lNl8j5,Espresso
lNl8j5,Other
YZz7Nv,Pour over
VZ1OEj,Pour over
VZ1OEj,French press
VZ1OEj,Espresso
VZ1OEj,Coffee brewing machine (e.g. Mr. Coffee)
oAVLAV,Pour over
oAVLAV,Espresso
bl4Qlo,Espresso
bl4Qlo,Pour over
PABJ0Q,Pod/capsule machine (e.g. Keurig/Nespresso)
42NVkO,Pour over
9dJjdY,Pour over
9dJjdY,Coffee extract (e.g. Cometeer)
1r2oEM,Coffee brewing machine (e.g. Mr. Coffee)
jB9AME,Pour over
GrBAro,Espresso
GrBAro,Pour over
KMBK67,Pour over
KMBK67,French press
KMBK67,Espresso
xdN5QG,Pour over
xdN5QG,Coffee extract (e.g. Cometeer)
XeBPe4,Espresso
XeBPe4,Pour over
XeBPe4,Cold brew
8dp4kx,Pour over
EPb71N,Coffee brewing machine (e.g. Mr. Coffee)
qbE1Wd,Pour over
qbE1Wd,Espresso
eBxWBO,Pour over
6dQExe,Other
24xGrp,Pour over
24xGrp,Espresso
0EjRbQ,Coffee brewing machine (e.g. Mr. Coffee)
5dqP2M,Espresso
QABlrg,Pour over
xdN5Qo,Espresso
xdN5Qo,Other
YZzldq,Pod/capsule machine (e.g. Keurig/Nespresso)
RzByYp,Pour over
zKQ5zq,Pour over
5dqPkd,Pour over
5dqPkd,Espresso
dY2eZN,Pour over
dY2eZN,French press
1r2ovO,Pour over
1r2ovO,French press
AlbeDW,Pour over
AlbeDW,Cold brew
GrBA1o,Pour over
GrBA1o,Espresso
GrBA1o,Coffee extract (e.g. Cometeer)
GrBA1o,Cold brew
GrBA1o,French press
6dQE15,Other
LdMLG1,Pour over
LdMLG1,Espresso
LdML0G,Other
zKQ5Kq,Other
J2kvJY,French press
J2kvJY,Espresso
J2kvJY,Pour over
rlrMVM,Pour over
rlrMVM,Espresso
rlrMVM,French press
rlrMVM,Coffee extract (e.g. Cometeer)
rlrMVM,Cold brew
DVv6eb,Pour over
5dqPdd,Espresso
RzByLl,Pour over
RzByLl,French press
5dqPvP,Espresso
5dqPvP,Pour over
YZzlV0,Pour over
vNx54A,Pour over
vNx54A,Espresso
XeBPG4,Pour over
jB9ABE,Pour over
PABJ8P,Pour over
RzBy4J,Pod/capsule machine (e.g. Keurig/Nespresso)
RzBy4J,Espresso
RzBy4J,French press
RzBy4J,Pour over
RzBy4J,Cold brew
jB9AxR,Pour over
jB9AxR,French press
jB9AxR,Espresso
dY2eYA,Espresso
dY2eYA,Pour over
0EjRJ0,Pour over
PABJvP,Espresso
PABJvP,French press
DVv60p,Coffee brewing machine (e.g. Mr. Coffee)
rlrMKv,Pour over
rlrMKv,Espresso
9dJjJ4,Pour over
9dJjJ4,Espresso
oAVL0M,Pour over
oAVL0M,Espresso
QABlYA,Pour over
24xGkp,Pour over
24xGkp,Coffee extract (e.g. Cometeer)
7d9roL,Espresso
7d9roL,Pour over
lNlkNW,Espresso
lNlkNW,Other
g5N64N,Pour over
g5N64N,Espresso
g5N65d,Other
7d9rdA,Pour over
7d9rdA,Coffee brewing machine (e.g. Mr. Coffee)
lNlkL5,Pour over
lNlkL5,Espresso
rlrMKM,Pour over
rlrMKM,Espresso
rlrMKM,Coffee extract (e.g. Cometeer)
0EjRoQ,Pour over
0EjRoQ,Espresso
GrBA1j,Pour over
GrBA1j,Other
qbE1b7,French press
qbE1b7,Pod/capsule machine (e.g. Keurig/Nespresso)
oAVLVM,Pour over
oAVLVM,Espresso
RzByRl,Pour over
g5N6QK,Coffee brewing machine (e.g. Mr. Coffee)
GrBAYz,Espresso
GrBAYz,Pour over
QABlBk,Cold brew
QABlBk,Coffee brewing machine (e.g. Mr. Coffee)
vNx5NQ,French press
6dQEro,Pour over
6dQEro,French press
6dQEro,Bean-to-cup machine
6dQEro,Espresso
eBxWNo,Pour over
eBxWNo,Pod/capsule machine (e.g. Keurig/Nespresso)
NAB1MN,Pour over
NAB1MN,French press
NAB1MN,Other
dY2eDy,Espresso
MAdpvE,Pour over
MAdpvE,Coffee brewing machine (e.g. Mr. Coffee)
MAdp5Y,Pour over
9dJjE1,Pour over
PABJ20,Pour over
PABJ20,Coffee brewing machine (e.g. Mr. Coffee)
8dp4eA,Pour over
DVv65b,Coffee brewing machine (e.g. Mr. Coffee)
qbE1o8,Pour over
qbE1o8,Coffee brewing machine (e.g. Mr. Coffee)
oAVLlM,Coffee brewing machine (e.g. Mr. Coffee)
5dqPEb,Pour over
5dqPEb,Coffee brewing machine (e.g. Mr. Coffee)
5dqPEb,French press
6dQEOO,Pod/capsule machine (e.g. Keurig/Nespresso)
6dQEOO,Cold brew
6dQEOO,Pour over
6dQEOO,Other
jB9A99,Pour over
jB9A99,Espresso
jB9A99,Coffee extract (e.g. Cometeer)
jB9A99,Coffee brewing machine (e.g. Mr. Coffee)
jB9A99,Cold brew
7d9r46,Pour over
7d9r46,Cold brew
qbE1Yk,Pour over
pLPpWZ,Pour over
VZ1Olv,Pour over
VZ1Olv,French press
VZ1Olv,Other
OABMJp,Other
aBrqry,Pour over
aBrqry,Espresso
7d9r9z,Espresso
7d9r9z,Pour over
oAVLl5,Pour over
oAVLl5,Espresso
aBrqZW,Pour over
aBrqZW,Espresso
lNlk06,Coffee brewing machine (e.g. Mr. Coffee)
lNlk06,Pour over
lNlk06,French press
ZdRrGv,Other
xdN5ZG,Pour over
xdN5ZG,Espresso
lNlkYV,Pour over
lNlkYV,Espresso
VZ1OME,Pour over
VZ1OME,Other
VZ1OME,French press
rlrMrL,Pour over
rlrMrL,Espresso
rlrMrL,Cold brew
42NVAd,Espresso
jB9AJ1,Pour over
jB9AJ1,Espresso
jB9AJ1,Other
rlrMr5,Pour over
rlrMr5,Espresso
WApVpQ,Espresso
WApVpQ,Instant coffee
WApVpQ,Bean-to-cup machine
ZdRrvA,Pour over
ZdRrvA,Espresso
8dp4dx,Espresso
vNx5JX,Other
lNlkKV,Espresso
lNlkKV,Pour over
rlrMJX,Pour over
8dp4PY,Espresso
LdMLaz,Pour over
LdMLaz,Espresso
LdMLaz,Cold brew
rlrM0L,Pour over
rlrM0L,Espresso
PABJBd,Other
PABJBd,Cold brew
NAB1Rp,Pour over
42NV9d,Pour over
42NV9d,Espresso
jB9A76,Pour over
jB9A76,Espresso
jB9A76,Cold brew
OABMLK,Pour over
OABMLK,Pod/capsule machine (e.g. Keurig/Nespresso)
OABMLK,Cold brew
GrBABz,French press
GrBABz,Coffee brewing machine (e.g. Mr. Coffee)
GrBABz,Other
YZzlY6,Pour over
YZzlY6,Other
YZzlo0,Pour over
YZzlo0,Cold brew
g5N671,Pour over
g5N671,Espresso
g5N671,Instant coffee
24xGkV,French press
24xGkV,Other
rlrMJp,Pour over
rlrMJp,French press
rlrMJp,Espresso
rlrMJp,Other
bl4Qr2,Pour over
bl4Qr2,Espresso
aBrqDE,Coffee brewing machine (e.g. Mr. Coffee)
aBrqDE,Espresso
aBrqDE,Pour over
aBrqDE,French press
YZzlrq,Pour over
VZ1O9l,Pour over
VZ1O9l,Espresso
jB9A09,Pour over
jB9A09,Pod/capsule machine (e.g. Keurig/Nespresso)
GrBAL2,Pour over
EPb7Z2,Coffee brewing machine (e.g. Mr. Coffee)
EPb7Z2,Espresso
EPb7vA,Other
EPb7vA,French press
42NVPo,Pour over
42NVPo,Espresso
g5N6JM,Espresso
xdN5Rk,Espresso
xdN5Rk,Pour over
24xGvA,Pour over
24xGvA,Other
AlbeWo,Other
ZdRrza,Pour over
qbE1Ek,Bean-to-cup machine
1r2oN4,Coffee brewing machine (e.g. Mr. Coffee)
1r2oN4,Pod/capsule machine (e.g. Keurig/Nespresso)
VZ1ObN,Pour over
24xGxA,Bean-to-cup machine
24xGxA,Pour over
pLPpRy,Espresso
pLPpRy,Other
pLPpRy,Cold brew
J2kvk7,Pour over
J2kvk7,Espresso
oAVL55,French press
oAVL55,Espresso
lNlkWp,Pod/capsule machine (e.g. Keurig/Nespresso)
QABl8l,Pour over
QABl8l,French press
QABl8l,Espresso
eBxW2E,Pour over
rlrMd5,Espresso
rlrMd5,Pour over
8dp4Ak,Pour over
RzByvv,Espresso
RzByvv,Pour over
rlrM2p,Pour over
rlrM2p,Other
EPb7BL,Coffee brewing machine (e.g. Mr. Coffee)
EPb7BL,Pour over
EPb7BL,Cold brew
eBxWKJ,Cold brew
eBxWKJ,Pour over
eBxWKJ,Espresso
zKQ5J8,Other
ZdRrZ5,Pour over
ZdRrZ5,Espresso
ZdRrZ5,Coffee brewing machine (e.g. Mr. Coffee)
1r2o2L,Pour over
1r2o2L,Espresso
1r2o2L,Cold brew
xdN599,Pour over
xdN599,Espresso
xdN599,Other
YZzlpz,Pour over
PABJ80,Pour over
PABJ80,French press
PABJ80,Espresso
24xGOb,Coffee brewing machine (e.g. Mr. Coffee)
24xGOb,Pour over
5dqPGP,Pour over
5dqPGP,French press
5dqPGP,Espresso
5dqPGP,Coffee extract (e.g. Cometeer)
bl4Q4E,French press
bl4Q4E,Espresso
bl4Q4E,Pour over
KMBKBK,Other
DVv6Jj,Pour over
DVv6Jj,French press
eBxW7E,Pour over
eBxW7E,Espresso
GrBAoz,Pour over
GrBAoz,Espresso
GrBAoz,Coffee extract (e.g. Cometeer)
EPb70o,Pour over
EPb70o,Espresso
J2kv2d,Pour over
J2kv2d,Instant coffee
J2kv2d,Cold brew
J2kv2d,Other
OABMdk,Pour over
OABMdk,French press
OABMdk,Instant coffee
LdMLvz,Espresso
0EjRv0,Pour over
0EjRv0,French press
0EjRv0,Cold brew
VZ1OZv,French press
VZ1OZv,Pour over
5dqPLM,Pour over
5dqPLM,French press
5dqPLM,Espresso
LdMLXG,Pour over
RzByZP,Pour over
GrBAqO,Pour over
GrBAqO,French press
GrBAqO,Espresso
GrBAqO,Bean-to-cup machine
BGbWB7,Pour over
ylq5o6,Pour over
ylq5o6,Espresso
ylq5o6,Bean-to-cup machine
ylq5o6,Coffee extract (e.g. Cometeer)
J2kvLJ,Espresso
42NVjb,Espresso
bl4Q2E,Coffee brewing machine (e.g. Mr. Coffee)
bl4Q2E,Cold brew
5dqPev,Pour over
5dqPev,Pod/capsule machine (e.g. Keurig/Nespresso)
5dqPev,Cold brew
6dQEvO,Other
jB9ALR,Coffee brewing machine (e.g. Mr. Coffee)
jB9ALR,Other
9dJjpK,Other
J2kvV7,Pour over
J2kvV7,Espresso
8dp46k,Coffee brewing machine (e.g. Mr. Coffee)
8dp46k,Pod/capsule machine (e.g. Keurig/Nespresso)
1r2oD4,Pour over
1r2oD4,Other
bl4QK0,Pour over
bl4QK0,Cold brew
bl4QK0,Coffee brewing machine (e.g. Mr. Coffee)
bl4QK0,Other
DVv6AX,Pour over
DVv6AX,French press
QABlxk,French press
QABlxk,Cold brew
QABlxk,Other
aBrqjy,Pour over
XeBP1e,Pour over
XeBP1e,Espresso
qbE1P2,Pour over
qbE1P2,Espresso
qbE1P2,French press
9dJjlG,Other
9dJjlG,Pour over
WApVPJ,French press
WApVPJ,Coffee brewing machine (e.g. Mr. Coffee)
jB9A5Y,Pour over
jB9A5Y,Other
OABMjA,Pour over
OABMjA,Espresso
OABMjA,French press
OABMjA,Cold brew
DVv6V5,Bean-to-cup machine
DVv6V5,Espresso
XeBPMd,Pour over
XeBPMd,French press
XeBPMd,Espresso
6dQEAo,Instant coffee
jB9AG9,Espresso
pLPpVV,Pour over
pLPpVV,French press
pLPpVV,Espresso
rlrMYo,Other
5dqPpQ,Pour over
5dqPpQ,Espresso
rlrMbN,Pour over
rlrMbN,Espresso
zKQ51g,Pour over
zKQ51g,Coffee brewing machine (e.g. Mr. Coffee)
5dqPMQ,Pour over
5dqPMQ,Espresso
5dqPMQ,French press
9dJjrE,Pour over
9dJjrE,Other
pLPpz1,French press
pLPpz1,Espresso
XeBPzz,Pour over
8dp4gP,Espresso
PABJ41,Pour over
QABlO1,Pour over
QABlO1,Cold brew
RzByjK,Pour over
RzByjK,French press
kYRBrr,Pour over
kYRBrr,Espresso
kYRBrr,Coffee brewing machine (e.g. Mr. Coffee)
PABJGx,Espresso
PABJGx,Pour over
vNx5gl,Pour over
eBxWzx,Pour over
eBxWzx,Coffee brewing machine (e.g. Mr. Coffee)
WApVZe,Espresso
WApVZe,Coffee brewing machine (e.g. Mr. Coffee)
WApVZe,Pour over
WApVZe,French press
WApVZe,Cold brew
Albeae,Espresso
lNlkMX,Espresso
OABMVa,Coffee brewing machine (e.g. Mr. Coffee)
OABMVa,Cold brew
XeBP2z,Other
eBxWpl,Pour over
EPb7gB,Pour over
EPb7gB,Coffee brewing machine (e.g. Mr. Coffee)
EPb7gB,Cold brew
RzBy2K,Cold brew
RzBy2K,Espresso
RzBy2K,French press
GrBAjZ,Espresso
GrBAjZ,Coffee brewing machine (e.g. Mr. Coffee)
KMBKaD,Pour over
KMBKaD,Espresso
ZdRrQV,Coffee brewing machine (e.g. Mr. Coffee)
1r2oRg,Other
kYRBkZ,French press
kYRBkZ,Cold brew
oAVLzb,Pour over
oAVLzb,Other
aBrqzZ,Pour over
rlrMvX,Pour over
rlrMvX,French press
EPb76l,Pour over
EPb76l,Espresso
24xGDM,Coffee brewing machine (e.g. Mr. Coffee)
DVv69R,Espresso
DVv69R,Pour over
42NVdA,French press
42NVdA,Espresso
g5N6OP,Pour over
J2kvZR,Espresso
RzBylj,Coffee brewing machine (e.g. Mr. Coffee)
qbE1zO,Pour over
jB9AEQ,Pour over
jB9AEQ,Espresso
xdN5ov,French press
xdN5ov,Pour over
xdN5ov,Cold brew
9dJja5,Espresso
EPb7N2,Pour over
kYRBQe,Pour over
kYRBQe,Other
24xGVD,Pour over
VZ1O46,French press
VZ1O46,Espresso
VZ1O46,Pour over
PABJee,Pour over
PABJee,French press
PABJee,Coffee brewing machine (e.g. Mr. Coffee)
PABJee,Pod/capsule machine (e.g. Keurig/Nespresso)
eBxWYQ,Other
qbE1NO,Coffee brewing machine (e.g. Mr. Coffee)
qbE1NO,Pour over
oAVLaP,French press
LdMLgl,French press
LdMLgl,Espresso
ylq5zd,Espresso
NAB1EO,Pour over
7d9rj0,French press
7d9rj0,Espresso
ZdRrKB,Coffee brewing machine (e.g. Mr. Coffee)
xdN56d,Pour over
rlrMg2,Coffee brewing machine (e.g. Mr. Coffee)
qbE1pg,Coffee brewing machine (e.g. Mr. Coffee)
pLPpXJ,Pour over
pLPpXJ,Espresso
xdN5vk,Pour over
xdN5vk,Espresso
xdN5vk,French press
vNx5a0,Pour over
vNx5a0,French press
LdML6J,Espresso
bl4QML,Pour over
bl4QML,Pod/capsule machine (e.g. Keurig/Nespresso)
6dQEyJ,Espresso
xdN5L5,Pour over
xdN5L5,Coffee brewing machine (e.g. Mr. Coffee)
xdN5L5,Espresso
OABMra,Pour over
jB9AgQ,French press
EPb7AB,Cold brew
GrBAQO,Pour over
GrBAQO,Espresso
lNlk9v,Pour over
lNlk9v,Coffee brewing machine (e.g. Mr. Coffee)
eBxWox,Pod/capsule machine (e.g. Keurig/Nespresso)
KMBKNV,Other
OABMyY,Pour over
OABMyY,French press
WApVjR,Espresso
OABMKR,Pour over
YZzlyW,Espresso
YZzlyW,Pour over
BGbWVK,Espresso
XeBPyL,Pour over
XeBPyL,Espresso
VZ1OBg,Espresso
1r2ox1,Pour over
1r2ox1,French press
LdMLVl,Pour over
LdMLVl,Coffee brewing machine (e.g. Mr. Coffee)
LdMLVl,Cold brew
oAVLQO,Espresso
oAVLQO,Pour over
oAVLQO,Cold brew
eBxWPk,Espresso
VZ1Oxj,Pour over
zKQ54R,Pour over
zKQ54R,Espresso
zKQ54R,Cold brew
Albeyl,Pour over
eBxWyl,Espresso
eBxWyl,Pour over
rlrM1R,Pod/capsule machine (e.g. Keurig/Nespresso)
24xGZD,Pour over
VZ1Oyy,Pour over
XeBPdg,Pour over
XeBPdg,Other
rlrMRN,Espresso
6dQEGk,Espresso
EPb7YB,Pour over
EPb7YB,Espresso
7d9rEa,French press
ylq5Rx,Pour over
MAdpgk,Espresso
g5N6vJ,Pour over
g5N6vJ,French press
g5N6vJ,Espresso
g5N6vJ,Cold brew
0EjRlB,Pour over
9dJjPQ,Pour over
9dJjPQ,Espresso
9dJjPQ,Coffee brewing machine (e.g. Mr. Coffee)
AlbeND,Pour over
AlbeND,Espresso
AlbeND,Other
OABMkM,Espresso
OABMkM,Pour over
OABMkM,Cold brew
zKQ5dk,Espresso
7d9rgR,Espresso
7d9rgR,Coffee brewing machine (e.g. Mr. Coffee)
vNx5pl,Cold brew
vNx5pl,Other
vNx5pl,Pour over
vNx5pl,Coffee brewing machine (e.g. Mr. Coffee)
vNx5pl,Pod/capsule machine (e.g. Keurig/Nespresso)
EPb7e4,Espresso
EPb7e4,French press
DVv6PZ,Pour over
DVv6PZ,Espresso
MAdpPk,Espresso
MAdpPk,Pod/capsule machine (e.g. Keurig/Nespresso)
MAdpPk,Other
ylq5rg,Coffee brewing machine (e.g. Mr. Coffee)
ylq5rg,Pour over
24xG7M,Pour over
24xG7M,Coffee brewing machine (e.g. Mr. Coffee)
bl4Qz6,Pour over
bl4Qz6,Other
6dQE9Y,Other
eBxWvQ,Other
ZdRrXo,Other
24xGy9,Espresso
xdN57r,Espresso
xdN57r,Pour over
xdN57r,Bean-to-cup machine
xdN57r,French press
lNlkXk,Pour over
9dJjyV,Pour over
9dJjyV,Espresso
RzBy19,Pour over
RzBy19,French press
J2kvgK,Pour over
J2kvgK,Espresso
J2kvbo,Pour over
J2kvbo,French press
J2kvbo,Espresso
DVv6ZE,Espresso
DVv6ZE,Bean-to-cup machine
aBrq1B,Pour over
aBrq1B,Espresso
XeBPvY,Espresso
ZdRrAo,Other
ZdRrAo,Pour over
NAB1O0,Pour over
NAB1O0,Coffee extract (e.g. Cometeer)
J2kvBr,Pour over
J2kvBr,Espresso
ylq5px,Coffee brewing machine (e.g. Mr. Coffee)
KMBKRg,Pour over
KMBKRg,Espresso
KMBKRg,French press
OABMyg,Pour over
OABMyg,Espresso
oAVLax,Pour over
oAVLax,Espresso
oAVLax,Other
VZ1OXg,Other
WApVdv,Espresso
WApVdv,Pour over
aBrqXB,Pour over
aBrqXB,French press
EPb7rr,Pour over
EPb7rr,Espresso
NAB1gO,Pour over
XeBPkY,Espresso
XeBPkY,Coffee brewing machine (e.g. Mr. Coffee)
vNx5Wg,Pour over
vNx5Wg,Other
LdMLOy,Pour over
aBrqa2,Pour over
aBrqa2,Espresso
WApVXN,Espresso
WApVXN,Pod/capsule machine (e.g. Keurig/Nespresso)
OABMeg,Espresso
OABMeg,Pour over
NAB1xl,Coffee brewing machine (e.g. Mr. Coffee)
NAB1xl,Cold brew
NAB1xl,Espresso
dY2ekV,Pod/capsule machine (e.g. Keurig/Nespresso)
LdMLBv,Coffee brewing machine (e.g. Mr. Coffee)
Albe0e,Other
eBxW8e,Pour over
eBxW8e,Pod/capsule machine (e.g. Keurig/Nespresso)
8dp4V5,Pour over
8dp4V5,Coffee brewing machine (e.g. Mr. Coffee)
8dp4V5,Cold brew
1r2ozp,Pour over
1r2ozp,Espresso
DVv6al,Espresso
DVv6al,Coffee brewing machine (e.g. Mr. Coffee)
DVv6al,Pod/capsule machine (e.g. Keurig/Nespresso)
QABl4Y,Pour over
DVv6EZ,Espresso
DVv6EZ,Pour over
J2kvxR,Pod/capsule machine (e.g. Keurig/Nespresso)
J2kvxR,Other
eBxWGe,Pour over
KMBKA8,Pour over
DVv6Wl,Pour over
QABlyG,Pour over
QABlyG,French press
pLPp58,Pour over
VZ1Oqj,Pour over
XeBPNP,Espresso
jB9Aq4,Pour over
jB9Aq4,Coffee extract (e.g. Cometeer)
jB9Aq4,Espresso
qbE1M9,Pour over
5dqPON,Pour over
5dqPON,Espresso
5dqPON,Other
rlrMW2,Espresso
dY2ezr,Pour over
dY2ezr,French press
dY2ezr,Other
oAVLgb,Coffee brewing machine (e.g. Mr. Coffee)
oAVLgb,Other
GrBAaZ,Pour over
GrBAaZ,French press
GrBAaZ,Espresso
7d9rOZ,Espresso
kYRB1e,Pod/capsule machine (e.g. Keurig/Nespresso)
XeBPQP,Coffee brewing machine (e.g. Mr. Coffee)
