submission_id,why_drink
qbE1NO,It tastes good
oAVLaP,I need the ritual
oAVLaP,I need the caffeine
oAVLaP,It tastes good
oAVLaP,It makes me go to the bathroom
LdMLgl,It tastes good
LdMLgl,I need the caffeine
ylq5zd,It tastes good
ylq5zd,I need the ritual
NAB1EO,It tastes good
NAB1EO,I need the ritual
NAB1EO,I need the caffeine
7d9rj0,It tastes good
7d9rj0,I need the caffeine
ZdRrKB,It tastes good
ZdRrKB,I need the caffeine
xdN56d,I need the ritual
xdN56d,It tastes good
rlrMg2,It tastes good
rlrMg2,I need the caffeine
rlrMg2,I need the ritual
qbE1pg,I need the caffeine
qbE1pg,It makes me go to the bathroom
pLPpXJ,It tastes good
pLPpXJ,I need the caffeine
pLPpXJ,I need the ritual
xdN5vk,It tastes good
xdN5vk,I need the caffeine
xdN5vk,I need the ritual
vNx5a0,It tastes good
vNx5a0,I need the caffeine
vNx5a0,I need the ritual
LdML6J,It tastes good
LdML6J,I need the ritual
bl4QML,NULL
6dQEyJ,It tastes good
6dQEyJ,I need the caffeine
6dQEyJ,I need the ritual
xdN5L5,It tastes good
xdN5L5,I need the caffeine
OABMra,I need the caffeine
jB9AgQ,It tastes good
jB9AgQ,I need the ritual
EPb7AB,It tastes good
EPb7AB,I need the caffeine
GrBAQO,I need the caffeine
GrBAQO,It tastes good
lNlk9v,It tastes good
lNlk9v,I need the ritual
lNlk9v,I need the caffeine
eBxWox,It tastes good
eBxWox,I need the ritual
eBxWox,Other
VZ1OyM,It tastes good
VZ1OyM,I need the caffeine
VZ1OyM,I need the ritual
VZ1OyM,It makes me go to the bathroom
KMBKNV,It tastes good
KMBKNV,I need the ritual
OABMyY,It tastes good
OABMyY,I need the caffeine
OABMyY,I need the ritual
WApVjR,I need the ritual
WApVjR,It tastes good
OABMKR,It tastes good
OABMKR,I need the caffeine
YZzlyW,NULL
BGbWVK,It tastes good
BGbWVK,I need the caffeine
BGbWVK,I need the ritual
XeBPyL,It tastes good
XeBPyL,I need the ritual
VZ1OBg,I need the ritual
VZ1OBg,It tastes good
1r2ox1,It tastes good
1r2ox1,I need the caffeine
LdMLVl,It tastes good
LdMLVl,I need the ritual
oAVLQO,It tastes good
oAVLQO,I need the caffeine
pLPpNJ,It tastes good
eBxWPk,It tastes good
eBxWPk,I need the ritual
eBxWPk,I need the caffeine
VZ1Oxj,Other
zKQ54R,It tastes good
zKQ54R,I need the caffeine
zKQ54R,I need the ritual
zKQ54R,It makes me go to the bathroom
Albeyl,It tastes good
eBxWyl,It tastes good
eBxWyl,I need the caffeine
rlrM1R,It tastes good
24xGZD,It tastes good
24xGZD,I need the ritual
VZ1Oyy,It tastes good
XeBPdg,It tastes good
XeBPdg,I need the caffeine
XeBPdg,I need the ritual
rlrMRN,It tastes good
6dQEGk,I need the ritual
6dQEGk,It tastes good
6dQEGk,I need the caffeine
EPb7YB,It tastes good
EPb7YB,I need the caffeine
EPb7YB,I need the ritual
7d9rEa,It tastes good
ylq5Rx,It tastes good
ylq5Rx,I need the ritual
ylq5Rx,I need the caffeine
MAdpgk,I need the caffeine
g5N6vJ,It tastes good
g5N6vJ,I need the ritual
0EjRlB,It tastes good
0EjRlB,I need the caffeine
0EjRlB,I need the ritual
9dJjPQ,It tastes good
9dJjPQ,I need the caffeine
9dJjPQ,I need the ritual
9dJjPQ,It makes me go to the bathroom
AlbeND,It tastes good
AlbeND,I need the ritual
OABMkM,It tastes good
OABMkM,I need the ritual
zKQ5dk,It tastes good
7d9rgR,It tastes good
7d9rgR,I need the ritual
vNx5pl,It tastes good
vNx5pl,I need the caffeine
EPb7e4,It tastes good
DVv6PZ,It tastes good
DVv6PZ,I need the caffeine
MAdpPk,It tastes good
MAdpPk,I need the caffeine
MAdpPk,I need the ritual
ylq5rg,It tastes good
24xG7M,I need the caffeine
bl4Qz6,It tastes good
6dQE9Y,It tastes good
6dQE9Y,I need the caffeine
6dQE9Y,I need the ritual
eBxWvQ,It tastes good
eBxWvQ,I need the caffeine
eBxWvQ,I need the ritual
eBxWvQ,It makes me go to the bathroom
ZdRrXo,It tastes good
ZdRrXo,I need the ritual
24xGy9,It tastes good
xdN57r,It tastes good
lNlkXk,It tastes good
lNlkXk,I need the ritual
9dJjyV,It tastes good
9dJjyV,I need the ritual
RzBy19,I need the ritual
RzBy19,It tastes good
J2kvgK,I need the ritual
J2kvgK,It tastes good
J2kvgK,Other
J2kvbo,It tastes good
J2kvbo,I need the caffeine
J2kvbo,I need the ritual
DVv6ZE,It tastes good
DVv6ZE,I need the caffeine
aBrq1B,NULL
XeBPvY,It tastes good
XeBPvY,I need the caffeine
XeBPvY,I need the ritual
ZdRrAo,It tastes good
ZdRrAo,I need the caffeine
NAB1O0,It tastes good
NAB1O0,I need the ritual
NAB1O0,I need the caffeine
J2kvBr,It tastes good
J2kvBr,I need the ritual
ylq5px,I need the caffeine
ylq5px,I need the ritual
KMBKRg,I need the ritual
KMBKRg,It tastes good
OABMyg,It tastes good
OABMyg,I need the ritual
OABMyg,It makes me go to the bathroom
oAVLax,It tastes good
oAVLax,It makes me go to the bathroom
oAVLax,I need the ritual
oAVLax,I need the caffeine
VZ1OXg,It tastes good
WApVdv,It tastes good
WApVdv,I need the caffeine
aBrqXB,I need the ritual
EPb7rr,It tastes good
EPb7rr,I need the caffeine
EPb7rr,I need the ritual
NAB1gO,It tastes good
NAB1gO,I need the caffeine
NAB1gO,Other
XeBPkY,I need the ritual
XeBPkY,It tastes good
vNx5Wg,It tastes good
LdMLOy,It tastes good
LdMLOy,I need the caffeine
LdMLOy,I need the ritual
LdMLOy,It makes me go to the bathroom
aBrqa2,It tastes good
aBrqa2,I need the ritual
WApVXN,It makes me go to the bathroom
WApVXN,I need the caffeine
WApVXN,It tastes good
OABMeg,It tastes good
NAB1xl,I need the caffeine
NAB1xl,It tastes good
NAB1xl,I need the ritual
dY2ekV,It tastes good
LdMLBv,It tastes good
LdMLBv,I need the caffeine
Albe0e,It tastes good
Albe0e,I need the caffeine
eBxW8e,It tastes good
eBxW8e,I need the caffeine
eBxW8e,I need the ritual
8dp4V5,It tastes good
8dp4V5,I need the caffeine
8dp4V5,I need the ritual
1r2ozp,It tastes good
DVv6al,It tastes good
QABl4Y,It makes me go to the bathroom
QABl4Y,It tastes good
DVv6EZ,It tastes good
J2kvxR,It tastes good
J2kvxR,I need the caffeine
J2kvxR,I need the ritual
eBxWGe,It tastes good
KMBKA8,I need the ritual
KMBKA8,I need the caffeine
KMBKA8,It tastes good
DVv6Wl,It tastes good
QABlyG,It tastes good
pLPp58,It tastes good
pLPp58,I need the caffeine
pLPp58,I need the ritual
VZ1Oqj,It tastes good
VZ1Oqj,I need the ritual
VZ1Oqj,It makes me go to the bathroom
XeBPNP,I need the caffeine
XeBPNP,I need the ritual
XeBPNP,It tastes good
jB9Aq4,It tastes good
qbE1M9,I need the caffeine
qbE1M9,I need the ritual
qbE1M9,It tastes good
5dqPON,It tastes good
rlrMW2,It tastes good
dY2ezr,It tastes good
dY2ezr,I need the caffeine
dY2ezr,I need the ritual
dY2ezr,It makes me go to the bathroom
oAVLgb,It tastes good
oAVLgb,I need the caffeine
GrBAaZ,It tastes good
GrBAaZ,I need the ritual
7d9rOZ,I need the ritual
7d9rOZ,It tastes good
7d9rOZ,I need the caffeine
kYRB1e,It tastes good
kYRB1e,I need the caffeine
24xGzj,It tastes good
24xGzj,I need the caffeine
XeBPQP,It tastes good
XeBPQP,I need the caffeine
XeBPQP,It makes me go to the bathroom
9dJj4E,It tastes good
9dJj4E,I need the caffeine
9dJj4E,I need the ritual
MAdpqA,It tastes good
MAdpqA,Other
AlbeOz,I need the caffeine
AlbeOz,It tastes good
NAB1Qj,I need the ritual
NAB1Qj,It tastes good
GrBA5O,It tastes good
GrBA5O,Other
24xGYj,I need the caffeine
24xGYj,It tastes good
kYRBXR,I need the ritual
kYRBXR,It tastes good
WApV6N,It tastes good
WApV6N,I need the ritual
dY2eXo,It tastes good
dY2eXo,I need the caffeine
dY2eXo,I need the ritual
QABlp7,It tastes good
QABlp7,I need the caffeine
ylq5GX,It tastes good
ylq5GX,I need the caffeine
EPb7Al,It tastes good
EPb7Al,I need the caffeine
EPb7Al,I need the ritual
42NVEA,I need the ritual
42NVEA,It tastes good
aBrqgb,I need the caffeine
aBrqgb,I need the ritual
42NVYX,It tastes good
42NVYX,I need the caffeine
oAVL1x,It tastes good
oAVL1x,I need the ritual
oAVL1x,I need the caffeine
KMBKZV,It tastes good
KMBKZV,I need the caffeine
KMBKZV,I need the ritual
1r2oyl,It tastes good
42NVEr,I need the caffeine
42NVEr,It tastes good
g5N614,I need the caffeine
g5N614,I need the ritual
0EjRyj,It tastes good
0EjRyj,I need the ritual
6dQEzJ,I need the caffeine
6dQEzJ,It tastes good
6dQEzJ,I need the ritual
jB9Ara,It tastes good
dY2e4K,I need the ritual
dY2e4K,It makes me go to the bathroom
dY2e4K,It tastes good
dY2e4K,I need the caffeine
zKQ5vM,It tastes good
zKQ5vM,I need the ritual
YZzlgW,I need the caffeine
pLPpZ1,It tastes good
pLPpZ1,I need the ritual
J2kvro,It tastes good
J2kvro,I need the ritual
xdN5B5,It tastes good
xdN5B5,I need the caffeine
xdN5B5,I need the ritual
rlrMp2,It tastes good
rlrMp2,I need the ritual
QABlWG,It tastes good
QABlWG,I need the caffeine
QABlWG,I need the ritual
vNx5d4,I need the caffeine
vNx5d4,It makes me go to the bathroom
vNx5d4,It tastes good
jB9AzQ,It tastes good
MAdp2M,It tastes good
MAdp2M,Other
7d9rYZ,It tastes good
7d9rYZ,I need the ritual
g5N6XO,It tastes good
g5N6XO,I need the caffeine
g5N6XO,I need the ritual
g5N6XO,It makes me go to the bathroom
PABJr1,It tastes good
PABJr1,I need the caffeine
RzByg4,It tastes good
RzByg4,I need the caffeine
RzByg4,I need the ritual
RzByg4,It makes me go to the bathroom
MAdpGl,It tastes good
MAdpGl,I need the caffeine
g5N6rD,It tastes good
g5N6rD,I need the ritual
g5N6rD,Other
RzByaj,It tastes good
PABJLV,It tastes good
PABJLV,It makes me go to the bathroom
GrBA4k,It tastes good
GrBA4k,I need the caffeine
GrBA4k,I need the ritual
zKQ5o0,It tastes good
zKQ5o0,I need the caffeine
zKQ5o0,I need the ritual
dY2eyA,NULL
GrBAOp,It tastes good
GrBAOp,I need the caffeine
qbE1QY,It tastes good
9dJj0p,It tastes good
9dJj0p,I need the ritual
9dJj0p,It makes me go to the bathroom
EPb77N,I need the ritual
YZzlbB,It tastes good
YZzlbB,I need the caffeine
Albeek,It tastes good
Albeek,I need the ritual
Albeek,I need the caffeine
WApV7a,I need the caffeine
WApV7a,It tastes good
WApV7a,I need the ritual
kYRBPM,I need the ritual
GrBAAo,It tastes good
rlrMMl,It tastes good
VZ1Oag,I need the caffeine
VZ1Oag,It tastes good
5dqPa6,It tastes good
5dqPa6,I need the caffeine
5dqPa6,I need the ritual
J2kvj4,It tastes good
XeBPAj,It makes me go to the bathroom
XeBPAj,I need the ritual
XeBPAj,I need the caffeine
24xGdL,It tastes good
24xGdL,I need the ritual
qbE117,It tastes good
qbE117,I need the caffeine
42NVVk,It tastes good
42NVVk,I need the ritual
5dqPYo,It tastes good
5dqPYo,I need the caffeine
5dqPYo,I need the ritual
J2kv4d,It tastes good
J2kv4d,I need the caffeine
J2kv4d,I need the ritual
J2kv4d,It makes me go to the bathroom
EPb7VX,It tastes good
LdMLxj,It tastes good
LdMLxj,I need the caffeine
LdMLxj,I need the ritual
1r2o0Q,It tastes good
1r2o0Q,I need the ritual
bl4QJo,It tastes good
42NV6b,It tastes good
42NV6b,I need the ritual
aBrqJv,It tastes good
OABMM7,It tastes good
OABMM7,I need the ritual
42NVMb,It tastes good
42NVMb,I need the ritual
WApVaj,It tastes good
WApVaj,I need the ritual
RzByQ9,It tastes good
RzByQ9,I need the caffeine
RzByQ9,I need the ritual
OABMM8,It tastes good
OABMM8,I need the ritual
OABMM8,I need the caffeine
42NVlk,It tastes good
42NVlk,I need the ritual
XeBP6j,It tastes good
XeBP6j,It makes me go to the bathroom
XeBP6j,I need the caffeine
WApVLJ,NULL
eBxWWO,I need the ritual
PABJqb,It tastes good
PABJqb,I need the caffeine
PABJqb,It makes me go to the bathroom
6dQEBB,It tastes good
6dQEBB,I need the ritual
GrBAEp,It tastes good
GrBAEp,I need the caffeine
GrBAEp,I need the ritual
xdN5qo,It tastes good
xdN5qo,I need the caffeine
g5N6VO,It tastes good
eBxWXO,It tastes good
KMBKj7,It tastes good
5dqP06,It tastes good
5dqP06,I need the caffeine
5dqP06,I need the ritual
zKQ58a,I need the ritual
zKQ58a,I need the caffeine
zKQ58a,It tastes good
EPb7RN,It tastes good
DVv685,It tastes good
DVv685,I need the caffeine
DVv685,I need the ritual
RzByed,It tastes good
RzByed,I need the ritual
oAVLjV,It tastes good
dY2ery,It tastes good
pLPp2b,It tastes good
pLPp2b,I need the ritual
QABlN8,It tastes good
QABlN8,I need the caffeine
QABlN8,I need the ritual
GrBAZj,I need the ritual
YZzl75,It tastes good
ylq58B,It tastes good
ylq58B,I need the caffeine
ylq58B,It makes me go to the bathroom
ylq5AB,It tastes good
ylq5AB,I need the caffeine
AlbeR0,It tastes good
AlbeR0,I need the caffeine
AlbeR0,I need the ritual
AlbeR0,It makes me go to the bathroom
dY2eoo,I need the caffeine
dY2eoo,It tastes good
YZzlAd,It tastes good
YZzlAd,I need the ritual
YZzlAd,I need the caffeine
YZzlAd,It makes me go to the bathroom
NAB1NB,It tastes good
NAB1NB,I need the caffeine
aBrqR9,I need the ritual
aBrqR9,I need the caffeine
aBrqR9,It tastes good
LdMLr1,It tastes good
LdMLr1,I need the ritual
zKQ5k1,It tastes good
42NVbO,I need the caffeine
42NVbO,It tastes good
oAVLJ1,It tastes good
oAVLJ1,I need the caffeine
oAVLJ1,I need the ritual
oAVLJ1,It makes me go to the bathroom
jB9AN6,It tastes good
qbE1l7,It tastes good
qbE1l7,Other
42NV0X,It tastes good
7d9rrA,I need the caffeine
7d9rrA,I need the ritual
7d9rrA,It makes me go to the bathroom
5dqPNM,It tastes good
5dqPNM,I need the caffeine
ZdRrbz,It tastes good
ZdRrbz,I need the ritual
vNx5RA,It tastes good
vNx5RA,I need the caffeine
vNx5RA,I need the ritual
0EjRqN,It tastes good
0EjRqN,I need the caffeine
0EjRqN,I need the ritual
0EjRqN,It makes me go to the bathroom
vNx59Q,It tastes good
vNx59Q,I need the caffeine
EPb72o,It tastes good
dY2eJq,It tastes good
dY2eJq,I need the ritual
g5N6od,NULL
PABJxb,It tastes good
PABJxb,I need the caffeine
6dQEEB,It tastes good
6dQEEB,I need the caffeine
6dQE6P,It tastes good
6dQE6P,I need the caffeine
pLPpYq,I need the ritual
pLPpYq,I need the caffeine
RzByyJ,It tastes good
XeBP7g,I need the caffeine
XeBP7g,It tastes good
rlrM8l,I need the ritual
rlrM8l,It tastes good
RzByqd,It tastes good
RzByqd,I need the caffeine
RzByqd,I need the ritual
9dJjKY,It tastes good
9dJjKY,I need the ritual
RzByNl,Other
VZ1O7J,It tastes good
vNx5kd,It tastes good
vNx5kd,I need the caffeine
vNx5kd,I need the ritual
vNx5kd,It makes me go to the bathroom
8dp4DO,It tastes good
7d9rkA,It tastes good
7d9rkA,I need the caffeine
GrBAAp,It tastes good
GrBAAp,I need the caffeine
GrBAAp,I need the ritual
rlrMQN,I need the caffeine
rlrMQN,It tastes good
GrBAW2,It tastes good
GrBAW2,I need the caffeine
6dQEqe,It tastes good
6dQEqe,I need the ritual
6dQEqe,I need the caffeine
RzBypp,It tastes good
RzBypp,I need the ritual
zKQ5AR,It tastes good
zKQ5AR,I need the ritual
eBxWg0,It tastes good
eBxWg0,I need the caffeine
jB9AAx,It tastes good
oAVLLV,Other
YZzl6d,It tastes good
YZzl6d,I need the caffeine
YZzl6d,I need the ritual
g5N6EN,Other
xdN5AG,It tastes good
lNlkp5,It tastes good
ZdRrBy,It tastes good
ZdRrBy,I need the ritual
YZzl2q,It tastes good
YZzl2q,I need the caffeine
rlrM75,It tastes good
rlrM75,I need the ritual
zKQ5Ba,I need the caffeine
0EjRX0,It tastes good
0EjRX0,I need the caffeine
VZ1OgE,It tastes good
VZ1OgE,I need the caffeine
VZ1OgE,I need the ritual
9dJjjY,It tastes good
9dJjjY,I need the caffeine
9dJjjY,I need the ritual
J2kvE4,It tastes good
J2kvE4,I need the caffeine
J2kvE4,I need the ritual
rlrM4M,It tastes good
rlrM4M,I need the caffeine
1r2oLM,NULL
8dp4Bx,It tastes good
8dp4Bx,Other
8dp4Bx,I need the caffeine
jB9A4a,It tastes good
42NVVO,It tastes good
42NVVO,I need the ritual
bl4QRg,It tastes good
bl4QRg,I need the caffeine
bl4QRg,I need the ritual
bl4QRg,It makes me go to the bathroom
pLPpqq,It tastes good
AlbeXk,It tastes good
AlbeXk,I need the caffeine
AlbeXk,I need the ritual
42NV6O,It tastes good
GrBAM2,It tastes good
LdML4j,It tastes good
LdML4j,Other
42NVeB,It tastes good
42NVeB,I need the caffeine
QABllp,It tastes good
QABllp,I need the caffeine
RzByNJ,It tastes good
oAVLP1,It tastes good
oAVLP1,I need the caffeine
oAVLP1,I need the ritual
kYRBj1,It tastes good
kYRBj1,I need the caffeine
kYRBj1,I need the ritual
EPb79q,It tastes good
EPb79q,I need the caffeine
aBrqMq,It tastes good
aBrqMq,I need the caffeine
GrBAVZ,I need the ritual
5dqP7d,It tastes good
kYRBL6,It tastes good
kYRBL6,I need the caffeine
kYRBL6,I need the ritual
DVv6oR,It tastes good
GrBAGj,It tastes good
GrBAGj,I need the caffeine
GrBAGj,I need the ritual
24xG9L,It tastes good
24xG9L,I need the ritual
lNlkGW,It tastes good
lNlkGW,I need the ritual
vNx58v,It tastes good
vNx58v,I need the ritual
g5N6BN,It tastes good
OABMRK,It tastes good
OABMRK,I need the caffeine
eBxWVq,It tastes good
eBxWVq,I need the ritual
g5N621,I need the ritual
g5N621,I need the caffeine
g5N621,It tastes good
5dqPJM,It tastes good
5dqPJM,It makes me go to the bathroom
7d9ryL,I need the ritual
7d9ryL,It tastes good
aBrq7E,It tastes good
aBrq7E,I need the caffeine
XeBPa4,It tastes good
kYRBqJ,It tastes good
24xGGL,It tastes good
24xGGL,I need the caffeine
aBrqqq,I need the caffeine
aBrqqq,It makes me go to the bathroom
aBrqqq,I need the ritual
aBrqqq,It tastes good
VZ1O6v,I need the ritual
VZ1O6v,I need the caffeine
VZ1O6v,It tastes good
jB9AjR,It tastes good
jB9AjR,I need the caffeine
jB9AjR,I need the ritual
jB9AjR,It makes me go to the bathroom
AlbeM0,It tastes good
AlbeM0,I need the caffeine
NAB1ZQ,It tastes good
NAB1ZQ,It makes me go to the bathroom
NAB1ZQ,I need the ritual
xdN5GG,It tastes good
xdN5GG,I need the ritual
xdN5GG,I need the caffeine
oAVLJX,I need the caffeine
oAVLJX,It makes me go to the bathroom
lNlkx5,It tastes good
lNlkx5,Other
lNlkx5,I need the ritual
ZdRrqa,It tastes good
ZdRrqa,I need the caffeine
ZdRrqa,I need the ritual
OABM28,I need the ritual
OABM28,I need the caffeine
OABM28,It tastes good
xdN5by,It makes me go to the bathroom
xdN5by,It tastes good
xdN5by,I need the caffeine
ylq5Lp,It tastes good
0EjR96,It tastes good
0EjR96,I need the caffeine
0EjR96,I need the ritual
dY2eMA,I need the ritual
dY2eMA,I need the caffeine
dY2eMA,It tastes good
jB9A4x,It tastes good
42NV5B,It tastes good
oAVLZP,It tastes good
oAVLZP,I need the caffeine
oAVLZP,I need the ritual
EPb77X,It tastes good
EPb77X,I need the ritual
pLPpQV,It tastes good
OABMq7,It tastes good
OABMq7,I need the ritual
PABJJ5,It tastes good
PABJJ5,I need the ritual
1r2oQQ,It tastes good
1r2oQQ,I need the caffeine
1r2oQQ,I need the ritual
6dQEoO,It tastes good
6dQEoO,I need the ritual
24xG6V,It tastes good
24xG6V,I need the ritual
lNlkkB,It tastes good
oAVL8e,I need the caffeine
oAVL8e,It tastes good
rlrMz5,It tastes good
rlrMz5,I need the caffeine
rlrMz5,I need the ritual
rlrMz5,It makes me go to the bathroom
42NV0k,It tastes good
42NV0k,I need the ritual
MAdpZp,It tastes good
MAdpZp,I need the caffeine
eBxW4E,It tastes good
eBxW4E,I need the ritual
rlrM4v,It tastes good
OABMx7,It tastes good
OABMx7,I need the caffeine
OABMx7,It makes me go to the bathroom
OABMZR,It tastes good
GrBAPo,It tastes good
GrBAPo,I need the caffeine
PABJxQ,I need the ritual
jB9AKR,It tastes good
jB9AKR,I need the caffeine
jB9AKR,I need the ritual
QABl98,NULL
xdN55y,NULL
lNlk8B,It tastes good
lNlk8B,I need the caffeine
NAB1kW,It tastes good
NAB1kW,I need the ritual
NAB1kW,I need the caffeine
PABJQ5,It tastes good
PABJQ5,I need the ritual
dY2eOz,I need the caffeine
dY2eOz,It tastes good
dY2eOz,It makes me go to the bathroom
LdML8G,I need the caffeine
LdML8G,It tastes good
ylq5O0,Other
9dJjAp,It tastes good
9dJjAp,I need the ritual
9dJjAp,I need the caffeine
NAB1GW,I need the caffeine
NAB1GW,I need the ritual
GrBAGo,It tastes good
GrBAGo,I need the caffeine
GrBAGo,I need the ritual
7d9rG9,It tastes good
24xGWV,It tastes good
24xGWV,I need the ritual
5dqPRP,It tastes good
5dqPRP,I need the caffeine
5dqPRP,I need the ritual
KMBK9M,I need the caffeine
KMBK9M,It tastes good
kYRB26,It tastes good
kYRB26,I need the caffeine
kYRB26,I need the ritual
ZdRrry,It tastes good
g5N6ld,It tastes good
g5N6ld,I need the caffeine
g5N6ld,I need the ritual
DVv6Qj,It tastes good
aBrqW9,It tastes good
aBrqW9,I need the caffeine
MAdpxX,It tastes good
MAdpxX,I need the caffeine
rlrM9l,I need the ritual
rlrM9l,It tastes good
7d9r0P,It tastes good
7d9r0P,I need the ritual
BGbWRN,It tastes good
BGbWRN,I need the ritual
BGbWNA,It tastes good
BGbWNA,I need the caffeine
xdN5Wo,It tastes good
9dJjb1,It tastes good
9dJjb1,I need the ritual
bl4Q1g,I need the ritual
bl4Q1g,It tastes good
9dJjeG,It tastes good
J2kvPd,It tastes good
J2kvPd,I need the caffeine
EPb7oX,It tastes good
EPb7oX,I need the caffeine
EPb7oX,I need the ritual
RzByAl,It tastes good
PABJKd,It tastes good
PABJKd,I need the ritual
42NVZb,It tastes good
42NVZb,Other
QABlZg,It tastes good
QABlZg,I need the caffeine
kYRBBM,It tastes good
kYRBBM,It makes me go to the bathroom
qbE1r2,Other
vNx55Q,It tastes good
YZzll5,It tastes good
YZzll5,I need the caffeine
YZzll5,I need the ritual
QABlQp,It tastes good
QABlQp,I need the caffeine
QABlQp,I need the ritual
jB9ARE,It tastes good
EPb7Ro,It tastes good
EPb7Ro,I need the caffeine
EPb7Ro,I need the ritual
9dJjz4,NULL
qbElL5,NULL
RzBy7P,It tastes good
pLPpjE,I need the caffeine
pLPpjE,It tastes good
jB9AO6,NULL
BGbWMA,It tastes good
BGbWMA,I need the caffeine
BGbWMA,I need the ritual
dY2yqN,NULL
ylqaNd,NULL
zKQ5P8,It tastes good
zKQ5P8,I need the caffeine
zKQ5P8,I need the ritual
24xGqb,It tastes good
24xGqb,I need the caffeine
MAdpog,It tastes good
MAdpog,I need the caffeine
YZzAPv,It tastes good
NAB1Kb,It tastes good
NAB1Kb,I need the caffeine
qbE1xk,It tastes good
PABqjP,It tastes good
PABqjP,I need the ritual
PABqjP,It makes me go to the bathroom
rlrMx5,It tastes good
oAVj6M,It tastes good
rlrZ5X,It tastes good
rlrZ5X,I need the ritual
OABN4a,NULL
aBrMNW,It tastes good
aBrMNW,I need the ritual
ZdRrpv,It tastes good
ZdRrpv,I need the caffeine
ZdRrpv,I need the ritual
VZ16zj,NULL
0EjWQP,It tastes good
0EjWQP,I need the ritual
0EjWQP,I need the caffeine
24x6Eg,It tastes good
24x6Eg,I need the caffeine
24x6Eg,I need the ritual
zKQ6jg,NULL
24x6XM,It tastes good
24x6XM,I need the ritual
24x6XM,I need the caffeine
5dqAXv,I need the ritual
5dqAXv,It tastes good
bl4Jq7,I need the caffeine
bl4Jq7,It tastes good
OABMpA,I need the caffeine
OABMpA,It tastes good
qbElGO,It tastes good
WAp79L,It tastes good
PABq11,It tastes good
PABq11,I need the caffeine
PABq11,I need the ritual
eBxWdo,It tastes good
eBxWdo,I need the caffeine
eBxWdo,I need the ritual
QABlgk,It tastes good
QABlgk,I need the caffeine
QABlgk,It makes me go to the bathroom
NABZrp,It tastes good
NABZrp,I need the ritual
8dp4vo,It tastes good
8dp4vo,I need the caffeine
oAVL4M,It tastes good
8dplLl,I need the caffeine
MAdxD8,It tastes good
MAdxD8,I need the caffeine
VZ16pN,It tastes good
VZ16pN,I need the caffeine
jB9VDY,I need the ritual
jB9VDY,I need the caffeine
jB9VDY,It tastes good
bl4J97,It tastes good
bl4J97,I need the ritual
bl4J97,I need the caffeine
zKQ6xZ,It tastes good
6dQEb5,I need the caffeine
6dQEb5,It makes me go to the bathroom
0EjWrQ,It tastes good
0EjWrQ,I need the caffeine
0EjWrQ,I need the ritual
ZdRBOV,It tastes good
ZdRBOV,I need the caffeine
ZdRBOV,I need the ritual
ZdRBOV,It makes me go to the bathroom
MAdxeE,I need the caffeine
MAdxeE,I need the ritual
MAdxeE,It tastes good
VZ16p6,It tastes good
VZ16p6,I need the caffeine
VZ16p6,I need the ritual
VZ16p6,It makes me go to the bathroom
lNlEBX,It tastes good
lNlEBX,I need the ritual
dY2eLN,It tastes good
dY2eLN,I need the caffeine
dY2eLN,I need the ritual
rlrZOo,NULL
Albe1W,It tastes good
Albe1W,I need the ritual
1r2o1L,It tastes good
1r2o1L,I need the caffeine
1r2o1L,I need the ritual
VZ16G6,It tastes good
VZ16G6,I need the ritual
VZ16G6,I need the caffeine
zKQ6YM,It tastes good
BGbRde,It tastes good
BGbRde,I need the caffeine
BGbRde,I need the ritual
rlrMNL,NULL
LdMLA2,I need the ritual
LdMLA2,It tastes good
LdMLA2,I need the caffeine
42NbKA,It tastes good
42NbKA,I need the ritual
42NbKA,It makes me go to the bathroom
lNlEbV,It tastes good
lNlEbV,I need the ritual
pLP2rP,I need the ritual
pLP2rP,It tastes good
DVv6rp,It tastes good
DVv6rp,I need the ritual
lNlko6,It tastes good
lNlko6,I need the caffeine
lNlko6,Other
eBxW1o,It tastes good
eBxW1o,I need the ritual
VZ16El,I need the ritual
VZ16El,It tastes good
BGbWPY,It tastes good
BGbWPY,I need the ritual
AlbX7o,It tastes good
AlbX7o,I need the ritual
oAVLrM,It tastes good
oAVLrM,I need the caffeine
oAVLrM,I need the ritual
1r2aW4,It tastes good
1r2aW4,I need the caffeine
RzB9Kv,It tastes good
RzB9Kv,I need the caffeine
RzB9Kv,I need the ritual
5dqAzE,NULL
1r2oqO,It tastes good
1r2oqO,I need the caffeine
1r2oqO,I need the ritual
1r2oqO,It makes me go to the bathroom
42NbKr,It tastes good
42NbKr,I need the ritual
42NbKr,Other
24x6PD,I need the caffeine
24x6PD,It tastes good
24x6PD,I need the ritual
24x6PD,It makes me go to the bathroom
OABNlM,It tastes good
8dp47Y,It tastes good
8dp47Y,I need the ritual
8dp47Y,It makes me go to the bathroom
RzB9WQ,It tastes good
RzB9WQ,I need the caffeine
jB9VZ1,It tastes good
jB9VZ1,I need the ritual
jB9VZ1,I need the caffeine
jB9VZ1,It makes me go to the bathroom
oAVj2b,It tastes good
oAVj2b,I need the ritual
jB9VlQ,It tastes good
jB9VlQ,I need the caffeine
jB9VlQ,I need the ritual
GrBA2z,It tastes good
GrBA2z,I need the ritual
9dJKQ5,I need the caffeine
9dJKQ5,It tastes good
aBrMdX,It tastes good
EPbOWB,It tastes good
EPbOWB,I need the caffeine
EPbOWB,I need the ritual
