submission_id,additions_other
AlbeM0,NULL
NAB1ZQ,NULL
xdN5GG,NULL
oAVLJX,NULL
lNlkx5,NULL
ZdRrqa,NULL
OABM28,NULL
xdN5by,NULL
ylq5Lp,NULL
0EjR96,NULL
dY2eMA,NULL
jB9A4x,NULL
42NV5B,NULL
oAVLZP,NULL
EPb77X,NULL
pLPpQV,NULL
OABMq7,NULL
PABJJ5,NULL
1r2oQQ,NULL
6dQEoO,NULL
24xG6V,NULL
lNlkkB,NULL
oAVL8e,NULL
rlrMz5,NULL
42NV0k,NULL
MAdpZp,NULL
eBxW4E,NULL
rlrM4v,NULL
OABMx7,NULL
OABMZR,NULL
GrBAPo,NULL
PABJxQ,NULL
jB9AKR,NULL
QABl98,NULL
xdN55y,NULL
lNlk8B,NULL
NAB1kW,NULL
PABJQ5,NULL
dY2eOz,NULL
LdML8G,NULL
ylq5O0,NULL
9dJjAp,NULL
NAB1GW,NULL
GrBAGo,NULL
7d9rG9,NULL
24xGWV,NULL
5dqPRP,NULL
KMBK9M,NULL
kYRB26,NULL
ZdRrry,NULL
g5N6ld,NULL
DVv6Qj,NULL
aBrqW9,NULL
MAdpxX,NULL
rlrM9l,NULL
7d9r0P,NULL
BGbWRN,NULL
BGbWNA,Stevia
BGbWNA,Butter Oil
BGbWNA,MCT Oil
xdN5Wo,NULL
9dJjb1,NULL
bl4Q1g,NULL
9dJjeG,NULL
J2kvPd,NULL
EPb7oX,NULL
RzByAl,NULL
PABJKd,NULL
42NVZb,NULL
QABlZg,NULL
kYRBBM,NULL
qbE1r2,NULL
vNx55Q,NULL
YZzll5,NULL
QABlQp,NULL
jB9ARE,NULL
EPb7Ro,NULL
9dJjz4,NULL
qbElL5,NULL
RzBy7P,NULL
pLPpjE,NULL
jB9AO6,NULL
BGbWMA,NULL
dY2yqN,NULL
ylqaNd,NULL
zKQ5P8,NULL
24xGqb,NULL
MAdpog,NULL
YZzAPv,NULL
NAB1Kb,NULL
qbE1xk,NULL
PABqjP,NULL
rlrMx5,NULL
oAVj6M,NULL
rlrZ5X,NULL
OABN4a,NULL
aBrMNW,NULL
ZdRrpv,NULL
VZ16zj,NULL
0EjWQP,NULL
24x6Eg,NULL
zKQ6jg,NULL
24x6XM,NULL
5dqAXv,NULL
bl4Jq7,NULL
OABMpA,NULL
qbElGO,NULL
WAp79L,NULL
PABq11,NULL
eBxWdo,NULL
QABlgk,NULL
NABZrp,NULL
8dp4vo,NULL
oAVL4M,NULL
8dplLl,NULL
MAdxD8,NULL
VZ16pN,NULL
jB9VDY,NULL
bl4J97,NULL
zKQ6xZ,NULL
6dQEb5,NULL
0EjWrQ,NULL
ZdRBOV,NULL
MAdxeE,NULL
VZ16p6,NULL
lNlEBX,NULL
dY2eLN,NULL
rlrZOo,NULL
Albe1W,NULL
1r2o1L,NULL
VZ16G6,NULL
zKQ6YM,NULL
BGbRde,NULL
rlrMNL,NULL
LdMLA2,NULL
42NbKA,NULL
lNlEbV,NULL
pLP2rP,NULL
DVv6rp,NULL
lNlko6,NULL
eBxW1o,NULL
VZ16El,NULL
BGbWPY,NULL
AlbX7o,NULL
oAVLrM,NULL
1r2aW4,NULL
RzB9Kv,NULL
5dqAzE,NULL
1r2oqO,NULL
42NbKr,NULL
24x6PD,NULL
OABNlM,NULL
8dp47Y,NULL
RzB9WQ,NULL
jB9VZ1,NULL
oAVj2b,NULL
jB9VlQ,NULL
GrBA2z,NULL
9dJKQ5,NULL
aBrMdX,NULL
EPbOWB,NULL
OABNQk,NULL
dY2yEV,NULL
vNx9Yl,NULL
dY2yWD,NULL
bl4J50,NULL
WAp7OL,NULL
zKQ6yk,NULL
DVvGKE,NULL
MAdxRk,NULL
YZzlN6,NULL
zKQ6Ng,NULL
pLP2ey,NULL
KMBjeD,NULL
KMBjzD,NULL
5dqAKb,NULL
vNx9eg,NULL
aBrM4Z,NULL
EPb74L,NULL
kYRPbd,NULL
PABq91,NULL
RzB9oK,NULL
jB9Vb1,NULL
qbE12k,NULL
J2k4dX,NULL
zKQ6DM,NULL
7d9kl6,NULL
8dplQz,NULL
QABQeY,NULL
6dQB8o,NULL
MAdxEk,NULL
6dQB7J,NULL
9dJK9E,NULL
XeBb0L,NULL
AlbX2y,NULL
QABQ5G,NULL
GrBPdk,NULL
kYRPEo,NULL
VZ165y,NULL
7d9kWR,NULL
xdNWMd,NULL
24x6jM,NULL
DVvGkl,NULL
7d9kx0,NULL
aBrMYb,NULL
XeBboP,NULL
oAVj9N,NULL
lNlEeo,NULL
LdM2zJ,NULL
YZzARv,Cinnamon
bl4Je6,NULL
lNlEOo,NULL
rlrZDX,NULL
g5NoGD,NULL
vNx9Dg,NULL
dY2yar,NULL
PABqj0,NULL
42Nb7r,NULL
VZ16zM,NULL
8dplzr,NULL
g5N6RK,I drink black coffee on weekdays to keep my morning routine simpler
g5N6RK,but on the weekends I like to experiment with milk and homemade syrups.
EPbO52,NULL
g5NoqP,NULL
KMBj1X,NULL
jB9VQJ,NULL
24xGMA,NULL
6dQBLN,NULL
xdNWav,NULL
ylqaYX,NULL
KMBjVX,NULL
8dplKP,NULL
oAVjb5,NULL
rlrZao,NULL
EPbOQr,NULL
OABN1k,NULL
WAp75v,NULL
QABQVX,NULL
OABMOp,NULL
VZ1ORl,NULL
oAVj65,NULL
YZzlE0,NULL
aBrMQW,NULL
rlrZA2,NULL
ylqa28,NULL
OABNQM,NULL
6dQBjA,NULL
BGbRxR,NULL
xdNWDd,NULL
pLPplE,NULL
eBxXZJ,NULL
BGbR7R,NULL
EPbOxB,NULL
qbElA9,NULL
0EjW6B,NULL
xdNWx9,NULL
PABJad,NULL
BGbRpe,NULL
WAp7Ee,NULL
DVvGdN,NULL
EPbOqA,NULL
42NbXo,NULL
qbElDO,NULL
kYRBDj,NULL
lNlkJp,NULL
24x68b,NULL
VZ16j6,NULL
1r2aA4,NULL
xdNWa5,NULL
8dplNk,NULL
BGbRXK,NULL
J2k4AK,NULL
NABZWj,NULL
1r2a91,NULL
42NbB5,NULL
aBrM5Z,NULL
0EjRN0,NULL
oAVjDN,NULL
pLP2dP,NULL
VZ16Qj,NULL
PABJa0,NULL
g5N6yK,NULL
NABZl0,Half&Half or a few drips of cream... need that milkfat
NABZl0,not the water.
AlbXve,NULL
GrBP6O,NULL
NABZoO,NULL
KMBj5g,NULL
lNlErN,NULL
42NbxA,NULL
OABN7a,NULL
DVvGBE,NULL
LdMLRO,NULL
6dQBeN,NULL
5dqPWP,NULL
ZdRBEV,NULL
8dploo,NULL
0EjW7A,NULL
0EjWOB,NULL
xdNWJd,NULL
dY2yNV,NULL
0EjR2Q,NULL
qbEla5,NULL
YZzAaW,NULL
AlbXlz,NULL
OABNAg,NULL
NABZVl,NULL
0EjWj6,NULL
24x649,NULL
dY2yYK,NULL
0EjWLN,NULL
DVvGNZ,NULL
MAdx5M,NULL
zKQ6eR,NULL
NABZ0l,NULL
vNx920,NULL
RzB9zj,NULL
EPbOJX,NULL
oAVjvM,NULL
9dJK1Q,NULL
EPbOPr,NULL
J2k42R,NULL
ylqaq4,NULL
8dplpx,NULL
rlrZLl,NULL
eBxX20,NULL
DVvGDq,NULL
42NboO,NULL
dY2yPo,NULL
GrBPJo,NULL
zKQ6W1,NULL
EPbOJN,NULL
eBxXL0,NULL
EPbO04,NULL
PABql5,NULL
1r2aEp,NULL
1r2avQ,NULL
aBrMrq,NULL
5dqAEM,NULL
rlrZdl,NULL
aBrMGB,NULL
kYRP51,NULL
PABqX5,NULL
ylqaop,NULL
5dqAeP,NULL
aBrMK9,NULL
aBrMEv,NULL
MAdxOM,NULL
PABqbd,NULL
ZdRBP0,NULL
g5NoJ1,NULL
VZ16bE,NULL
VZ168g,NULL
xdNWPy,NULL
oAVjyx,NULL
ZdRBYz,NULL
6dQBOB,NULL
QABQr7,NULL
aBrM0v,NULL
bl4J62,NULL
ZdRBRy,NULL
DVvGJq,NULL
42Nb1b,NULL
qbElY2,NULL
ZdRBZa,NULL
OABNzg,NULL
xdNW0o,NULL
xdNWPo,NULL
kYRPZR,NULL
J2k4D4,NULL
9dJKo1,NULL
kYRPpd,NULL
BGbRD5,NULL
rlrZlR,NULL
AlbXqk,NULL
rlrZKN,NULL
MAdxAA,NULL
AlbXWB,NULL
MAdxYp,NULL
oAVjKX,NULL
rlrZ2M,NULL
YZzAx6,NULL
bl4JY2,NULL
OABNdp,NULL
oAVjBP,NULL
WAp70N,NULL
LdM20v,NULL
lNlE46,NULL
DVvGbX,NULL
lNlE0W,NULL
KMBj08,NULL
jB9VJ6,NULL
YZzAVq,NULL
jB9Vz9,NULL
0EjWPy,NULL
42NbpB,NULL
42NbGd,NULL
1r2aNO,NULL
PABq2b,NULL
NABZBQ,NULL
NABZLB,NULL
lNlENv,NULL
WAp7Pj,NULL
rlrZqL,NULL
kYRPxZ,NULL
24x6JL,NULL
AlbX9N,NULL
VZ16Zy,NULL
9dJK44,NULL
YZzAzd,NULL
RzB9gQ,NULL
XeBbB4,NULL
24x67A,NULL
zKQ6G8,NULL
qbElE7,NULL
PABqGd,NULL
qbElN8,NULL
9dJKWV,NULL
rlrZgp,NULL
ylqa04,NULL
0EjWZ0,NULL
lNlEyv,NULL
g5Nok1,NULL
1r2a6L,NULL
g5NoNd,NULL
LdM2qy,NULL
DVvGYX,NULL
zKQ6OZ,NULL
bl4JE6,NULL
xdNWLd,NULL
zKQ6gZ,NULL
QABQkk,NULL
OABNL7,NULL
24x6ge,NULL
NABZyp,NULL
jB9Vk6,i dont drink coffee
VZ16y6,NULL
pLP24V,NULL
6dQBM5,NULL
24x6lA,NULL
rlrZQo,NULL
42NbNO,NULL
jB9VY1,NULL
RzB9kP,air
24x67b,NULL
YZzAZJ,NULL
zKQ6Za,NULL
g5NogM,NULL
VZ16MJ,NULL
pLP2Pb,NULL
LdM2NJ,NULL
bl4JOL,NULL
bl4Jy7,NULL
NABZv0,NULL
42NbLk,NULL
9dJKvp,NULL
6dQB4o,NULL
kYRPO6,NULL
ZdRBy5,NULL
oAVj01,NULL
AlbX8D,NULL
VZ16Mv,NULL
pLP261,NULL
vNx9Vg,NULL
vNx9K8,NULL
qbElBG,NULL
7d9kj6,NULL
KMBjkK,NULL
vNx9z8,NULL
zKQ6Ja,NULL
AlbXOy,NULL
PABqr0,NULL
dY2yXr,NULL
jB9VrQ,NULL
GrBPq2,NULL
7d9k52,NULL
0EjW5A,NULL
KMBjGK,NULL
vNx9gX,NULL
bl4J4o,NULL
24x6Rb,NULL
dY2ygD,NULL
ylqar8,NULL
DVvG9l,Slim Fast meal replacement powder
RzB92v,NULL
jB9V7x,NULL
EPbO6L,NULL
jB9VB4,NULL
xdNWv9,NULL
5dqApP,NULL
LdM2k2,NULL
vNx9Lv,NULL
zKQ64k,NULL
5dqAko,NULL
pLP2zE,NULL
NABZQp,NULL
lNlE5V,NULL
VZ16Nl,NULL
0EjWyA,NULL
EPbOel,NULL
OABNKa,NULL
8dplAA,NULL
oAVjpN,NULL
1r2agg,NULL
EPbOgA,NULL
lNlEZX,NULL
5dqAgN,NULL
RzB9z9,NULL
5dqADQ,NULL
24x6ze,NULL
jB9V21,NULL
0EjWGP,NULL
aBrMxB,NULL
KMBjAg,NULL
AlbXGl,NULL
9dJKR1,NULL
LdM2E1,NULL
6dQBzA,NULL
dY2yKz,NULL
MAdxdX,NULL
6dQByN,NULL
dY2y1V,NULL
42NbAb,NULL
rlrZlN,NULL
VZ16xN,NULL
OABNdK,NULL
VZ16oa,NULL
zKQ6zR,NULL
NABZJQ,NULL
lNlE8N,NULL
PABqqe,NULL
ylqa8X,NULL
KMBj2X,NULL
KMBjbA,NULL
kYRP2R,NULL
jB9VRa,NULL
aBrMLB,NULL
YZzAAJ,NULL
VZ16Ra,NULL
DVvGGZ,NULL
GrBPVL,NULL
9dJK05,NULL
24x6G9,NULL
rlrZQ2,NULL
YZzA1B,NULL
xdNW7d,NULL
ylqaBg,NULL
jB9V84,NULL
vNx95D,NULL
LdM22p,NULL
NABZ2j,NULL
RzB9yj,NULL
qbElqg,NULL
GrBPPk,NULL
DVvGQq,NULL
EPbOpX,NULL
6dQBgk,NULL
VZ16Wy,NULL
GrBP8o,NULL
MAdxWM,NULL
J2k4Po,NULL
GrBP2o,NULL
1r2a1W,NULL
AlbXXz,NULL
lNlExk,NULL
EPbRko,NULL
g5NoBl,NULL
LdM2A1,NULL
24x6QL,NULL
bl4pZ2,NULL
oAVj4V,NULL
QABQ6p,NULL
XeBbbY,NULL
KMBjKV,NULL
24x62j,NULL
oAVjrV,NULL
aBrMWv,NULL
9dJK8Q,NULL
rlrZZR,NULL
pLP2pB,NULL
24x6qV,NULL
EPbRKq,NULL
KMBEYM,NULL
qbElrG,NULL
1r2aol,NULL
RzB9XJ,NULL
rlrZ8R,NULL
5dq7BM,NULL
5dq7KM,NULL
oAVP61,NULL
1r2ajQ,NULL
5dq7bP,NULL
DVv8kp,NULL
BGbRPN,NULL
YZzABW,NULL
zKQ6pq,NULL
zKQ9E8,NULL
vNxZPX,NULL
EPbRzo,NULL
9dJkGG,NULL
dY2yyK,NULL
42N6r5,NULL
eBxXOl,NULL
7d9krR,NULL
PABxD0,NULL
24x6qp,NULL
ZdR7OA,NULL
pLPEBP,NULL
YZzA85,NULL
AlbgPB,NULL
GrBPEL,NULL
OABNO7,NULL
dY2M0N,NULL
oAVP25,NULL
VZ1eGE,NULL
jB9RlY,NULL
6dQBXB,NULL
rlrZzv,NULL
J2kPqY,NULL
EPbOGB,NULL
eBxJ5E,NULL
ylqQJ6,NULL
QABZ2g,MCT oil
EPbRPl,NULL
bl4JPg,NULL
vNxZGA,NULL
YZz6ZN,NULL
0Ej9d0,NULL
AlbgBo,NULL
0Ej9BQ,NULL
1r2eXO,NULL
VZ16WM,NULL
vNx9oQ,NULL
GrBGvj,NULL
g5Nl9M,NULL
qbEl89,NULL
9dJkdE,NULL
VZ162v,NULL
bl4pVe,NULL
lNlG7v,NULL
aBrM8q,NULL
RzBNoP,NULL
EPbRQ2,NULL
ZdR7dV,NULL
8dpBdl,NULL
xdNqrJ,NULL
GrBGlQ,NULL
ZdRB40,NULL
7d9AW2,NULL
PABqMQ,NULL
jB9RGa,NULL
0Ej9V0,NULL
g5Nl5P,NULL
Albgdl,NULL
42N6Ak,NULL
zKQ9ME,NULL
DVv85N,NULL
VZ1e8M,NULL
aBrLEb,NULL
24x6Wj,NULL
pLPEL1,Espresso: Black
pLPEL1,Instant: Creamer+Sugar
qbErYG,NULL
6dQlWP,NULL
OAB2Aa,NULL
OAB2b7,NULL
vNxZMd,NULL
eBxXVe,NULL
DVvG6Z,NULL
QABQqX,NULL
ZdR7Dy,NULL
GrBGXp,NULL
rlr4PX,NULL
LdMr0l,NULL
eBxJ00,NULL
zKQ90R,NULL
J2kPVo,NULL
42N6jr,NULL
qbErd5,NULL
8dpBAO,NULL
DVv81l,NULL
PABxBV,NULL
5dq7jb,NULL
1r2ePM,NULL
1r2e7b,NULL
ZdR71z,NULL
LdMrWJ,NULL
6dQlOJ,NULL
KMBEyk,NULL
bl4pNL,NULL
xdNq0r,NULL
eBxJYO,NULL
VZ162J,NULL
rlr4p5,NULL
6dQl1k,NULL
aBrLk9,NULL
jB9R0a,NULL
5dq786,NULL
zKQ92a,NULL
42N6zO,NULL
1r2erg,NULL
LdMrq2,NULL
MAd4VX,NULL
42N69k,NULL
PABxYe,NULL
GrBGy2,NULL
EPbRb4,NULL
ZdR7ya,NULL
bl4Jbo,NULL
lNlG96,NULL
ZdR7ga,NULL
xdNWOy,NULL
42N6Ro,NULL
zKQ9BZ,NULL
5dq7GE,NULL
g5NlDN,NULL
42N6Do,NULL
WApWXL,NULL
AlbgaB,NULL
xdNqlo,NULL
KMBE2z,NULL
5dq7xv,NULL
QABZZY,NULL
MAdx0p,NULL
WApWgP,NULL
eBxJ8J,NULL
42N6Ob,NULL
WApWkQ,NULL
KMBEEg,NULL
6dQldA,NULL
rlr40N,NULL
DVv8QN,NULL
WApW6L,NULL
g5NlBD,NULL
QABZOp,NULL
KMBEgk,NULL
VZ1eAl,NULL
YZz62W,NULL
OAB2Yg,NULL
8dpBBl,NULL
VZ1e6j,NULL
WApWWe,NULL
rlr4e2,NULL
6dQlqY,NULL
8dpB2A,NULL
NABj2p,NULL
oAVPaM,NULL
DVv89p,NULL
jB9RLJ,NULL
rlrZXl,NULL
XeBbpg,NULL
ZdR7e0,NULL
WApWQJ,NULL
XeBaWz,NULL
xdNqzG,NULL
WApWxv,NULL
AlbgoD,NULL
dY2MBK,NULL
aBrROv,NULL
jB9jDa,NULL
jB9RO4,NULL
EPbRj4,NULL
8dpX1O,NULL
OAB6l8,NULL
J2kPNR,NULL
ylqBN4,NULL
LdMrQp,NULL
42N6WX,NULL
RzBAWd,NULL
oAVq21,NULL
BGbyPK,NULL
OAB648,NULL
KMB9Q8,NULL
rlr4zR,NULL
5dq7WE,NULL
eBxV50,NULL
vNxlyd,NULL
LdMePG,NULL
EPbRyr,NULL
vNxZ70,NULL
9dJ8D1,NULL
WApLzP,NULL
NABaJp,NULL
9dJ8Np,NULL
AlbEzk,NULL
MAdWKM,NULL
EPb2PL,NULL
xdNAp9,NULL
5dqJKo,NULL
rlrejl,NULL
7d9yRP,NULL
rlre6L,NULL
DVvjzj,NULL
dY2Oqo,NULL
AlbE6y,NULL
pLPQP1,NULL
J2kQlJ,NULL
EPb20A,NULL
BGbrD1,NULL
RzBABK,NULL
oAVqB5,NULL
ylqB9p,NULL
xdNAQE,NULL
1r2LM4,NULL
rlredX,NULL
vNxlql,NULL
XeBplg,NULL
EPb2do,NULL
24xW0D,NULL
oAVqvP,NULL
J2kQMR,NULL
lNlxDk,Occasionally black with a tsp of genuine maple syrup
lNlxDk,amazing!
ylqBx6,NULL
GrBZqL,NULL
lNlxzk,NULL
ZdRMve,NULL
jB9jga,NULL
aBrRzB,NULL
oAVq0b,NULL
XeBpQg,NULL
pLPQ48,NULL
8dpXyx,NULL
oAVqaV,NULL
6dQgAY,NULL
xdNAoy,NULL
ylqBoX,NULL
eBxV8q,NULL
oAVqa1,NULL
24xpyV,NULL
0EjKGN,NULL
1r2LyW,NULL
NABavG,NULL
oAVq6P,NULL
YZz1bq,NULL
EPb2gX,NULL
PAB78B,NULL
8dpX8r,NULL
WApLda,NULL
0EjKy6,NULL
YZz1A0,NULL
g5NEKJ,NULL
xdNA59,NULL
dY2Ooz,NULL
NABaRj,NULL
QABbZl,NULL
5dqJoM,NULL
rlreXp,NULL
8dpXYA,NULL
KMB9AM,NULL
WApLLL,NULL
AlbEVy,NULL
vNxl7g,NULL
GrBZNe,NULL
YZz18v,NULL
AlbkLk,NULL
7d9yy6,NULL
ylqB1g,NULL
PAB7M1,NULL
zKQVxM,NULL
lNlx8p,NULL
5dqNjo,NULL
GrBMKZ,NULL
jB9j11,NULL
5dqJYM,NULL
kYR2Dr,NULL
zKQV7a,NULL
8dp9Nz,NULL
vNxlRX,NULL
9dJe7p,NULL
VZ1Kkj,NULL
WAp48j,NULL
MAdWMA,NULL
xdNGXv,NULL
PABo6b,NULL
OAB6OM,NULL
6dQqO5,NULL
kYR2Ld,NULL
0Ej4MZ,NULL
BGbvpQ,NULL
8dp9L5,NULL
8dp9po,NULL
EPbpKr,NULL
MAd0AX,NULL
DVvLzq,NULL
XeBjEd,NULL
OABRPK,NULL
qbEyL9,NULL
AlbkDW,NULL
bl4axo,NULL
DVvLV5,NULL
8dp9jk,NULL
24x2LA,NULL
GrBM1j,NULL
1r2L1g,NULL
9dJelG,NULL
xdNG0E,NULL
24x2vA,NULL
LdM8M2,NULL
MAd0Ml,NULL
jB9KW6,NULL
NABz8N,NULL
bl4aL2,NULL
J2ky8z,NULL
ZdRxV0,NULL
PABo0Q,NULL
g5NBYM,NULL
0Ej4lB,NULL
QABGxl,NULL
24x2DM,NULL
MAd0qA,NULL
ZdRxgB,NULL
lNlp2B,NULL
42NZeo,NULL
RzBOa9,NULL
GrBMjZ,NULL
YZz2Ad,NULL
dY274o,NULL
PABoP1,NULL
GrBMEp,NULL
24x2qb,NULL
NABz2Q,NULL
g5NB6d,NULL
aBrWJv,NULL
42NZA5,NULL
RzBOyJ,NULL
lNlp8B,NULL
EPbp2o,NULL
VZ1rGy,NULL
kYRqad,NULL
0Ej4X0,NULL
eBxbko,NULL
lNlQrN,NULL
bl4P96,NULL
MAd0WY,NULL
9dJe8G,NULL
vNxkjX,NULL
VZ1rXg,NULL
zKQVV8,NULL
QABGgl,NULL
EPb9ll,NULL
24x26V,NULL
AlbZBe,NULL
ylqLXd,NULL
qbEyyd,NULL
KMBbM8,NULL
9dJVXE,NULL
zKQl7M,NULL
pLParP,NULL
VZ1g0g,NULL
GrBW9e,NULL
aBrWpq,NULL
8dpOeO,NULL
5dqRxZ,NULL
jB9Ne1,NULL
KMBbo8,NULL
DVvQKl,NULL
dY2rYo,NULL
24x2Jb,NULL
KMBbkK,NULL
ylqL9x,NULL
BGbNGQ,NULL
g5N2AO,NULL
eBx4zJ,NULL
eBx4lx,NULL
VZ1gxN,NULL
EPb9Y2,NULL
XeBX9e,For pour over use spicy chocolate
oAVWQN,NULL
6dQoVo,NULL
vNxkK8,NULL
NABzGb,NULL
EPb9El,NULL
pLPgv1,NULL
24x2lM,NULL
OABRKR,NULL
24xpWb,NULL
lNlxeW,NULL
OAB6ER,Heavy Cream
DVvQbX,NULL
jB9jR9,NULL
KMBbAX,NULL
rlr7bo,NULL
RzBppJ,NULL
J2k7jK,NULL
ZdR0bB,NULL
bl4P1Z,NULL
bl4Pag,NULL
1r28gg,NULL
BGbNr5,NULL
42NeXb,NULL
GrBWAZ,NULL
xdNKWr,NULL
9dJVkQ,NULL
OABvZY,Sometimes milk & sugar
OABvZY,sometimes black
42NeJo,NULL
ylqV46,NULL
pLP8oy,NULL
5dqW9v,NULL
NABG0O,NULL
ylqVl8,NULL
0EjNE9,NULL
kYRMEZ,NULL
8dp7Zk,NULL
WApxEL,Usually black
WApxEL,sometimes a little heavy cream.
EPbyLB,NULL
GrB8Qo,NULL
xdNOZv,NULL
24x02L,NULL
WApxeN,NULL
J2k5Vo,NULL
VZ129g,NULL
NABGBl,NULL
VZ12oJ,NULL
J2k5Md,NULL
EPbyvX,NULL
VZ12yl,NULL
oAVXgX,NULL
qbE0ek,NULL
g5NKXM,NULL
EPbyOl,NULL
24xQRp,NULL
dY2BOd,NULL
PABVoe,NULL
xdNO19,NULL
zKQPLq,NULL
vNxoVX,NULL
24xQGe,NULL
eBxkrJ,NULL
rlrzbp,NULL
xdNOWd,NULL
qbE09g,NULL
VZ12rM,NULL
pLPlyV,NULL
GrB8jz,NULL
pLPlbq,NULL
24xM8L,NULL
QABP67,NULL
6dQaoJ,NULL
PABVZx,NULL
RzB7Pp,NULL
QAB6Mg,NULL
OABWXK,NULL
ylqWYp,NULL
VZ1kGv,NULL
bl40qo,NULL
NABelG,NULL
5dqy9M,NULL
kYRVEJ,NULL
Alb1GN,NULL
rlrxo5,NULL
OABW5A,NULL
zKQPpR,NULL
WApvYR,NULL
xdNOlo,NULL
NABe7W,NULL
aBr8zB,NULL
MAd98k,NULL
xdNel5,NULL
xdNe6r,NULL
42NgdO,NULL
5dqyVo,NULL
QAB6JY,NULL
DVvl9b,NULL
DVvlbq,NULL
qbE2M2,NULL
5dqyoM,NULL
24xMzp,NULL
42NgEk,NULL
XeBKAd,NULL
RzB7Qp,NULL
GrB2GQ,NULL
MAd9WE,NULL
oAV4YX,NULL
g5NRxN,NULL
42NgM5,NULL
lNlPqW,NULL
aBr8JE,NULL
42Ne8r,NULL
LdMQxO,NULL
XeBK0d,NULL
8dp00l,NULL
ZdRpqV,NULL
24xM5V,NULL
24xqAj,NULL
OABWqp,NULL
9dJzzE,NULL
7d9809,NULL
dY258K,NULL
YZzEjJ,NULL
PABMpV,NULL
xdNkX5,NULL
LdMA7v,NULL
1r2Zb4,NULL
XeBKZP,NULL
jB9dPx,NULL
42NWaY,NULL
KMBq7X,NULL
oAVry1,NULL
QABgJk,NULL
DVvl6p,NULL
8dpveY,NULL
DVvrvp,NULL
ylqKZX,NULL
EPbjYr,NULL
VZ1RYl,NULL
rlrNpR,NULL
vNx710,NULL
DVvrMl,NULL
bl4B20,NULL
WApGZk,NULL
7d9BgZ,NULL
PABaYx,NULL
GrBNyk,NULL
vNx7pD,NULL
24xqzL,NULL
XeBVpd,NULL
J2kayY,NULL
jB9O5J,NULL
aBrbpq,NULL
XeBVZV,NULL
rlrx85,NULL
eBxdOE,NULL
BGbO2e,NULL
NABKaW,NULL
g5NyOD,NULL
ylqKLW,NULL
ylqK54,NULL
ZdR4pA,NULL
jB9dOY,NULL
1r2ZLO,NULL
qbYZaO,NULL
AlboEW,NULL
BGL4dR,NULL
jB0DlJ,NULL
eBNZDx,NULL
J2VKAR,NULL
jB0DQ4,NULL
0Ebr79,NULL
qbYZR9,NULL
yl0ZDB,NULL
xd0xPo,NULL
XeRlWY,NULL
eBNZA0,NULL
6d1J4N,NULL
J2VKgX,NULL
aBjN4X,NULL
VZ9EVv,NULL
yl0Zep,NULL
7dJlza,NULL
XeRlQe,NULL
WAe90j,NULL
dYZqdK,NULL
Al6PLz,NULL
eBNZzJ,NULL
J2VKGX,NULL
PABaAP,NULL
YZoDgv,NULL
24b8Y9,NULL
ZdG5yV,NULL
RzZK14,NULL
LdE14p,I don't drink coffee.
QAx2qG,NULL
bl2Vy6,NULL
Grovo2,NULL
0Ebry9,NULL
PA2jNB,NULL
VZ9Eyj,NULL
lN0DEk,NULL
WAe9GJ,NULL
eBNZdq,NULL
pL0xab,NULL
BGL4r5,NULL
KMPQ9A,NULL
1rbP1M,NULL
6d18jo,NULL
EPBkqq,NULL
MArKXl,NULL
24bEBg,NULL
yl0PXW,NULL
zK0xYg,NULL
RzZG44,NULL
42142r,NULL
BGLzXe,NULL
MAreLA,NULL
OAjDGM,NULL
rl0jGl,NULL
jB0aW4,NULL
xd0Xy5,NULL
dYZWjK,NULL
pLPjdJ,NULL
EPBkPl,NULL
0EbQbN,NULL
yl0PeB,NULL
Grox5j,NULL
8dJ1rA,NULL
4214qo,NULL
aBjQgW,NULL
aBjQyy,NULL
jB0ap9,NULL
7dJRez,NULL
BGLz71,NULL
NA4p5W,NULL
6d18eo,NULL
lNlQkv,NULL
8dJoAY,NULL
6d18yo,NULL
OAjD6g,NULL
dYZWer,NULL
YZo58J,NULL
8dJ175,NULL
XeRxKg,NULL
oA09eX,NULL
rl0jRp,NULL
MAr1DY,NULL
rl0DO5,NULL
bl2Z70,NULL
QAxoJY,NULL
421a7B,NULL
vN0XBX,NULL
yl0XYW,NULL
NA4q0p,NULL
7dJXK9,NULL
WAeJek,NULL
Al6rdo,NULL
rl0DvN,NULL
yl0Xdg,NULL
KMPpk8,Don't drink coffee only espresso
rl0DJN,NULL
6d1DWJ,NULL
zK0EJk,NULL
8dJNGr,NULL
XeR5zg,NULL
bl25aZ,NULL
VZ9pXE,NULL
DVXqPb,NULL
xd0Vgo,NULL
9d6NaY,NULL
g5QbLJ,NULL
OAjQg8,NULL
PA2RWQ,NULL
PA2RLd,NULL
qbY58k,NULL
J2V17r,NULL
LdEDeJ,NULL
g5QbEJ,NULL
xd0VLG,NULL
RzZWAQ,NULL
kY0bMr,NULL
YZojoW,NULL
6d1L8J,NULL
0EbV9P,NULL
oA09Xb,NULL
MArXNp,NULL
bl2ZB1,NULL
jB0ZZa,NULL
dYZENo,NULL
7dJqKP,NULL
aBj94v,NULL
pL0ryq,NULL
qbYLA2,NULL
24bX4p,NULL
oA0E9P,NULL
PA2pOb,NULL
eBNMEE,NULL
XeRLLg,NULL
yl0Mjd,NULL
NA4rNQ,NULL
1rbXOl,NULL
Al6zN0,NULL
