submission_id,dairy
bl4QJo,
42NV6b,Oat milk
aBrqJv,
OABMM7,
42NVMb,Whole milk
WApVaj,
RzByQ9,Oat milk
RzByQ9,Almond milk
RzByQ9,Soy milk
OABMM8,
42NVlk,Whole milk
42NVlk,Oat milk
XeBP6j,Oat milk
WApVLJ,Whole milk
WApVLJ,Coffee creamer
eBxWWO,
PABJqb,
6dQEBB,
GrBAEp,
xdN5qo,Coffee creamer
g5N6VO,
eBxWXO,
KMBKj7,
5dqP06,Whole milk
5dqP06,Oat milk
zKQ58a,Whole milk
EPb7RN,
DVv685,Oat milk
RzByed,
oAVLjV,
dY2ery,Whole milk
pLPp2b,Whole milk
QABlN8,
GrBAZj,Oat milk
YZzl75,
ylq58B,Whole milk
ylq5AB,Oat milk
AlbeR0,Oat milk
dY2eoo,
YZzlAd,
NAB1NB,
aBrqR9,Oat milk
aBrqR9,Almond milk
LdMLr1,
zKQ5k1,
42NVbO,Whole milk
oAVLJ1,Whole milk
jB9AN6,
qbE1l7,
42NV0X,
7d9rrA,Whole milk
5dqPNM,Whole milk
5dqPNM,Oat milk
5dqPNM,Half and half
ZdRrbz,Half and half
vNx5RA,
0EjRqN,
vNx59Q,Oat milk
EPb72o,Oat milk
dY2eJq,
g5N6od,
PABJxb,Whole milk
PABJxb,Coffee creamer
PABJxb,Flavored coffee creamer
PABJxb,Almond milk
6dQEEB,
6dQE6P,Flavored coffee creamer
pLPpYq,
RzByyJ,Skim milk
XeBP7g,
rlrM8l,Whole milk
RzByqd,
9dJjKY,Whole milk
RzByNl,Oat milk
VZ1O7J,Whole milk
vNx5kd,Oat milk
8dp4DO,
7d9rkA,
GrBAAp,Coffee creamer
rlrMQN,
GrBAW2,Whole milk
6dQEqe,
RzBypp,
zKQ5AR,
eBxWg0,
jB9AAx,
oAVLLV,Whole milk
YZzl6d,
g5N6EN,Whole milk
xdN5AG,Whole milk
xdN5AG,Flavored coffee creamer
xdN5AG,Oat milk
lNlkp5,
ZdRrBy,Whole milk
YZzl2q,
rlrM75,
zKQ5Ba,Half and half
0EjRX0,Whole milk
0EjRX0,Oat milk
0EjRX0,Half and half
VZ1OgE,
9dJjjY,Whole milk
9dJjjY,Half and half
J2kvE4,
rlrM4M,
1r2oLM,
8dp4Bx,Oat milk
jB9A4a,
42NVVO,
bl4QRg,
pLPpqq,
AlbeXk,
42NV6O,
GrBAM2,
LdML4j,Whole milk
LdML4j,Oat milk
42NVeB,
QABllp,
RzByNJ,
oAVLP1,
kYRBj1,
EPb79q,
aBrqMq,Whole milk
GrBAVZ,
5dqP7d,
kYRBL6,
DVv6oR,
GrBAGj,
24xG9L,
lNlkGW,Whole milk
lNlkGW,Skim milk
vNx58v,
g5N6BN,
OABMRK,
eBxWVq,
g5N621,
5dqPJM,Half and half
7d9ryL,Oat milk
7d9ryL,Whole milk
aBrq7E,
XeBPa4,
kYRBqJ,Whole milk
kYRBqJ,Oat milk
24xGGL,
aBrqqq,
VZ1O6v,
jB9AjR,Whole milk
AlbeM0,Whole milk
AlbeM0,Half and half
AlbeM0,Coffee creamer
AlbeM0,Oat milk
NAB1ZQ,Whole milk
xdN5GG,
oAVLJX,Almond milk
oAVLJX,Oat milk
oAVLJX,Whole milk
oAVLJX,Flavored coffee creamer
lNlkx5,
ZdRrqa,Skim milk
OABM28,
xdN5by,Flavored coffee creamer
xdN5by,Almond milk
ylq5Lp,
0EjR96,
dY2eMA,
jB9A4x,
42NV5B,Half and half
oAVLZP,
EPb77X,Whole milk
pLPpQV,Whole milk
OABMq7,Whole milk
PABJJ5,
1r2oQQ,
6dQEoO,
24xG6V,Whole milk
lNlkkB,Whole milk
lNlkkB,Almond milk
oAVL8e,
rlrMz5,
42NV0k,
MAdpZp,Skim milk
eBxW4E,Whole milk
eBxW4E,Oat milk
rlrM4v,
OABMx7,Whole milk
OABMZR,Half and half
GrBAPo,Flavored coffee creamer
PABJxQ,
jB9AKR,
QABl98,Soy milk
xdN55y,Skim milk
lNlk8B,
NAB1kW,
PABJQ5,
dY2eOz,Flavored coffee creamer
LdML8G,
ylq5O0,Almond milk
9dJjAp,
NAB1GW,Oat milk
NAB1GW,Whole milk
GrBAGo,Whole milk
7d9rG9,
24xGWV,Half and half
5dqPRP,Half and half
KMBK9M,
kYRB26,
ZdRrry,Whole milk
g5N6ld,Whole milk
g5N6ld,Skim milk
DVv6Qj,
aBrqW9,Whole milk
aBrqW9,Half and half
MAdpxX,
rlrM9l,
7d9r0P,
BGbWRN,Oat milk
BGbWNA,
xdN5Wo,
9dJjb1,Whole milk
bl4Q1g,
9dJjeG,
J2kvPd,Whole milk
EPb7oX,
RzByAl,
PABJKd,Skim milk
42NVZb,Whole milk
QABlZg,Whole milk
kYRBBM,Half and half
qbE1r2,Oat milk
vNx55Q,
YZzll5,
QABlQp,Whole milk
QABlQp,Almond milk
QABlQp,Oat milk
jB9ARE,
EPb7Ro,Skim milk
9dJjz4,
qbElL5,
RzBy7P,
pLPpjE,Coffee creamer
jB9AO6,
BGbWMA,Whole milk
dY2yqN,
ylqaNd,Oat milk
zKQ5P8,
24xGqb,
MAdpog,
YZzAPv,
NAB1Kb,
qbE1xk,Half and half
PABqjP,
rlrMx5,Whole milk
oAVj6M,
rlrZ5X,
OABN4a,
aBrMNW,
ZdRrpv,Flavored coffee creamer
VZ16zj,Whole milk
0EjWQP,Half and half
24x6Eg,
zKQ6jg,
24x6XM,
5dqAXv,
bl4Jq7,Oat milk
bl4Jq7,Almond milk
OABMpA,
qbElGO,Oat milk
WAp79L,Whole milk
PABq11,
eBxWdo,
QABlgk,Skim milk
NABZrp,Half and half
8dp4vo,
oAVL4M,Oat milk
8dplLl,Oat milk
8dplLl,Almond milk
8dplLl,Soy milk
MAdxD8,Whole milk
VZ16pN,
jB9VDY,Half and half
bl4J97,Whole milk
zKQ6xZ,Half and half
zKQ6xZ,Oat milk
6dQEb5,Flavored coffee creamer
0EjWrQ,
ZdRBOV,
MAdxeE,Skim milk
VZ16p6,
lNlEBX,
dY2eLN,Coffee creamer
rlrZOo,Coffee creamer
Albe1W,
1r2o1L,Whole milk
VZ16G6,Whole milk
zKQ6YM,
BGbRde,Whole milk
rlrMNL,
LdMLA2,Whole milk
42NbKA,
lNlEbV,Half and half
lNlEbV,Whole milk
pLP2rP,Half and half
DVv6rp,
lNlko6,
eBxW1o,
VZ16El,Whole milk
BGbWPY,Whole milk
AlbX7o,Half and half
oAVLrM,
1r2aW4,
RzB9Kv,
5dqAzE,Half and half
5dqAzE,Oat milk
1r2oqO,
42NbKr,Flavored coffee creamer
24x6PD,
OABNlM,
8dp47Y,Oat milk
RzB9WQ,
jB9VZ1,Whole milk
oAVj2b,
jB9VlQ,
GrBA2z,
9dJKQ5,
aBrMdX,
EPbOWB,Whole milk
OABNQk,
dY2yEV,Whole milk
vNx9Yl,
dY2yWD,Whole milk
bl4J50,
WAp7OL,
zKQ6yk,
DVvGKE,Almond milk
MAdxRk,
YZzlN6,Almond milk
YZzlN6,Flavored coffee creamer
YZzlN6,Oat milk
zKQ6Ng,Skim milk
pLP2ey,
KMBjeD,
KMBjzD,Whole milk
5dqAKb,
vNx9eg,Oat milk
vNx9eg,Almond milk
vNx9eg,Coffee creamer
aBrM4Z,
EPb74L,
kYRPbd,
PABq91,
RzB9oK,Oat milk
jB9Vb1,Coffee creamer
qbE12k,
J2k4dX,Skim milk
J2k4dX,Almond milk
J2k4dX,Soy milk
zKQ6DM,
7d9kl6,
8dplQz,
QABQeY,Oat milk
QABQeY,Soy milk
6dQB8o,Half and half
MAdxEk,
6dQB7J,Whole milk
6dQB7J,Half and half
9dJK9E,
XeBb0L,
AlbX2y,Whole milk
QABQ5G,
GrBPdk,
kYRPEo,Whole milk
VZ165y,Whole milk
7d9kWR,
xdNWMd,
24x6jM,Whole milk
DVvGkl,
7d9kx0,
aBrMYb,
XeBboP,
oAVj9N,Whole milk
lNlEeo,Flavored coffee creamer
LdM2zJ,
YZzARv,Half and half
bl4Je6,Soy milk
lNlEOo,
rlrZDX,Whole milk
g5NoGD,
vNx9Dg,Half and half
dY2yar,
PABqj0,Oat milk
PABqj0,Soy milk
PABqj0,Skim milk
42Nb7r,Whole milk
VZ16zM,
8dplzr,
g5N6RK,Whole milk
g5N6RK,Half and half
EPbO52,Whole milk
g5NoqP,Oat milk
KMBj1X,Whole milk
jB9VQJ,
24xGMA,Soy milk
6dQBLN,
xdNWav,
ylqaYX,
KMBjVX,Oat milk
KMBjVX,Whole milk
8dplKP,Oat milk
oAVjb5,Whole milk
rlrZao,Almond milk
EPbOQr,
OABN1k,Oat milk
OABN1k,Almond milk
WAp75v,
QABQVX,Whole milk
OABMOp,
VZ1ORl,Whole milk
oAVj65,Oat milk
oAVj65,Whole milk
YZzlE0,
aBrMQW,
rlrZA2,
ylqa28,Half and half
OABNQM,
6dQBjA,
BGbRxR,Skim milk
xdNWDd,
pLPplE,
eBxXZJ,Half and half
BGbR7R,Oat milk
EPbOxB,
qbElA9,
0EjW6B,
xdNWx9,Almond milk
PABJad,Half and half
BGbRpe,
WAp7Ee,Half and half
DVvGdN,Whole milk
EPbOqA,
42NbXo,
qbElDO,Half and half
qbElDO,Oat milk
kYRBDj,
lNlkJp,Half and half
24x68b,Skim milk
VZ16j6,Whole milk
1r2aA4,Half and half
xdNWa5,
8dplNk,
BGbRXK,Whole milk
J2k4AK,
NABZWj,
1r2a91,
42NbB5,Skim milk
42NbB5,Whole milk
aBrM5Z,Almond milk
0EjRN0,Oat milk
oAVjDN,Whole milk
pLP2dP,
VZ16Qj,
PABJa0,
g5N6yK,Whole milk
g5N6yK,Half and half
NABZl0,
AlbXve,
GrBP6O,Half and half
GrBP6O,Whole milk
NABZoO,Whole milk
NABZoO,Half and half
KMBj5g,
lNlErN,Whole milk
lNlErN,Oat milk
42NbxA,
OABN7a,Almond milk
DVvGBE,Whole milk
LdMLRO,Soy milk
LdMLRO,Almond milk
LdMLRO,Whole milk
LdMLRO,Skim milk
6dQBeN,Whole milk
5dqPWP,Whole milk
ZdRBEV,
8dploo,Whole milk
0EjW7A,Oat milk
0EjWOB,Whole milk
0EjWOB,Flavored coffee creamer
xdNWJd,Flavored coffee creamer
xdNWJd,Whole milk
dY2yNV,
0EjR2Q,
qbEla5,Whole milk
YZzAaW,Whole milk
YZzAaW,Half and half
YZzAaW,Oat milk
AlbXlz,
OABNAg,
NABZVl,Soy milk
0EjWj6,
24x649,Coffee creamer
dY2yYK,
0EjWLN,Whole milk
DVvGNZ,Whole milk
MAdx5M,
zKQ6eR,
NABZ0l,Whole milk
vNx920,Oat milk
vNx920,Almond milk
vNx920,Soy milk
RzB9zj,
EPbOJX,
oAVjvM,
9dJK1Q,Whole milk
EPbOPr,
J2k42R,Whole milk
ylqaq4,
8dplpx,
rlrZLl,
eBxX20,Half and half
DVvGDq,
42NboO,Whole milk
dY2yPo,
GrBPJo,Oat milk
GrBPJo,Flavored coffee creamer
zKQ6W1,
EPbOJN,
eBxXL0,Flavored coffee creamer
EPbO04,
PABql5,Whole milk
1r2aEp,
1r2avQ,Whole milk
aBrMrq,
5dqAEM,
rlrZdl,Whole milk
rlrZdl,Oat milk
rlrZdl,Half and half
aBrMGB,Half and half
kYRP51,
PABqX5,
ylqaop,Half and half
5dqAeP,
aBrMK9,Half and half
aBrMEv,
MAdxOM,Oat milk
PABqbd,Soy milk
PABqbd,Almond milk
PABqbd,Oat milk
ZdRBP0,
g5NoJ1,
VZ16bE,
VZ168g,Whole milk
VZ168g,Half and half
xdNWPy,
oAVjyx,
ZdRBYz,Whole milk
6dQBOB,Skim milk
QABQr7,
aBrM0v,
bl4J62,
ZdRBRy,
DVvGJq,
42Nb1b,
qbElY2,Oat milk
ZdRBZa,Whole milk
OABNzg,Oat milk
xdNW0o,
xdNWPo,Flavored coffee creamer
kYRPZR,Whole milk
kYRPZR,Oat milk
kYRPZR,Half and half
J2k4D4,
9dJKo1,
kYRPpd,
BGbRD5,
rlrZlR,
AlbXqk,Whole milk
AlbXqk,Half and half
rlrZKN,
MAdxAA,
AlbXWB,Whole milk
AlbXWB,Coffee creamer
MAdxYp,
oAVjKX,
rlrZ2M,
YZzAx6,Whole milk
bl4JY2,Oat milk
OABNdp,Oat milk
oAVjBP,
WAp70N,Whole milk
LdM20v,Oat milk
LdM20v,Flavored coffee creamer
LdM20v,Coffee creamer
LdM20v,Whole milk
lNlE46,
DVvGbX,
lNlE0W,
KMBj08,Coffee creamer
KMBj08,Whole milk
jB9VJ6,Half and half
YZzAVq,Oat milk
YZzAVq,Whole milk
jB9Vz9,Whole milk
0EjWPy,
42NbpB,Skim milk
42NbGd,
1r2aNO,Oat milk
PABq2b,
NABZBQ,
NABZLB,
lNlENv,
WAp7Pj,Oat milk
WAp7Pj,Soy milk
WAp7Pj,Whole milk
rlrZqL,Half and half
kYRPxZ,Half and half
kYRPxZ,Almond milk
24x6JL,Half and half
AlbX9N,Whole milk
VZ16Zy,
9dJK44,
YZzAzd,Whole milk
RzB9gQ,
XeBbB4,Whole milk
24x67A,Whole milk
zKQ6G8,Whole milk
qbElE7,Whole milk
PABqGd,Almond milk
qbElN8,Oat milk
qbElN8,Almond milk
qbElN8,Whole milk
qbElN8,Skim milk
9dJKWV,
rlrZgp,Half and half
ylqa04,
0EjWZ0,
lNlEyv,Whole milk
lNlEyv,Coffee creamer
g5Nok1,Oat milk
g5Nok1,Whole milk
g5Nok1,Flavored coffee creamer
1r2a6L,
g5NoNd,
LdM2qy,
DVvGYX,Whole milk
DVvGYX,Oat milk
zKQ6OZ,
bl4JE6,Whole milk
xdNWLd,
zKQ6gZ,Oat milk
QABQkk,Oat milk
QABQkk,Coffee creamer
OABNL7,
24x6ge,
NABZyp,
jB9Vk6,
VZ16y6,
pLP24V,Skim milk
pLP24V,Half and half
pLP24V,Oat milk
6dQBM5,
24x6lA,Half and half
rlrZQo,
42NbNO,Half and half
42NbNO,Whole milk
jB9VY1,
RzB9kP,
24x67b,Whole milk
YZzAZJ,
zKQ6Za,
g5NogM,Oat milk
g5NogM,Half and half
g5NogM,Whole milk
VZ16MJ,
pLP2Pb,
LdM2NJ,Oat milk
bl4JOL,
bl4Jy7,Whole milk
NABZv0,
42NbLk,Oat milk
42NbLk,Skim milk
9dJKvp,Whole milk
6dQB4o,Whole milk
kYRPO6,Whole milk
ZdRBy5,
oAVj01,
AlbX8D,Soy milk
VZ16Mv,
pLP261,
vNx9Vg,
vNx9K8,Oat milk
qbElBG,Oat milk
7d9kj6,
KMBjkK,
vNx9z8,Whole milk
zKQ6Ja,Coffee creamer
zKQ6Ja,Whole milk
AlbXOy,
PABqr0,Oat milk
PABqr0,Almond milk
dY2yXr,Soy milk
jB9VrQ,Oat milk
GrBPq2,Oat milk
GrBPq2,Flavored coffee creamer
7d9k52,Whole milk
0EjW5A,Flavored coffee creamer
0EjW5A,Half and half
0EjW5A,Coffee creamer
KMBjGK,Skim milk
KMBjGK,Oat milk
vNx9gX,Oat milk
bl4J4o,
24x6Rb,Flavored coffee creamer
dY2ygD,
ylqar8,Half and half
DVvG9l,Almond milk
DVvG9l,Oat milk
RzB92v,Oat milk
jB9V7x,Flavored coffee creamer
EPbO6L,
jB9VB4,
xdNWv9,
5dqApP,Oat milk
5dqApP,Whole milk
LdM2k2,
vNx9Lv,Oat milk
zKQ64k,Oat milk
5dqAko,Half and half
pLP2zE,
NABZQp,
lNlE5V,
VZ16Nl,
0EjWyA,Whole milk
EPbOel,Half and half
OABNKa,Oat milk
8dplAA,
oAVjpN,
1r2agg,Flavored coffee creamer
EPbOgA,
lNlEZX,
5dqAgN,
RzB9z9,Whole milk
5dqADQ,
24x6ze,
jB9V21,
0EjWGP,Oat milk
aBrMxB,Whole milk
KMBjAg,
AlbXGl,Half and half
9dJKR1,
LdM2E1,
6dQBzA,Whole milk
dY2yKz,
MAdxdX,Flavored coffee creamer
6dQByN,
dY2y1V,Oat milk
42NbAb,
rlrZlN,Coffee creamer
rlrZlN,Flavored coffee creamer
rlrZlN,Almond milk
VZ16xN,Whole milk
OABNdK,
VZ16oa,
zKQ6zR,Whole milk
NABZJQ,
lNlE8N,
PABqqe,
ylqa8X,
KMBj2X,
KMBjbA,
kYRP2R,
jB9VRa,Whole milk
aBrMLB,Skim milk
YZzAAJ,Half and half
VZ16Ra,
DVvGGZ,
GrBPVL,
9dJK05,Whole milk
24x6G9,Almond milk
rlrZQ2,Coffee creamer
rlrZQ2,Flavored coffee creamer
YZzA1B,
xdNW7d,Whole milk
xdNW7d,Half and half
ylqaBg,
jB9V84,
vNx95D,Oat milk
LdM22p,Whole milk
NABZ2j,Oat milk
RzB9yj,Whole milk
qbElqg,
GrBPPk,Whole milk
GrBPPk,Half and half
DVvGQq,
EPbOpX,
6dQBgk,
VZ16Wy,Oat milk
GrBP8o,
MAdxWM,Half and half
J2k4Po,
GrBP2o,
1r2a1W,
AlbXXz,
lNlExk,
EPbRko,
g5NoBl,
LdM2A1,Flavored coffee creamer
24x6QL,
bl4pZ2,Almond milk
oAVj4V,Whole milk
QABQ6p,
XeBbbY,Half and half
XeBbbY,Whole milk
XeBbbY,Oat milk
KMBjKV,Whole milk
24x62j,
oAVjrV,Half and half
aBrMWv,
9dJK8Q,
rlrZZR,Whole milk
pLP2pB,
24x6qV,Whole milk
24x6qV,Oat milk
24x6qV,Almond milk
24x6qV,Soy milk
24x6qV,Skim milk
EPbRKq,
KMBEYM,
qbElrG,Half and half
1r2aol,Almond milk
RzB9XJ,
rlrZ8R,
5dq7BM,Oat milk
5dq7KM,
oAVP61,Half and half
1r2ajQ,
5dq7bP,
DVv8kp,
BGbRPN,Oat milk
BGbRPN,Soy milk
YZzABW,Whole milk
zKQ6pq,
zKQ9E8,
vNxZPX,Oat milk
EPbRzo,Whole milk
9dJkGG,Whole milk
dY2yyK,Oat milk
42N6r5,
eBxXOl,Oat milk
eBxXOl,Almond milk
eBxXOl,Skim milk
eBxXOl,Whole milk
7d9krR,Almond milk
PABxD0,Coffee creamer
24x6qp,
ZdR7OA,Whole milk
pLPEBP,
YZzA85,
AlbgPB,
GrBPEL,Oat milk
GrBPEL,Almond milk
OABNO7,
dY2M0N,Whole milk
oAVP25,
VZ1eGE,Oat milk
jB9RlY,
6dQBXB,Whole milk
6dQBXB,Oat milk
rlrZzv,Skim milk
J2kPqY,
EPbOGB,Whole milk
EPbOGB,Oat milk
eBxJ5E,Skim milk
eBxJ5E,Almond milk
eBxJ5E,Whole milk
ylqQJ6,
QABZ2g,Whole milk
EPbRPl,Skim milk
EPbRPl,Whole milk
EPbRPl,Half and half
bl4JPg,Whole milk
vNxZGA,
YZz6ZN,Flavored coffee creamer
0Ej9d0,
AlbgBo,Almond milk
0Ej9BQ,Whole milk
1r2eXO,Whole milk
VZ16WM,
vNx9oQ,
GrBGvj,Whole milk
g5Nl9M,
qbEl89,Half and half
9dJkdE,Oat milk
VZ162v,
bl4pVe,Half and half
lNlG7v,
aBrM8q,
RzBNoP,
EPbRQ2,
ZdR7dV,Whole milk
8dpBdl,
xdNqrJ,
GrBGlQ,
ZdRB40,
7d9AW2,
PABqMQ,
jB9RGa,Whole milk
jB9RGa,Oat milk
jB9RGa,Flavored coffee creamer
0Ej9V0,Oat milk
g5Nl5P,
Albgdl,Oat milk
Albgdl,Almond milk
42N6Ak,
zKQ9ME,Half and half
DVv85N,
VZ1e8M,Half and half
aBrLEb,
24x6Wj,Whole milk
pLPEL1,
qbErYG,
6dQlWP,
OAB2Aa,Coffee creamer
OAB2b7,
vNxZMd,
eBxXVe,
DVvG6Z,Oat milk
DVvG6Z,Soy milk
QABQqX,Whole milk
QABQqX,Half and half
QABQqX,Coffee creamer
ZdR7Dy,Oat milk
GrBGXp,Whole milk
GrBGXp,Skim milk
GrBGXp,Almond milk
rlr4PX,
LdMr0l,Whole milk
eBxJ00,
zKQ90R,Oat milk
J2kPVo,Half and half
42N6jr,
qbErd5,Oat milk
qbErd5,Soy milk
qbErd5,Coffee creamer
8dpBAO,
DVv81l,
PABxBV,
5dq7jb,
1r2ePM,
1r2e7b,
ZdR71z,
LdMrWJ,Whole milk
6dQlOJ,
KMBEyk,Whole milk
bl4pNL,Whole milk
xdNq0r,Whole milk
eBxJYO,
VZ162J,Almond milk
VZ162J,Oat milk
rlr4p5,
6dQl1k,
aBrLk9,
jB9R0a,Half and half
5dq786,
zKQ92a,Half and half
zKQ92a,Whole milk
42N6zO,
1r2erg,Half and half
LdMrq2,
MAd4VX,Whole milk
MAd4VX,Skim milk
42N69k,
PABxYe,
GrBGy2,
EPbRb4,
ZdR7ya,
bl4Jbo,
lNlG96,
ZdR7ga,Whole milk
xdNWOy,Whole milk
xdNWOy,Oat milk
xdNWOy,Half and half
xdNWOy,Skim milk
xdNWOy,Almond milk
xdNWOy,Soy milk
42N6Ro,
zKQ9BZ,
5dq7GE,
g5NlDN,Whole milk
42N6Do,Skim milk
WApWXL,Oat milk
WApWXL,Coffee creamer
WApWXL,Whole milk
WApWXL,Skim milk
WApWXL,Almond milk
AlbgaB,
xdNqlo,
KMBE2z,
5dq7xv,
QABZZY,
MAdx0p,
WApWgP,
eBxJ8J,
42N6Ob,
WApWkQ,Coffee creamer
WApWkQ,Half and half
KMBEEg,
6dQldA,
rlr40N,
DVv8QN,Coffee creamer
DVv8QN,Skim milk
WApW6L,Oat milk
g5NlBD,
QABZOp,Half and half
KMBEgk,
VZ1eAl,Half and half
YZz62W,Oat milk
OAB2Yg,Whole milk
8dpBBl,
VZ1e6j,
WApWWe,
rlr4e2,
6dQlqY,
8dpB2A,
NABj2p,
oAVPaM,
DVv89p,
jB9RLJ,
rlrZXl,
XeBbpg,
ZdR7e0,
WApWQJ,Flavored coffee creamer
XeBaWz,
xdNqzG,
WApWxv,
AlbgoD,
dY2MBK,
aBrROv,
jB9jDa,Oat milk
jB9RO4,Whole milk
EPbRj4,Almond milk
EPbRj4,Skim milk
EPbRj4,Coffee creamer
EPbRj4,Flavored coffee creamer
EPbRj4,Oat milk
EPbRj4,Half and half
EPbRj4,Whole milk
8dpX1O,
OAB6l8,Almond milk
J2kPNR,
ylqBN4,Whole milk
ylqBN4,Oat milk
LdMrQp,Oat milk
42N6WX,
RzBAWd,
oAVq21,
BGbyPK,Half and half
OAB648,Oat milk
OAB648,Coffee creamer
OAB648,Almond milk
KMB9Q8,
rlr4zR,
5dq7WE,Coffee creamer
eBxV50,Whole milk
eBxV50,Flavored coffee creamer
vNxlyd,Whole milk
LdMePG,
EPbRyr,
vNxZ70,
9dJ8D1,
WApLzP,Half and half
NABaJp,
9dJ8Np,Flavored coffee creamer
AlbEzk,
MAdWKM,Half and half
MAdWKM,Oat milk
EPb2PL,Whole milk
xdNAp9,Whole milk
5dqJKo,
rlrejl,
7d9yRP,
rlre6L,Almond milk
DVvjzj,Whole milk
DVvjzj,Half and half
dY2Oqo,Whole milk
AlbE6y,
pLPQP1,Whole milk
J2kQlJ,
EPb20A,
BGbrD1,Oat milk
RzBABK,
oAVqB5,Oat milk
ylqB9p,Half and half
xdNAQE,
1r2LM4,
rlredX,Half and half
rlredX,Coffee creamer
rlredX,Flavored coffee creamer
rlredX,Almond milk
rlredX,Oat milk
vNxlql,
XeBplg,Whole milk
XeBplg,Flavored coffee creamer
EPb2do,Almond milk
EPb2do,Coffee creamer
24xW0D,Half and half
24xW0D,Coffee creamer
oAVqvP,Whole milk
J2kQMR,Almond milk
lNlxDk,Half and half
ylqBx6,Whole milk
GrBZqL,
lNlxzk,
ZdRMve,Flavored coffee creamer
ZdRMve,Oat milk
jB9jga,
aBrRzB,Skim milk
oAVq0b,Whole milk
XeBpQg,
pLPQ48,Oat milk
8dpXyx,Whole milk
oAVqaV,Oat milk
6dQgAY,
xdNAoy,Flavored coffee creamer
ylqBoX,Flavored coffee creamer
ylqBoX,Almond milk
ylqBoX,Whole milk
eBxV8q,Oat milk
oAVqa1,
24xpyV,Oat milk
0EjKGN,Whole milk
0EjKGN,Almond milk
1r2LyW,Soy milk
NABavG,
oAVq6P,Half and half
oAVq6P,Whole milk
YZz1bq,Flavored coffee creamer
EPb2gX,
PAB78B,
8dpX8r,
WApLda,
0EjKy6,
YZz1A0,Half and half
g5NEKJ,Oat milk
g5NEKJ,Almond milk
xdNA59,Whole milk
dY2Ooz,
NABaRj,
QABbZl,Soy milk
QABbZl,Oat milk
5dqJoM,Whole milk
rlreXp,
8dpXYA,
KMB9AM,
WApLLL,
AlbEVy,
vNxl7g,Whole milk
GrBZNe,
YZz18v,
AlbkLk,
7d9yy6,Half and half
ylqB1g,Whole milk
PAB7M1,
zKQVxM,
lNlx8p,Oat milk
5dqNjo,
GrBMKZ,Whole milk
GrBMKZ,Skim milk
jB9j11,
5dqJYM,Whole milk
kYR2Dr,
zKQV7a,Flavored coffee creamer
8dp9Nz,Almond milk
vNxlRX,
9dJe7p,
VZ1Kkj,Half and half
WAp48j,
MAdWMA,
xdNGXv,
PABo6b,Whole milk
PABo6b,Oat milk
OAB6OM,
6dQqO5,
kYR2Ld,
0Ej4MZ,
BGbvpQ,
8dp9L5,
8dp9po,
EPbpKr,
MAd0AX,
DVvLzq,
XeBjEd,Whole milk
OABRPK,Coffee creamer
OABRPK,Whole milk
qbEyL9,Half and half
AlbkDW,
bl4axo,Whole milk
DVvLV5,Oat milk
8dp9jk,
24x2LA,
GrBM1j,Whole milk
GrBM1j,Flavored coffee creamer
1r2L1g,Half and half
9dJelG,Flavored coffee creamer
xdNG0E,Whole milk
24x2vA,Whole milk
LdM8M2,Half and half
LdM8M2,Whole milk
MAd0Ml,Whole milk
jB9KW6,Half and half
jB9KW6,Coffee creamer
jB9KW6,Flavored coffee creamer
NABz8N,
bl4aL2,Flavored coffee creamer
bl4aL2,Half and half
J2ky8z,
ZdRxV0,Whole milk
ZdRxV0,Half and half
ZdRxV0,Coffee creamer
PABo0Q,
g5NBYM,Whole milk
0Ej4lB,Whole milk
0Ej4lB,Half and half
QABGxl,
24x2DM,Coffee creamer
24x2DM,Oat milk
24x2DM,Soy milk
MAd0qA,Oat milk
MAd0qA,Whole milk
ZdRxgB,
lNlp2B,Skim milk
42NZeo,
RzBOa9,
GrBMjZ,Whole milk
YZz2Ad,Whole milk
dY274o,Whole milk
dY274o,Oat milk
PABoP1,
GrBMEp,Almond milk
24x2qb,Coffee creamer
NABz2Q,
g5NB6d,
aBrWJv,
42NZA5,
RzBOyJ,
lNlp8B,Oat milk
EPbp2o,Coffee creamer
EPbp2o,Almond milk
VZ1rGy,Skim milk
kYRqad,
0Ej4X0,
eBxbko,
lNlQrN,Half and half
bl4P96,
MAd0WY,
9dJe8G,Flavored coffee creamer
vNxkjX,Whole milk
VZ1rXg,Oat milk
VZ1rXg,Whole milk
VZ1rXg,Half and half
zKQVV8,
QABGgl,Coffee creamer
EPb9ll,
24x26V,
AlbZBe,
ylqLXd,Oat milk
ylqLXd,Whole milk
qbEyyd,
KMBbM8,Whole milk
9dJVXE,Half and half
zKQl7M,Skim milk
pLParP,Half and half
pLParP,Oat milk
pLParP,Flavored coffee creamer
VZ1g0g,
GrBW9e,
aBrWpq,Whole milk
8dpOeO,Coffee creamer
5dqRxZ,Almond milk
5dqRxZ,Whole milk
jB9Ne1,
KMBbo8,Whole milk
DVvQKl,Almond milk
dY2rYo,Oat milk
24x2Jb,
KMBbkK,Oat milk
ylqL9x,Whole milk
BGbNGQ,
g5N2AO,Half and half
g5N2AO,Skim milk
g5N2AO,Oat milk
eBx4zJ,Whole milk
eBx4lx,
VZ1gxN,
EPb9Y2,
XeBX9e,Almond milk
oAVWQN,
6dQoVo,
vNxkK8,
NABzGb,
EPb9El,Whole milk
pLPgv1,Oat milk
24x2lM,Oat milk
24x2lM,Whole milk
OABRKR,Whole milk
24xpWb,
