submission_id,dairy
vNx95D,Oat milk
LdM22p,Whole milk
NABZ2j,Oat milk
RzB9yj,Whole milk
GrBPPk,Whole milk
GrBPPk,Half and half
VZ16Wy,Oat milk
MAdxWM,Half and half
LdM2A1,Flavored coffee creamer
bl4pZ2,Almond milk
oAVj4V,Whole milk
XeBbbY,Half and half
XeBbbY,Whole milk
XeBbbY,Oat milk
KMBjKV,Whole milk
oAVjrV,Half and half
rlrZZR,Whole milk
24x6qV,Whole milk
24x6qV,Oat milk
24x6qV,Almond milk
24x6qV,Soy milk
24x6qV,Skim milk
qbElrG,Half and half
1r2aol,Almond milk
5dq7BM,Oat milk
oAVP61,Half and half
BGbRPN,Oat milk
BGbRPN,Soy milk
YZzABW,Whole milk
vNxZPX,Oat milk
EPbRzo,Whole milk
9dJkGG,Whole milk
dY2yyK,Oat milk
eBxXOl,Oat milk
eBxXOl,Almond milk
eBxXOl,Skim milk
eBxXOl,Whole milk
7d9krR,Almond milk
PABxD0,Coffee creamer
ZdR7OA,Whole milk
GrBPEL,Oat milk
GrBPEL,Almond milk
dY2M0N,Whole milk
VZ1eGE,Oat milk
6dQBXB,Whole milk
6dQBXB,Oat milk
rlrZzv,Skim milk
EPbOGB,Whole milk
EPbOGB,Oat milk
eBxJ5E,Skim milk
eBxJ5E,Almond milk
eBxJ5E,Whole milk
QABZ2g,Whole milk
EPbRPl,Skim milk
EPbRPl,Whole milk
EPbRPl,Half and half
bl4JPg,Whole milk
YZz6ZN,Flavored coffee creamer
AlbgBo,Almond milk
0Ej9BQ,Whole milk
1r2eXO,Whole milk
GrBGvj,Whole milk
qbEl89,Half and half
9dJkdE,Oat milk
bl4pVe,Half and half
ZdR7dV,Whole milk
jB9RGa,Whole milk
jB9RGa,Oat milk
jB9RGa,Flavored coffee creamer
0Ej9V0,Oat milk
Albgdl,Oat milk
Albgdl,Almond milk
zKQ9ME,Half and half
VZ1e8M,Half and half
24x6Wj,Whole milk
OAB2Aa,Coffee creamer
DVvG6Z,Oat milk
DVvG6Z,Soy milk
QABQqX,Whole milk
QABQqX,Half and half
QABQqX,Coffee creamer
ZdR7Dy,Oat milk
GrBGXp,Whole milk
GrBGXp,Skim milk
GrBGXp,Almond milk
LdMr0l,Whole milk
zKQ90R,Oat milk
J2kPVo,Half and half
qbErd5,Oat milk
qbErd5,Soy milk
qbErd5,Coffee creamer
LdMrWJ,Whole milk
KMBEyk,Whole milk
bl4pNL,Whole milk
xdNq0r,Whole milk
VZ162J,Almond milk
VZ162J,Oat milk
jB9R0a,Half and half
zKQ92a,Half and half
zKQ92a,Whole milk
1r2erg,Half and half
MAd4VX,Whole milk
MAd4VX,Skim milk
ZdR7ga,Whole milk
xdNWOy,Whole milk
xdNWOy,Oat milk
xdNWOy,Half and half
xdNWOy,Skim milk
xdNWOy,Almond milk
xdNWOy,Soy milk
g5NlDN,Whole milk
42N6Do,Skim milk
WApWXL,Oat milk
WApWXL,Coffee creamer
WApWXL,Whole milk
WApWXL,Skim milk
WApWXL,Almond milk
WApWkQ,Coffee creamer
WApWkQ,Half and half
DVv8QN,Coffee creamer
DVv8QN,Skim milk
WApW6L,Oat milk
QABZOp,Half and half
VZ1eAl,Half and half
YZz62W,Oat milk
OAB2Yg,Whole milk
WApWQJ,Flavored coffee creamer
jB9jDa,Oat milk
jB9RO4,Whole milk
EPbRj4,Almond milk
EPbRj4,Skim milk
EPbRj4,Coffee creamer
EPbRj4,Flavored coffee creamer
EPbRj4,Oat milk
EPbRj4,Half and half
EPbRj4,Whole milk
OAB6l8,Almond milk
ylqBN4,Whole milk
ylqBN4,Oat milk
LdMrQp,Oat milk
BGbyPK,Half and half
OAB648,Oat milk
OAB648,Coffee creamer
OAB648,Almond milk
5dq7WE,Coffee creamer
eBxV50,Whole milk
eBxV50,Flavored coffee creamer
vNxlyd,Whole milk
WApLzP,Half and half
9dJ8Np,Flavored coffee creamer
MAdWKM,Half and half
MAdWKM,Oat milk
EPb2PL,Whole milk
xdNAp9,Whole milk
rlre6L,Almond milk
DVvjzj,Whole milk
DVvjzj,Half and half
dY2Oqo,Whole milk
pLPQP1,Whole milk
BGbrD1,Oat milk
oAVqB5,Oat milk
ylqB9p,Half and half
rlredX,Half and half
rlredX,Coffee creamer
rlredX,Flavored coffee creamer
rlredX,Almond milk
rlredX,Oat milk
XeBplg,Whole milk
XeBplg,Flavored coffee creamer
EPb2do,Almond milk
EPb2do,Coffee creamer
24xW0D,Half and half
24xW0D,Coffee creamer
oAVqvP,Whole milk
J2kQMR,Almond milk
lNlxDk,Half and half
ylqBx6,Whole milk
ZdRMve,Flavored coffee creamer
ZdRMve,Oat milk
aBrRzB,Skim milk
oAVq0b,Whole milk
pLPQ48,Oat milk
8dpXyx,Whole milk
oAVqaV,Oat milk
xdNAoy,Flavored coffee creamer
ylqBoX,Flavored coffee creamer
ylqBoX,Almond milk
ylqBoX,Whole milk
eBxV8q,Oat milk
24xpyV,Oat milk
0EjKGN,Whole milk
0EjKGN,Almond milk
1r2LyW,Soy milk
oAVq6P,Half and half
oAVq6P,Whole milk
YZz1bq,Flavored coffee creamer
YZz1A0,Half and half
g5NEKJ,Oat milk
g5NEKJ,Almond milk
xdNA59,Whole milk
QABbZl,Soy milk
QABbZl,Oat milk
5dqJoM,Whole milk
vNxl7g,Whole milk
7d9yy6,Half and half
ylqB1g,Whole milk
lNlx8p,Oat milk
GrBMKZ,Whole milk
GrBMKZ,Skim milk
5dqJYM,Whole milk
zKQV7a,Flavored coffee creamer
8dp9Nz,Almond milk
VZ1Kkj,Half and half
PABo6b,Whole milk
PABo6b,Oat milk
XeBjEd,Whole milk
OABRPK,Coffee creamer
OABRPK,Whole milk
qbEyL9,Half and half
bl4axo,Whole milk
DVvLV5,Oat milk
GrBM1j,Whole milk
GrBM1j,Flavored coffee creamer
1r2L1g,Half and half
9dJelG,Flavored coffee creamer
xdNG0E,Whole milk
24x2vA,Whole milk
LdM8M2,Half and half
LdM8M2,Whole milk
MAd0Ml,Whole milk
jB9KW6,Half and half
jB9KW6,Coffee creamer
jB9KW6,Flavored coffee creamer
bl4aL2,Flavored coffee creamer
bl4aL2,Half and half
ZdRxV0,Whole milk
ZdRxV0,Half and half
ZdRxV0,Coffee creamer
g5NBYM,Whole milk
0Ej4lB,Whole milk
0Ej4lB,Half and half
24x2DM,Coffee creamer
24x2DM,Oat milk
24x2DM,Soy milk
MAd0qA,Oat milk
MAd0qA,Whole milk
lNlp2B,Skim milk
GrBMjZ,Whole milk
YZz2Ad,Whole milk
dY274o,Whole milk
dY274o,Oat milk
GrBMEp,Almond milk
24x2qb,Coffee creamer
lNlp8B,Oat milk
EPbp2o,Coffee creamer
EPbp2o,Almond milk
VZ1rGy,Skim milk
lNlQrN,Half and half
9dJe8G,Flavored coffee creamer
vNxkjX,Whole milk
VZ1rXg,Oat milk
VZ1rXg,Whole milk
VZ1rXg,Half and half
QABGgl,Coffee creamer
ylqLXd,Oat milk
ylqLXd,Whole milk
KMBbM8,Whole milk
9dJVXE,Half and half
zKQl7M,Skim milk
pLParP,Half and half
pLParP,Oat milk
pLParP,Flavored coffee creamer
aBrWpq,Whole milk
8dpOeO,Coffee creamer
5dqRxZ,Almond milk
5dqRxZ,Whole milk
KMBbo8,Whole milk
DVvQKl,Almond milk
dY2rYo,Oat milk
KMBbkK,Oat milk
ylqL9x,Whole milk
g5N2AO,Half and half
g5N2AO,Skim milk
g5N2AO,Oat milk
eBx4zJ,Whole milk
XeBX9e,Almond milk
EPb9El,Whole milk
pLPgv1,Oat milk
24x2lM,Oat milk
24x2lM,Whole milk
OABRKR,Whole milk
lNlxeW,Whole milk
rlr7bo,Oat milk
J2k7jK,Whole milk
bl4P1Z,Half and half
GrBWAZ,Flavored coffee creamer
GrBWAZ,Almond milk
9dJVkQ,Coffee creamer
9dJVkQ,Almond milk
24x02L,Whole milk
24x02L,Skim milk
24x02L,Oat milk
WApxeN,Whole milk
J2k5Vo,Flavored coffee creamer
VZ129g,Oat milk
NABGBl,Oat milk
NABGBl,Almond milk
NABGBl,Soy milk
dY2BOd,Whole milk
xdNO19,Half and half
xdNO19,Coffee creamer
zKQPLq,Whole milk
vNxoVX,Half and half
24xQGe,Whole milk
xdNOWd,Whole milk
GrB8jz,Oat milk
24xM8L,Whole milk
6dQaoJ,Half and half
6dQaoJ,Flavored coffee creamer
PABVZx,Whole milk
PABVZx,Half and half
RzB7Pp,Whole milk
QAB6Mg,Skim milk
QAB6Mg,Oat milk
OABWXK,Half and half
ylqWYp,Oat milk
kYRVEJ,Whole milk
Alb1GN,Whole milk
zKQPpR,Whole milk
zKQPpR,Oat milk
QAB6JY,Half and half
5dqyoM,Whole milk
42NgEk,Whole milk
42NgEk,Skim milk
RzB7Qp,Oat milk
lNlPqW,Almond milk
lNlPqW,Oat milk
42Ne8r,Whole milk
42Ne8r,Oat milk
XeBK0d,Oat milk
ZdRpqV,Oat milk
24xM5V,Soy milk
24xM5V,Oat milk
24xM5V,Almond milk
24xqAj,Half and half
9dJzzE,Half and half
7d9809,Half and half
7d9809,Whole milk
dY258K,Half and half
YZzEjJ,Soy milk
xdNkX5,Half and half
XeBKZP,Half and half
jB9dPx,Skim milk
KMBq7X,Oat milk
DVvl6p,Flavored coffee creamer
DVvrvp,Half and half
DVvrvp,Coffee creamer
DVvrvp,Flavored coffee creamer
bl4B20,Half and half
WApGZk,Whole milk
WApGZk,Flavored coffee creamer
GrBNyk,Oat milk
GrBNyk,Whole milk
vNx7pD,Oat milk
vNx7pD,Whole milk
XeBVZV,Whole milk
rlrx85,Whole milk
rlrx85,Skim milk
rlrx85,Oat milk
eBxdOE,Whole milk
eBxdOE,Half and half
eBxdOE,Flavored coffee creamer
BGbO2e,Whole milk
BGbO2e,Half and half
g5NyOD,Whole milk
ylqKLW,Whole milk
jB9dOY,Whole milk
AlboEW,Whole milk
BGL4dR,Whole milk
BGL4dR,Half and half
jB0DlJ,Coffee creamer
jB0DlJ,Half and half
jB0DlJ,Whole milk
jB0DlJ,Oat milk
jB0DQ4,Soy milk
0Ebr79,Half and half
0Ebr79,Whole milk
XeRlWY,Whole milk
VZ9EVv,Whole milk
VZ9EVv,Half and half
yl0Zep,Whole milk
XeRlQe,Oat milk
WAe90j,Oat milk
dYZqdK,Half and half
dYZqdK,Coffee creamer
Al6PLz,Oat milk
Al6PLz,Flavored coffee creamer
Al6PLz,Whole milk
PA2jNB,Whole milk
lN0DEk,Oat milk
eBNZdq,Soy milk
BGL4r5,Half and half
KMPQ9A,Oat milk
KMPQ9A,Whole milk
1rbP1M,Flavored coffee creamer
1rbP1M,Half and half
6d18jo,Whole milk
24bEBg,Whole milk
yl0PXW,Skim milk
RzZG44,Whole milk
42142r,Oat milk
rl0jGl,Whole milk
xd0Xy5,Whole milk
EPBkPl,Skim milk
EPBkPl,Flavored coffee creamer
EPBkPl,Half and half
EPBkPl,Whole milk
0EbQbN,Oat milk
0EbQbN,Almond milk
Grox5j,Whole milk
Grox5j,Oat milk
8dJ1rA,Whole milk
8dJ1rA,Coffee creamer
8dJ1rA,Flavored coffee creamer
aBjQyy,Whole milk
aBjQyy,Oat milk
aBjQyy,Soy milk
lNlQkv,Whole milk
OAjD6g,Whole milk
dYZWer,Whole milk
dYZWer,Half and half
8dJ175,Half and half
8dJ175,Coffee creamer
8dJ175,Flavored coffee creamer
XeRxKg,Whole milk
XeRxKg,Flavored coffee creamer
421a7B,Oat milk
421a7B,Flavored coffee creamer
421a7B,Coffee creamer
yl0XYW,Whole milk
yl0XYW,Oat milk
yl0Xdg,Whole milk
rl0DJN,Whole milk
zK0EJk,Half and half
8dJNGr,Whole milk
XeR5zg,Oat milk
bl25aZ,Whole milk
xd0Vgo,Whole milk
OAjQg8,Whole milk
PA2RWQ,Whole milk
PA2RWQ,Oat milk
PA2RLd,Oat milk
LdEDeJ,Whole milk
LdEDeJ,Skim milk
g5QbEJ,Whole milk
6d1L8J,Whole milk
6d1L8J,Skim milk
bl2ZB1,Half and half
bl2ZB1,Whole milk
dYZENo,Flavored coffee creamer
7dJqKP,Whole milk
7dJqKP,Skim milk
24bX4p,Soy milk
oA0E9P,Flavored coffee creamer
PA2pOb,Almond milk
PA2pOb,Oat milk
eBNMEE,Whole milk
NA4rNQ,Half and half
YZoPDW,Half and half
dYZEVo,Whole milk
jB0Z4E,Whole milk
9d6BKG,Coffee creamer
vN0rj4,Half and half
RzZxOP,Coffee creamer
dYZELD,Whole milk
DVXKql,Half and half
MArXjX,Oat milk
7dJbL0,Whole milk
RzZd4d,Half and half
RzZd4d,Whole milk
yl0Nx4,Soy milk
VZ9j8J,Whole milk
XeRrBO,Flavored coffee creamer
ZdG8b0,Oat milk
6d1eA5,Flavored coffee creamer
6d1eA5,Almond milk
6d1eA5,Oat milk
24bBlb,Half and half
6d1epo,Whole milk
bl29y1,Half and half
bl29y1,Whole milk
lN0qY6,Oat milk
EPBddA,Oat milk
VZ9QGl,Whole milk
VZ9QGl,Half and half
VZ9QGl,Flavored coffee creamer
VZ9QGl,Almond milk
EPBdQl,Almond milk
1rbd4b,Whole milk
1rbd4b,Coffee creamer
RzZMvJ,Half and half
dYZaZq,Half and half
dYZaZq,Soy milk
8dJa6x,Skim milk
8dJa6x,Oat milk
DVXkPX,Oat milk
DVXkPX,Skim milk
ZdGEWv,Oat milk
6d1jYN,Coffee creamer
WAeEMN,Whole milk
PA21Nx,Whole milk
jB06VJ,Half and half
KMP57A,Whole milk
PA29Rb,Whole milk
zK0M20,Half and half
MAra58,Half and half
MAra58,Whole milk
MAra58,Coffee creamer
MAra58,Flavored coffee creamer
MAra58,Oat milk
MAra58,Almond milk
MAra58,Soy milk
jB0ovx,Whole milk
dYZ08o,Whole milk
J2VlWo,Half and half
dYZ0pA,Oat milk
aBj40Z,Half and half
WAeRaL,Whole milk
XeRoaz,Whole milk
VZ9Pya,Whole milk
24bAoL,Whole milk
5dl90b,Whole milk
5dl90b,Half and half
5dl90b,Coffee creamer
5dl90b,Flavored coffee creamer
OAj7zK,Flavored coffee creamer
OAj7zK,Oat milk
8dJZN5,Whole milk
YZo4r0,Whole milk
6d1Zx5,Whole milk
lN060X,Half and half
vN0Pp0,Oat milk
7dJN5Z,Coffee creamer
J2VOgo,Whole milk
eBNRqx,Half and half
9d67bK,Half and half
421r7Y,Whole milk
421r7Y,Skim milk
YZoajN,Whole milk
EPBWPX,Whole milk
LdEPgv,Whole milk
LdEPgv,Oat milk
BGL7D7,Oat milk
pL0OXB,Whole milk
VZ95pl,Coffee creamer
VZ95pl,Flavored coffee creamer
VZ95pl,Half and half
rl0ABp,Whole milk
PA25pP,Whole milk
PA25pP,Half and half
PA25pP,Oat milk
PA25pP,Almond milk
Al6Lvy,Half and half
Al6Lvy,Coffee creamer
EPBQjN,Whole milk
EPBQjN,Half and half
OAj56R,Whole milk
jB0yy1,Whole milk
jB0yy1,Half and half
jB0yy1,Skim milk
jB0yy1,Coffee creamer
7dJW4R,Oat milk
GrozzO,Whole milk
RzZ0Y4,Whole milk
8dJQar,Whole milk
KMPl5D,Half and half
KMPl5D,Coffee creamer
KMPl5D,Skim milk
DVXNMq,Coffee creamer
DVXNMq,Oat milk
DVXNMq,Almond milk
DVXNop,Whole milk
YZoQK6,Whole milk
ZdGNey,Whole milk
zK0qVk,Half and half
Al6dOW,Whole milk
VZ90e6,Flavored coffee creamer
zK0qR8,Flavored coffee creamer
RzZzMJ,Whole milk
RzZzMJ,Oat milk
bl2lkE,Half and half
bl2lkE,Coffee creamer
bl2lkE,Flavored coffee creamer
bl2lkE,Oat milk
bl2lkE,Almond milk
Gror7k,Whole milk
Gror7k,Coffee creamer
oA0AgP,Oat milk
QAxAqg,Whole milk
RzZ4x4,Whole milk
KMPMg8,Whole milk
vN020Q,Half and half
yl0D7W,Whole milk
yl0D7W,Oat milk
yl0D7W,Almond milk
yl0D7W,Soy milk
pL0VEB,Whole milk
PA2E9V,Half and half
bl2LeE,Skim milk
bl2LeE,Whole milk
rl0L9M,Skim milk
zK0rDa,Whole milk
zK0rDa,Oat milk
zK0rDa,Half and half
RzZYXK,Whole milk
dYZDzr,Soy milk
rl0dJp,Oat milk
zK0rl8,Whole milk
zK0rl8,Oat milk
kY005o,Whole milk
RzZv5d,Skim milk
dYZVYz,Oat milk
pL09rJ,Flavored coffee creamer
yl0p26,Whole milk
xd0LMk,Whole milk
dYZ4Lq,Whole milk
WAeXWR,Almond milk
WAeXWR,Oat milk
pL0X88,Whole milk
Al6Ypk,Whole milk
Al6Ypk,Oat milk
WAe6Bj,Whole milk
WAe6Bj,Oat milk
WAe6Bj,Skim milk
EPBGrX,Whole milk
4210X5,Half and half
4210X5,Coffee creamer
bl2RdL,Whole milk
bl2RdL,Skim milk
bl2RdL,Half and half
bl2RdL,Coffee creamer
bl2RdL,Flavored coffee creamer
bl2RdL,Oat milk
bl2RdL,Almond milk
bl2RdL,Soy milk
EPBVKl,Oat milk
EPBVKl,Flavored coffee creamer
aBjJeX,Coffee creamer
aBjJeX,Oat milk
Al6YG0,Half and half
QAx9Ol,Oat milk
QAx9Ol,Flavored coffee creamer
zK0B5a,Half and half
bl2RPe,Half and half
bl2RPe,Whole milk
5dlaPZ,Whole milk
VZ9WWj,Half and half
pL0prV,Whole milk
pL0prV,Oat milk
8dJbO5,Half and half
BGLWAQ,Whole milk
BGLWAQ,Half and half
MArpbE,Almond milk
yl0574,Whole milk
qbYlJg,Flavored coffee creamer
24b6lD,Flavored coffee creamer
24b6lD,Coffee creamer
6d1Bx5,Whole milk
aBjMgv,Whole milk
LdE2B1,Oat milk
421be5,Coffee creamer
421be5,Oat milk
421be5,Flavored coffee creamer
yl0aKd,Oat milk
OAj2QY,Oat milk
OAj2QY,Half and half
QAxZKY,Skim milk
QAxZoX,Whole milk
QAxZoX,Flavored coffee creamer
QAxZoX,Soy milk
EPBO42,Half and half
EPBO42,Whole milk
EPBO42,Skim milk
EPBO42,Oat milk
4216Gr,Whole milk
OAj2P8,Oat milk
g5Ql6l,Oat milk
MArW1E,Half and half
KMPEj7,Whole milk
kY0oQe,Skim milk
kY0oQe,Whole milk
ZdGM2V,Whole milk
ZdGMlo,Flavored coffee creamer
bl2oOL,Whole milk
xd0APy,Oat milk
EPB2bN,Oat milk
MArWLM,Oat milk
MArWLM,Whole milk
NA4a8G,Flavored coffee creamer
PA27Bb,Whole milk
xd0qov,Oat milk
PA27P0,Skim milk
PA27P0,Whole milk
PA27P0,Oat milk
lN0x46,Whole milk
8dJ9Kr,Oat milk
OAjR0a,Skim milk
kY0LOR,Flavored coffee creamer
kY0LOR,Coffee creamer
KMPXLX,Half and half
KMPXLX,Skim milk
kY0LAr,Skim milk
kY0LAr,Whole milk
kY0LAr,Oat milk
jB0KLJ,Half and half
Al6kbz,Half and half
MAr0VX,Half and half
6d1qWP,Flavored coffee creamer
BGLvAQ,Skim milk
eBNbyq,Oat milk
ZdGxvo,Whole milk
zK0Vo8,Oat milk
GroMYZ,Coffee creamer
jB0KJx,Oat milk
6d1q4e,Soy milk
9d6eg4,Half and half
jB0Kq9,Whole milk
oA0JJb,Almond milk
oA0JJb,Oat milk
EPBpo2,Half and half
J2Vy5K,Oat milk
J2VyvX,Whole milk
7dJQ9R,Whole milk
7dJQ9R,Half and half
7dJQ9R,Oat milk
rl0XKo,Whole milk
WAe4vv,Half and half
GroW6p,Whole milk
YZo2Av,Whole milk
OAjv1R,Whole milk
OAjv1R,Half and half
DVXLgN,Whole milk
5dlRvv,Oat milk
5dlRb6,Oat milk
5dlRb6,Flavored coffee creamer
aBjWWX,Oat milk
RzZp4P,Half and half
RzZp4P,Whole milk
PA2KBx,Skim milk
PA2KBx,Coffee creamer
rl07dX,Oat milk
rl07dX,Whole milk
rl07dX,Skim milk
5dlRpZ,Whole milk
5dlRpZ,Half and half
9d6VR5,Oat milk
9d6VR5,Whole milk
9d6VR5,Half and half
rl07vR,Whole milk
rl07vR,Oat milk
rl07vR,Half and half
LdElkp,Whole milk
LdElkp,Half and half
LdElkp,Oat milk
LdElkp,Almond milk
pL0a6b,Oat milk
DVXQWR,Half and half
LdEljG,Flavored coffee creamer
xd0KbG,Soy milk
rl077p,Whole milk
rl077p,Half and half
rl077p,Coffee creamer
aBjVYE,Half and half
aBjVYE,Soy milk
aBjVYE,Whole milk
yl0L7g,Whole milk
eBNkMk,Whole milk
eBNkMk,Coffee creamer
eBNkMk,Oat milk
eBNkMk,Flavored coffee creamer
bl2bV6,Oat milk
6d1adB,Oat milk
J2V52d,Whole milk
J2V52d,Half and half
J2V52d,Coffee creamer
XeRXyj,Flavored coffee creamer
XeRXyj,Whole milk
421eNB,Half and half
VZ92Pg,Half and half
VZ92Pg,Oat milk
dYZBeq,Whole milk
PA2VP1,Whole milk
7dJ6OZ,Oat milk
421gB5,Oat milk
6d1XeN,Whole milk
NA4epN,Half and half
jB0OZ1,Whole milk
dYZ5bD,Whole milk
dYZ5bD,Half and half
aBj8rq,Oat milk
PA2VKd,Oat milk
VZ9k9a,Skim milk
6d1XRP,Whole milk
6d1XRP,Oat milk
g5QRJ1,Oat milk
g5QRJ1,Flavored coffee creamer
0EbpD0,Oat milk
0EbpkQ,Oat milk
0EbpkQ,Almond milk
yl0W8X,Oat milk
5dly0Z,Skim milk
5dly0Z,Coffee creamer
5dly0Z,Flavored coffee creamer
VZ9kRv,Whole milk
rl0zKv,Whole milk
ZdGpAe,Half and half
24bMBM,Almond milk
24bMKD,Oat milk
5dlyld,Whole milk
5dlyld,Half and half
rl0XqM,Half and half
rl0XqM,Whole milk
0EbpQP,Oat milk
ZdG06a,Whole milk
bl2BVe,Half and half
OAjpDK,Oat milk
KMP7lD,Almond milk
RzZXGp,Whole milk
LdEAbJ,Whole milk
jB0dQ1,Whole milk
jB0dQ1,Oat milk
24bqre,Half and half
jB0d5a,Skim milk
jB0d5a,Half and half
EPBjLB,Half and half
xd0kZv,Skim milk
xd0kly,Oat milk
xd0kly,Coffee creamer
ZdG4ya,Half and half
421W6r,Whole milk
421W6r,Oat milk
XeOlxj,Whole milk
xd9xaJ,Whole milk
WAeGGN,Half and half
9d2GlK,Coffee creamer
9d2GlK,Whole milk
XeRVRg,Whole milk
yleZ08,Flavored coffee creamer
g5WjNP,Oat milk
g5WjNP,Almond milk
Rz8KZK,Coffee creamer
Ld51Vj,Almond milk
QA82OG,Whole milk
vNqj6d,Flavored coffee creamer
kYOaKo,Half and half
kYOaKo,Oat milk
OA81vM,Whole milk
OA81vM,Coffee creamer
OA81RM,Almond milk
OA81RM,Oat milk
OA81RM,Skim milk
OA81RM,Soy milk
OA81MA,Skim milk
PA8jVx,Almond milk
zKWXB8,Oat milk
zKWXB8,Almond milk
MA8K0E,Soy milk
8djo9k,Whole milk
OA8Dag,Oat milk
OA8Dag,Flavored coffee creamer
g5WD9l,Whole milk
42P41o,Coffee creamer
OA8DVY,Whole milk
VZoLb6,Oat milk
g5WDkJ,Almond milk
g5WDkJ,Oat milk
oAlb5N,Whole milk
8dj16r,Half and half
8dj16r,Oat milk
rl2jYo,Half and half
ylePpg,Whole milk
GrYx7e,Whole milk
8dj1jk,Oat milk
8dj1jk,Whole milk
6dr8pN,Whole milk
6dr8pN,Half and half
DV04PZ,Whole milk
9d2qaV,Coffee creamer
9d2qaV,Skim milk
9d2qaV,Half and half
9d2qaV,Whole milk
PA8jy5,Flavored coffee creamer
QA8Kgl,Half and half
24OEMb,Skim milk
vNqjL4,Oat milk
zKWxaE,Half and half
aBZNLW,Half and half
aBZNLW,Coffee creamer
aBZNLW,Flavored coffee creamer
aBZNLW,Oat milk
rl2y5l,Oat milk
rl2DLl,Whole milk
9d2N4K,Whole milk
9d2N4K,Oat milk
AlWPgo,Half and half
AlWPgo,Flavored coffee creamer
aBZOvy,Whole milk
VZopvE,Whole milk
eB9ZWo,Oat milk
eB9ZWo,Almond milk
eB9ZWo,Soy milk
24Ojye,Whole milk
8djNDz,Skim milk
eB95oJ,Whole milk
PA8RQB,Whole milk
blN5jL,Half and half
5dEXJ6,Whole milk
xd9x8J,Coffee creamer
xd9x8J,Flavored coffee creamer
XeO56Y,Whole milk
pL4eYB,Half and half
DV0q8R,Whole milk
DV0q8R,Half and half
aBZ95W,Oat milk
aBZOMB,Half and half
KM8za7,Skim milk
NA8rA0,Half and half
NA8rA0,Coffee creamer
5dEbDb,Whole milk
yleXOB,Oat milk
OA8akK,Whole milk
zKWjd1,Whole milk
Ld59k1,Oat milk
J28qao,Whole milk
5dEbNZ,Oat milk
6drDqP,Whole milk
6drDqP,Almond milk
1rGXe1,Half and half
AlWKzk,Half and half
9d2XD4,Half and half
VZojZl,Almond milk
NA8DVN,Oat milk
NA8DVN,Almond milk
zKWNKE,Almond milk
XeOrQg,Whole milk
5dE4eE,Oat milk
5dE4eE,Half and half
5dE4eE,Whole milk
Rz8dZK,Whole milk
kYOb9r,Whole milk
VZoGJ6,Oat milk
42PQRd,Oat milk
42PQRd,Almond milk
qbja4Y,Oat milk
Rz8KWd,Oat milk
Rz8KWd,Coffee creamer
WAl9ee,Skim milk
PA8Dq0,Oat milk
YZVR8v,Whole milk
YZVR8v,Oat milk
vNqer0,Whole milk
PA815b,Coffee creamer
NA8lDl,Whole milk
XeOJMV,Flavored coffee creamer
1rGdKM,Half and half
7d4L12,Oat milk
7d4L12,Half and half
oAle1P,Oat milk
DV0kER,Flavored coffee creamer
AlW2vk,Whole milk
oAleL1,Half and half
EP8d7o,Whole milk
xd9Dxk,Whole milk
BG8pae,Half and half
pL4y8E,Whole milk
24OABe,Oat milk
24OABe,Whole milk
rl2Bzo,Whole milk
rl2Bzo,Half and half
pL4or1,Whole milk
dYQ0DA,Half and half
1rG4xb,Half and half
8djLyl,Skim milk
oAlRqe,Oat milk
oAlRqe,Almond milk
6drK0J,Whole milk
6drK0J,Oat milk
lNVO4V,Skim milk
AlWp9o,Whole milk
8djL45,Whole milk
8djL45,Half and half
8djL45,Oat milk
8djL45,Almond milk
8djL45,Soy milk
8djL45,Flavored coffee creamer
rl2oD5,Coffee creamer
XeO40z,Whole milk
oAl26X,Whole milk
oAl26X,Oat milk
GrYRLk,Half and half
MA8EAk,Coffee creamer
24OKL9,Almond milk
24OKL9,Oat milk
24OKL9,Soy milk
24OKL9,Flavored coffee creamer
24OKL9,Whole milk
24OKL9,Half and half
VZozlM,Oat milk
vNqPqv,Half and half
BG8xbQ,Whole milk
AlWB5N,Skim milk
Rz8D9K,Half and half
g5WGdN,Whole milk
g5WGdN,Almond milk
g5WGdN,Oat milk
g5WGdN,Soy milk
ZdPadA,Whole milk
ZdPadA,Oat milk
1rGV6p,Whole milk
1rGV6p,Half and half
BG87r1,Whole milk
PA8OJ0,Whole milk
PA8OJ0,Oat milk
QA8V6X,Half and half
vNqyev,Oat milk
vNqyev,Whole milk
42PxP5,Whole milk
42PxP5,Skim milk
oAlMgx,Whole milk
6dr2Be,Whole milk
6dr2Be,Half and half
EP8WgN,Whole milk
Ld5WAz,Whole milk
jBGQK9,Oat milk
7d4Ng6,Half and half
NA86q0,Whole milk
Rz80oj,Flavored coffee creamer
Rz80oj,Coffee creamer
rl2AgR,Whole milk
NA86AB,Whole milk
NA86AB,Half and half
DV0Nvb,Whole milk
DV0Nvb,Oat milk
24OerL,Whole milk
24OerL,Skim milk
24OeoM,Whole milk
yle6oW,Soy milk
0Eox59,Whole milk
0Eox59,Flavored coffee creamer
Rz80kv,Soy milk
Rz80kv,Oat milk
Rz80kv,Whole milk
7d4WYR,Oat milk
7d4WYR,Soy milk
oAlyxN,Half and half
OA8zZg,Whole milk
OA8zZg,Half and half
1rGlOb,Whole milk
OA8zpp,Skim milk
OA8zpp,Oat milk
aBZBNE,Oat milk
aBZBNE,Almond milk
jBGB6Y,Whole milk
