submission_id,dairy
VZ1Oyy,NULL
XeBPdg,NULL
rlrMRN,NULL
6dQEGk,Whole milk
EPb7YB,NULL
7d9rEa,NULL
ylq5Rx,NULL
MAdpgk,NULL
g5N6vJ,NULL
0EjRlB,Skim milk
9dJjPQ,NULL
AlbeND,Whole milk
AlbeND,Skim milk
OABMkM,NULL
zKQ5dk,NULL
7d9rgR,NULL
vNx5pl,NULL
EPb7e4,NULL
DVv6PZ,NULL
MAdpPk,Half and half
MAdpPk,Whole milk
ylq5rg,Whole milk
24xG7M,Coffee creamer
bl4Qz6,NULL
6dQE9Y,NULL
eBxWvQ,Whole milk
ZdRrXo,NULL
24xGy9,Whole milk
xdN57r,Half and half
lNlkXk,NULL
9dJjyV,Whole milk
RzBy19,NULL
J2kvgK,NULL
J2kvbo,NULL
DVv6ZE,Oat milk
aBrq1B,NULL
XeBPvY,Oat milk
ZdRrAo,NULL
NAB1O0,NULL
J2kvBr,NULL
ylq5px,Flavored coffee creamer
KMBKRg,NULL
OABMyg,NULL
oAVLax,NULL
VZ1OXg,Half and half
WApVdv,NULL
aBrqXB,Flavored coffee creamer
EPb7rr,Oat milk
NAB1gO,NULL
XeBPkY,Whole milk
vNx5Wg,NULL
LdMLOy,NULL
aBrqa2,Whole milk
aBrqa2,Half and half
WApVXN,Whole milk
OABMeg,NULL
NAB1xl,Whole milk
dY2ekV,Skim milk
LdMLBv,Flavored coffee creamer
Albe0e,Whole milk
Albe0e,Skim milk
Albe0e,Half and half
eBxW8e,Half and half
8dp4V5,NULL
1r2ozp,NULL
DVv6al,Soy milk
QABl4Y,Whole milk
DVv6EZ,Skim milk
J2kvxR,NULL
eBxWGe,Whole milk
KMBKA8,NULL
DVv6Wl,NULL
QABlyG,NULL
pLPp58,NULL
VZ1Oqj,NULL
XeBPNP,Whole milk
jB9Aq4,NULL
qbE1M9,Coffee creamer
5dqPON,NULL
rlrMW2,NULL
dY2ezr,Oat milk
dY2ezr,Coffee creamer
dY2ezr,Half and half
oAVLgb,NULL
GrBAaZ,NULL
7d9rOZ,NULL
kYRB1e,Coffee creamer
kYRB1e,Oat milk
24xGzj,Flavored coffee creamer
24xGzj,Coffee creamer
XeBPQP,Half and half
XeBPQP,Coffee creamer
XeBPQP,Flavored coffee creamer
9dJj4E,NULL
MAdpqA,NULL
AlbeOz,NULL
NAB1Qj,NULL
GrBA5O,NULL
24xGYj,NULL
kYRBXR,NULL
WApV6N,NULL
dY2eXo,NULL
QABlp7,NULL
ylq5GX,NULL
EPb7Al,NULL
42NVEA,Coffee creamer
aBrqgb,Flavored coffee creamer
42NVYX,NULL
oAVL1x,NULL
KMBKZV,NULL
1r2oyl,NULL
42NVEr,NULL
g5N614,Whole milk
g5N614,Flavored coffee creamer
0EjRyj,NULL
6dQEzJ,NULL
jB9Ara,NULL
dY2e4K,Whole milk
dY2e4K,Oat milk
dY2e4K,Coffee creamer
dY2e4K,Flavored coffee creamer
zKQ5vM,NULL
YZzlgW,NULL
pLPpZ1,Whole milk
J2kvro,NULL
xdN5B5,Whole milk
rlrMp2,NULL
QABlWG,NULL
vNx5d4,NULL
jB9AzQ,Half and half
jB9AzQ,Flavored coffee creamer
jB9AzQ,Whole milk
MAdp2M,NULL
7d9rYZ,NULL
g5N6XO,NULL
PABJr1,Whole milk
PABJr1,Half and half
RzByg4,Whole milk
RzByg4,Oat milk
MAdpGl,Whole milk
g5N6rD,Almond milk
g5N6rD,Whole milk
g5N6rD,Half and half
RzByaj,Whole milk
PABJLV,NULL
GrBA4k,NULL
zKQ5o0,NULL
dY2eyA,NULL
GrBAOp,NULL
qbE1QY,NULL
9dJj0p,NULL
EPb77N,Oat milk
YZzlbB,NULL
Albeek,Oat milk
WApV7a,NULL
kYRBPM,NULL
GrBAAo,NULL
rlrMMl,NULL
VZ1Oag,NULL
5dqPa6,NULL
J2kvj4,NULL
XeBPAj,NULL
24xGdL,NULL
qbE117,NULL
42NVVk,NULL
5dqPYo,NULL
J2kv4d,Skim milk
EPb7VX,NULL
LdMLxj,Whole milk
1r2o0Q,Whole milk
1r2o0Q,Oat milk
1r2o0Q,Almond milk
bl4QJo,NULL
42NV6b,Oat milk
aBrqJv,NULL
OABMM7,NULL
42NVMb,Whole milk
WApVaj,NULL
RzByQ9,Oat milk
RzByQ9,Almond milk
RzByQ9,Soy milk
OABMM8,NULL
42NVlk,Whole milk
42NVlk,Oat milk
XeBP6j,Oat milk
WApVLJ,Whole milk
WApVLJ,Coffee creamer
eBxWWO,NULL
PABJqb,NULL
6dQEBB,NULL
GrBAEp,NULL
xdN5qo,Coffee creamer
g5N6VO,NULL
eBxWXO,NULL
KMBKj7,NULL
5dqP06,Whole milk
5dqP06,Oat milk
zKQ58a,Whole milk
EPb7RN,NULL
DVv685,Oat milk
RzByed,NULL
oAVLjV,NULL
dY2ery,Whole milk
pLPp2b,Whole milk
QABlN8,NULL
GrBAZj,Oat milk
YZzl75,NULL
ylq58B,Whole milk
ylq5AB,Oat milk
AlbeR0,Oat milk
dY2eoo,NULL
YZzlAd,NULL
NAB1NB,NULL
aBrqR9,Oat milk
aBrqR9,Almond milk
LdMLr1,NULL
zKQ5k1,NULL
42NVbO,Whole milk
oAVLJ1,Whole milk
jB9AN6,NULL
qbE1l7,NULL
42NV0X,NULL
7d9rrA,Whole milk
5dqPNM,Whole milk
5dqPNM,Oat milk
5dqPNM,Half and half
ZdRrbz,Half and half
vNx5RA,NULL
0EjRqN,NULL
vNx59Q,Oat milk
EPb72o,Oat milk
dY2eJq,NULL
g5N6od,NULL
PABJxb,Whole milk
PABJxb,Coffee creamer
PABJxb,Flavored coffee creamer
PABJxb,Almond milk
6dQEEB,NULL
6dQE6P,Flavored coffee creamer
pLPpYq,NULL
RzByyJ,Skim milk
XeBP7g,NULL
rlrM8l,Whole milk
RzByqd,NULL
9dJjKY,Whole milk
RzByNl,Oat milk
VZ1O7J,Whole milk
vNx5kd,Oat milk
8dp4DO,NULL
7d9rkA,NULL
GrBAAp,Coffee creamer
rlrMQN,NULL
GrBAW2,Whole milk
6dQEqe,NULL
RzBypp,NULL
zKQ5AR,NULL
eBxWg0,NULL
jB9AAx,NULL
oAVLLV,Whole milk
YZzl6d,NULL
g5N6EN,Whole milk
xdN5AG,Whole milk
xdN5AG,Flavored coffee creamer
xdN5AG,Oat milk
lNlkp5,NULL
ZdRrBy,Whole milk
YZzl2q,NULL
rlrM75,NULL
zKQ5Ba,Half and half
0EjRX0,Whole milk
0EjRX0,Oat milk
0EjRX0,Half and half
VZ1OgE,NULL
9dJjjY,Whole milk
9dJjjY,Half and half
J2kvE4,NULL
rlrM4M,NULL
1r2oLM,NULL
8dp4Bx,Oat milk
jB9A4a,NULL
42NVVO,NULL
bl4QRg,NULL
pLPpqq,NULL
AlbeXk,NULL
42NV6O,NULL
GrBAM2,NULL
LdML4j,Whole milk
LdML4j,Oat milk
42NVeB,NULL
QABllp,NULL
RzByNJ,NULL
oAVLP1,NULL
kYRBj1,NULL
EPb79q,NULL
aBrqMq,Whole milk
GrBAVZ,NULL
5dqP7d,NULL
kYRBL6,NULL
DVv6oR,NULL
GrBAGj,NULL
24xG9L,NULL
lNlkGW,Whole milk
lNlkGW,Skim milk
vNx58v,NULL
g5N6BN,NULL
OABMRK,NULL
eBxWVq,NULL
g5N621,NULL
5dqPJM,Half and half
7d9ryL,Oat milk
7d9ryL,Whole milk
aBrq7E,NULL
XeBPa4,NULL
kYRBqJ,Whole milk
kYRBqJ,Oat milk
24xGGL,NULL
aBrqqq,NULL
VZ1O6v,NULL
jB9AjR,Whole milk
AlbeM0,Whole milk
AlbeM0,Half and half
AlbeM0,Coffee creamer
AlbeM0,Oat milk
NAB1ZQ,Whole milk
xdN5GG,NULL
oAVLJX,Almond milk
oAVLJX,Oat milk
oAVLJX,Whole milk
oAVLJX,Flavored coffee creamer
lNlkx5,NULL
ZdRrqa,Skim milk
OABM28,NULL
xdN5by,Flavored coffee creamer
xdN5by,Almond milk
ylq5Lp,NULL
0EjR96,NULL
dY2eMA,NULL
jB9A4x,NULL
42NV5B,Half and half
oAVLZP,NULL
EPb77X,Whole milk
pLPpQV,Whole milk
OABMq7,Whole milk
PABJJ5,NULL
1r2oQQ,NULL
6dQEoO,NULL
24xG6V,Whole milk
lNlkkB,Whole milk
lNlkkB,Almond milk
oAVL8e,NULL
rlrMz5,NULL
42NV0k,NULL
MAdpZp,Skim milk
eBxW4E,Whole milk
eBxW4E,Oat milk
rlrM4v,NULL
OABMx7,Whole milk
OABMZR,Half and half
GrBAPo,Flavored coffee creamer
PABJxQ,NULL
jB9AKR,NULL
QABl98,Soy milk
xdN55y,Skim milk
lNlk8B,NULL
NAB1kW,NULL
PABJQ5,NULL
dY2eOz,Flavored coffee creamer
LdML8G,NULL
ylq5O0,Almond milk
9dJjAp,NULL
NAB1GW,Oat milk
NAB1GW,Whole milk
GrBAGo,Whole milk
7d9rG9,NULL
24xGWV,Half and half
5dqPRP,Half and half
KMBK9M,NULL
kYRB26,NULL
ZdRrry,Whole milk
g5N6ld,Whole milk
g5N6ld,Skim milk
DVv6Qj,NULL
aBrqW9,Whole milk
aBrqW9,Half and half
MAdpxX,NULL
rlrM9l,NULL
7d9r0P,NULL
BGbWRN,Oat milk
BGbWNA,NULL
xdN5Wo,NULL
9dJjb1,Whole milk
bl4Q1g,NULL
9dJjeG,NULL
J2kvPd,Whole milk
EPb7oX,NULL
RzByAl,NULL
PABJKd,Skim milk
42NVZb,Whole milk
QABlZg,Whole milk
kYRBBM,Half and half
qbE1r2,Oat milk
vNx55Q,NULL
YZzll5,NULL
QABlQp,Whole milk
QABlQp,Almond milk
QABlQp,Oat milk
jB9ARE,NULL
EPb7Ro,Skim milk
9dJjz4,NULL
qbElL5,NULL
RzBy7P,NULL
pLPpjE,Coffee creamer
jB9AO6,NULL
BGbWMA,Whole milk
dY2yqN,NULL
ylqaNd,Oat milk
zKQ5P8,NULL
24xGqb,NULL
MAdpog,NULL
YZzAPv,NULL
NAB1Kb,NULL
qbE1xk,Half and half
PABqjP,NULL
rlrMx5,Whole milk
oAVj6M,NULL
rlrZ5X,NULL
OABN4a,NULL
aBrMNW,NULL
ZdRrpv,Flavored coffee creamer
VZ16zj,Whole milk
0EjWQP,Half and half
24x6Eg,NULL
zKQ6jg,NULL
24x6XM,NULL
5dqAXv,NULL
bl4Jq7,Oat milk
bl4Jq7,Almond milk
OABMpA,NULL
qbElGO,Oat milk
WAp79L,Whole milk
PABq11,NULL
eBxWdo,NULL
QABlgk,Skim milk
NABZrp,Half and half
8dp4vo,NULL
oAVL4M,Oat milk
8dplLl,Oat milk
8dplLl,Almond milk
8dplLl,Soy milk
MAdxD8,Whole milk
VZ16pN,NULL
jB9VDY,Half and half
bl4J97,Whole milk
zKQ6xZ,Half and half
zKQ6xZ,Oat milk
6dQEb5,Flavored coffee creamer
0EjWrQ,NULL
ZdRBOV,NULL
MAdxeE,Skim milk
VZ16p6,NULL
lNlEBX,NULL
dY2eLN,Coffee creamer
rlrZOo,Coffee creamer
Albe1W,NULL
1r2o1L,Whole milk
VZ16G6,Whole milk
zKQ6YM,NULL
BGbRde,Whole milk
rlrMNL,NULL
LdMLA2,Whole milk
42NbKA,NULL
lNlEbV,Half and half
lNlEbV,Whole milk
pLP2rP,Half and half
DVv6rp,NULL
lNlko6,NULL
eBxW1o,NULL
VZ16El,Whole milk
BGbWPY,Whole milk
AlbX7o,Half and half
oAVLrM,NULL
1r2aW4,NULL
RzB9Kv,NULL
5dqAzE,Half and half
5dqAzE,Oat milk
1r2oqO,NULL
42NbKr,Flavored coffee creamer
24x6PD,NULL
OABNlM,NULL
8dp47Y,Oat milk
RzB9WQ,NULL
jB9VZ1,Whole milk
oAVj2b,NULL
jB9VlQ,NULL
GrBA2z,NULL
9dJKQ5,NULL
aBrMdX,NULL
EPbOWB,Whole milk
OABNQk,NULL
dY2yEV,Whole milk
vNx9Yl,NULL
dY2yWD,Whole milk
bl4J50,NULL
WAp7OL,NULL
zKQ6yk,NULL
DVvGKE,Almond milk
MAdxRk,NULL
YZzlN6,Almond milk
YZzlN6,Flavored coffee creamer
YZzlN6,Oat milk
zKQ6Ng,Skim milk
pLP2ey,NULL
KMBjeD,NULL
KMBjzD,Whole milk
5dqAKb,NULL
vNx9eg,Oat milk
vNx9eg,Almond milk
vNx9eg,Coffee creamer
aBrM4Z,NULL
EPb74L,NULL
kYRPbd,NULL
PABq91,NULL
RzB9oK,Oat milk
jB9Vb1,Coffee creamer
qbE12k,NULL
J2k4dX,Skim milk
J2k4dX,Almond milk
J2k4dX,Soy milk
zKQ6DM,NULL
7d9kl6,NULL
8dplQz,NULL
QABQeY,Oat milk
QABQeY,Soy milk
6dQB8o,Half and half
MAdxEk,NULL
6dQB7J,Whole milk
6dQB7J,Half and half
9dJK9E,NULL
XeBb0L,NULL
AlbX2y,Whole milk
QABQ5G,NULL
GrBPdk,NULL
kYRPEo,Whole milk
VZ165y,Whole milk
7d9kWR,NULL
xdNWMd,NULL
24x6jM,Whole milk
DVvGkl,NULL
7d9kx0,NULL
aBrMYb,NULL
XeBboP,NULL
oAVj9N,Whole milk
lNlEeo,Flavored coffee creamer
LdM2zJ,NULL
YZzARv,Half and half
bl4Je6,Soy milk
lNlEOo,NULL
rlrZDX,Whole milk
g5NoGD,NULL
vNx9Dg,Half and half
dY2yar,NULL
PABqj0,Oat milk
PABqj0,Soy milk
PABqj0,Skim milk
42Nb7r,Whole milk
VZ16zM,NULL
8dplzr,NULL
g5N6RK,Whole milk
g5N6RK,Half and half
EPbO52,Whole milk
g5NoqP,Oat milk
KMBj1X,Whole milk
jB9VQJ,NULL
24xGMA,Soy milk
6dQBLN,NULL
xdNWav,NULL
ylqaYX,NULL
KMBjVX,Oat milk
KMBjVX,Whole milk
8dplKP,Oat milk
oAVjb5,Whole milk
rlrZao,Almond milk
EPbOQr,NULL
OABN1k,Oat milk
OABN1k,Almond milk
WAp75v,NULL
QABQVX,Whole milk
OABMOp,NULL
VZ1ORl,Whole milk
oAVj65,Oat milk
oAVj65,Whole milk
YZzlE0,NULL
aBrMQW,NULL
rlrZA2,NULL
ylqa28,Half and half
OABNQM,NULL
6dQBjA,NULL
BGbRxR,Skim milk
xdNWDd,NULL
pLPplE,NULL
eBxXZJ,Half and half
BGbR7R,Oat milk
EPbOxB,NULL
qbElA9,NULL
0EjW6B,NULL
xdNWx9,Almond milk
PABJad,Half and half
BGbRpe,NULL
WAp7Ee,Half and half
DVvGdN,Whole milk
EPbOqA,NULL
42NbXo,NULL
qbElDO,Half and half
qbElDO,Oat milk
kYRBDj,NULL
lNlkJp,Half and half
24x68b,Skim milk
VZ16j6,Whole milk
1r2aA4,Half and half
xdNWa5,NULL
8dplNk,NULL
BGbRXK,Whole milk
J2k4AK,NULL
NABZWj,NULL
1r2a91,NULL
42NbB5,Skim milk
42NbB5,Whole milk
aBrM5Z,Almond milk
0EjRN0,Oat milk
oAVjDN,Whole milk
pLP2dP,NULL
VZ16Qj,NULL
PABJa0,NULL
g5N6yK,Whole milk
g5N6yK,Half and half
NABZl0,NULL
AlbXve,NULL
GrBP6O,Half and half
GrBP6O,Whole milk
NABZoO,Whole milk
NABZoO,Half and half
KMBj5g,NULL
lNlErN,Whole milk
lNlErN,Oat milk
42NbxA,NULL
OABN7a,Almond milk
DVvGBE,Whole milk
LdMLRO,Soy milk
LdMLRO,Almond milk
LdMLRO,Whole milk
LdMLRO,Skim milk
6dQBeN,Whole milk
5dqPWP,Whole milk
ZdRBEV,NULL
8dploo,Whole milk
0EjW7A,Oat milk
0EjWOB,Whole milk
0EjWOB,Flavored coffee creamer
xdNWJd,Flavored coffee creamer
xdNWJd,Whole milk
dY2yNV,NULL
0EjR2Q,NULL
qbEla5,Whole milk
YZzAaW,Whole milk
YZzAaW,Half and half
YZzAaW,Oat milk
AlbXlz,NULL
OABNAg,NULL
NABZVl,Soy milk
0EjWj6,NULL
24x649,Coffee creamer
dY2yYK,NULL
0EjWLN,Whole milk
DVvGNZ,Whole milk
MAdx5M,NULL
zKQ6eR,NULL
NABZ0l,Whole milk
vNx920,Oat milk
vNx920,Almond milk
vNx920,Soy milk
RzB9zj,NULL
EPbOJX,NULL
oAVjvM,NULL
9dJK1Q,Whole milk
EPbOPr,NULL
J2k42R,Whole milk
ylqaq4,NULL
8dplpx,NULL
rlrZLl,NULL
eBxX20,Half and half
DVvGDq,NULL
42NboO,Whole milk
dY2yPo,NULL
GrBPJo,Oat milk
GrBPJo,Flavored coffee creamer
zKQ6W1,NULL
EPbOJN,NULL
eBxXL0,Flavored coffee creamer
EPbO04,NULL
PABql5,Whole milk
1r2aEp,NULL
1r2avQ,Whole milk
aBrMrq,NULL
5dqAEM,NULL
rlrZdl,Whole milk
rlrZdl,Oat milk
rlrZdl,Half and half
aBrMGB,Half and half
kYRP51,NULL
PABqX5,NULL
ylqaop,Half and half
5dqAeP,NULL
aBrMK9,Half and half
aBrMEv,NULL
MAdxOM,Oat milk
PABqbd,Soy milk
PABqbd,Almond milk
PABqbd,Oat milk
ZdRBP0,NULL
g5NoJ1,NULL
VZ16bE,NULL
VZ168g,Whole milk
VZ168g,Half and half
xdNWPy,NULL
oAVjyx,NULL
ZdRBYz,Whole milk
6dQBOB,Skim milk
QABQr7,NULL
aBrM0v,NULL
bl4J62,NULL
ZdRBRy,NULL
DVvGJq,NULL
42Nb1b,NULL
qbElY2,Oat milk
ZdRBZa,Whole milk
OABNzg,Oat milk
xdNW0o,NULL
xdNWPo,Flavored coffee creamer
kYRPZR,Whole milk
kYRPZR,Oat milk
kYRPZR,Half and half
J2k4D4,NULL
9dJKo1,NULL
kYRPpd,NULL
BGbRD5,NULL
rlrZlR,NULL
AlbXqk,Whole milk
AlbXqk,Half and half
rlrZKN,NULL
MAdxAA,NULL
AlbXWB,Whole milk
AlbXWB,Coffee creamer
MAdxYp,NULL
oAVjKX,NULL
rlrZ2M,NULL
YZzAx6,Whole milk
bl4JY2,Oat milk
OABNdp,Oat milk
oAVjBP,NULL
WAp70N,Whole milk
LdM20v,Oat milk
LdM20v,Flavored coffee creamer
LdM20v,Coffee creamer
LdM20v,Whole milk
lNlE46,NULL
DVvGbX,NULL
lNlE0W,NULL
KMBj08,Coffee creamer
KMBj08,Whole milk
jB9VJ6,Half and half
YZzAVq,Oat milk
YZzAVq,Whole milk
jB9Vz9,Whole milk
0EjWPy,NULL
42NbpB,Skim milk
42NbGd,NULL
1r2aNO,Oat milk
PABq2b,NULL
NABZBQ,NULL
NABZLB,NULL
lNlENv,NULL
WAp7Pj,Oat milk
WAp7Pj,Soy milk
WAp7Pj,Whole milk
rlrZqL,Half and half
kYRPxZ,Half and half
kYRPxZ,Almond milk
24x6JL,Half and half
AlbX9N,Whole milk
VZ16Zy,NULL
9dJK44,NULL
YZzAzd,Whole milk
RzB9gQ,NULL
XeBbB4,Whole milk
24x67A,Whole milk
zKQ6G8,Whole milk
qbElE7,Whole milk
PABqGd,Almond milk
qbElN8,Oat milk
qbElN8,Almond milk
qbElN8,Whole milk
qbElN8,Skim milk
9dJKWV,NULL
rlrZgp,Half and half
ylqa04,NULL
0EjWZ0,NULL
lNlEyv,Whole milk
lNlEyv,Coffee creamer
g5Nok1,Oat milk
g5Nok1,Whole milk
g5Nok1,Flavored coffee creamer
1r2a6L,NULL
g5NoNd,NULL
LdM2qy,NULL
DVvGYX,Whole milk
DVvGYX,Oat milk
zKQ6OZ,NULL
bl4JE6,Whole milk
xdNWLd,NULL
zKQ6gZ,Oat milk
QABQkk,Oat milk
QABQkk,Coffee creamer
OABNL7,NULL
24x6ge,NULL
NABZyp,NULL
jB9Vk6,NULL
VZ16y6,NULL
pLP24V,Skim milk
pLP24V,Half and half
pLP24V,Oat milk
6dQBM5,NULL
24x6lA,Half and half
rlrZQo,NULL
42NbNO,Half and half
42NbNO,Whole milk
jB9VY1,NULL
RzB9kP,NULL
24x67b,Whole milk
YZzAZJ,NULL
zKQ6Za,NULL
g5NogM,Oat milk
g5NogM,Half and half
g5NogM,Whole milk
VZ16MJ,NULL
pLP2Pb,NULL
LdM2NJ,Oat milk
bl4JOL,NULL
bl4Jy7,Whole milk
NABZv0,NULL
42NbLk,Oat milk
42NbLk,Skim milk
9dJKvp,Whole milk
6dQB4o,Whole milk
kYRPO6,Whole milk
ZdRBy5,NULL
oAVj01,NULL
AlbX8D,Soy milk
VZ16Mv,NULL
pLP261,NULL
vNx9Vg,NULL
vNx9K8,Oat milk
qbElBG,Oat milk
7d9kj6,NULL
KMBjkK,NULL
vNx9z8,Whole milk
zKQ6Ja,Coffee creamer
zKQ6Ja,Whole milk
AlbXOy,NULL
PABqr0,Oat milk
PABqr0,Almond milk
dY2yXr,Soy milk
jB9VrQ,Oat milk
GrBPq2,Oat milk
GrBPq2,Flavored coffee creamer
7d9k52,Whole milk
0EjW5A,Flavored coffee creamer
0EjW5A,Half and half
0EjW5A,Coffee creamer
KMBjGK,Skim milk
KMBjGK,Oat milk
vNx9gX,Oat milk
bl4J4o,NULL
24x6Rb,Flavored coffee creamer
dY2ygD,NULL
ylqar8,Half and half
DVvG9l,Almond milk
DVvG9l,Oat milk
RzB92v,Oat milk
jB9V7x,Flavored coffee creamer
EPbO6L,NULL
jB9VB4,NULL
xdNWv9,NULL
5dqApP,Oat milk
5dqApP,Whole milk
LdM2k2,NULL
vNx9Lv,Oat milk
zKQ64k,Oat milk
5dqAko,Half and half
pLP2zE,NULL
NABZQp,NULL
lNlE5V,NULL
VZ16Nl,NULL
0EjWyA,Whole milk
EPbOel,Half and half
OABNKa,Oat milk
8dplAA,NULL
oAVjpN,NULL
1r2agg,Flavored coffee creamer
EPbOgA,NULL
lNlEZX,NULL
5dqAgN,NULL
RzB9z9,Whole milk
5dqADQ,NULL
24x6ze,NULL
jB9V21,NULL
0EjWGP,Oat milk
aBrMxB,Whole milk
KMBjAg,NULL
AlbXGl,Half and half
9dJKR1,NULL
LdM2E1,NULL
6dQBzA,Whole milk
dY2yKz,NULL
MAdxdX,Flavored coffee creamer
6dQByN,NULL
dY2y1V,Oat milk
42NbAb,NULL
rlrZlN,Coffee creamer
rlrZlN,Flavored coffee creamer
rlrZlN,Almond milk
VZ16xN,Whole milk
OABNdK,NULL
VZ16oa,NULL
zKQ6zR,Whole milk
NABZJQ,NULL
lNlE8N,NULL
PABqqe,NULL
ylqa8X,NULL
KMBj2X,NULL
KMBjbA,NULL
kYRP2R,NULL
jB9VRa,Whole milk
aBrMLB,Skim milk
YZzAAJ,Half and half
VZ16Ra,NULL
DVvGGZ,NULL
GrBPVL,NULL
9dJK05,Whole milk
24x6G9,Almond milk
rlrZQ2,Coffee creamer
rlrZQ2,Flavored coffee creamer
YZzA1B,NULL
xdNW7d,Whole milk
xdNW7d,Half and half
ylqaBg,NULL
jB9V84,NULL
vNx95D,Oat milk
LdM22p,Whole milk
NABZ2j,Oat milk
RzB9yj,Whole milk
qbElqg,NULL
GrBPPk,Whole milk
GrBPPk,Half and half
DVvGQq,NULL
EPbOpX,NULL
6dQBgk,NULL
VZ16Wy,Oat milk
GrBP8o,NULL
MAdxWM,Half and half
J2k4Po,NULL
GrBP2o,NULL
1r2a1W,NULL
AlbXXz,NULL
lNlExk,NULL
EPbRko,NULL
g5NoBl,NULL
LdM2A1,Flavored coffee creamer
24x6QL,NULL
bl4pZ2,Almond milk
oAVj4V,Whole milk
QABQ6p,NULL
XeBbbY,Half and half
XeBbbY,Whole milk
XeBbbY,Oat milk
KMBjKV,Whole milk
24x62j,NULL
oAVjrV,Half and half
aBrMWv,NULL
9dJK8Q,NULL
rlrZZR,Whole milk
pLP2pB,NULL
24x6qV,Whole milk
24x6qV,Oat milk
24x6qV,Almond milk
24x6qV,Soy milk
24x6qV,Skim milk
EPbRKq,NULL
KMBEYM,NULL
qbElrG,Half and half
1r2aol,Almond milk
RzB9XJ,NULL
rlrZ8R,NULL
5dq7BM,Oat milk
5dq7KM,NULL
oAVP61,Half and half
1r2ajQ,NULL
5dq7bP,NULL
DVv8kp,NULL
BGbRPN,Oat milk
BGbRPN,Soy milk
YZzABW,Whole milk
zKQ6pq,NULL
zKQ9E8,NULL
vNxZPX,Oat milk
EPbRzo,Whole milk
9dJkGG,Whole milk
dY2yyK,Oat milk
42N6r5,NULL
eBxXOl,Oat milk
eBxXOl,Almond milk
eBxXOl,Skim milk
eBxXOl,Whole milk
7d9krR,Almond milk
PABxD0,Coffee creamer
24x6qp,NULL
ZdR7OA,Whole milk
pLPEBP,NULL
YZzA85,NULL
AlbgPB,NULL
GrBPEL,Oat milk
GrBPEL,Almond milk
OABNO7,NULL
dY2M0N,Whole milk
oAVP25,NULL
VZ1eGE,Oat milk
jB9RlY,NULL
6dQBXB,Whole milk
6dQBXB,Oat milk
rlrZzv,Skim milk
J2kPqY,NULL
EPbOGB,Whole milk
EPbOGB,Oat milk
eBxJ5E,Skim milk
eBxJ5E,Almond milk
eBxJ5E,Whole milk
ylqQJ6,NULL
QABZ2g,Whole milk
EPbRPl,Skim milk
EPbRPl,Whole milk
EPbRPl,Half and half
bl4JPg,Whole milk
vNxZGA,NULL
YZz6ZN,Flavored coffee creamer
0Ej9d0,NULL
AlbgBo,Almond milk
0Ej9BQ,Whole milk
1r2eXO,Whole milk
VZ16WM,NULL
vNx9oQ,NULL
GrBGvj,Whole milk
g5Nl9M,NULL
qbEl89,Half and half
9dJkdE,Oat milk
VZ162v,NULL
bl4pVe,Half and half
lNlG7v,NULL
aBrM8q,NULL
RzBNoP,NULL
EPbRQ2,NULL
ZdR7dV,Whole milk
8dpBdl,NULL
xdNqrJ,NULL
GrBGlQ,NULL
ZdRB40,NULL
7d9AW2,NULL
PABqMQ,NULL
jB9RGa,Whole milk
jB9RGa,Oat milk
jB9RGa,Flavored coffee creamer
0Ej9V0,Oat milk
g5Nl5P,NULL
Albgdl,Oat milk
Albgdl,Almond milk
42N6Ak,NULL
zKQ9ME,Half and half
DVv85N,NULL
VZ1e8M,Half and half
aBrLEb,NULL
24x6Wj,Whole milk
pLPEL1,NULL
qbErYG,NULL
6dQlWP,NULL
OAB2Aa,Coffee creamer
OAB2b7,NULL
vNxZMd,NULL
eBxXVe,NULL
DVvG6Z,Oat milk
DVvG6Z,Soy milk
QABQqX,Whole milk
QABQqX,Half and half
QABQqX,Coffee creamer
ZdR7Dy,Oat milk
GrBGXp,Whole milk
GrBGXp,Skim milk
GrBGXp,Almond milk
rlr4PX,NULL
LdMr0l,Whole milk
eBxJ00,NULL
zKQ90R,Oat milk
J2kPVo,Half and half
42N6jr,NULL
qbErd5,Oat milk
qbErd5,Soy milk
qbErd5,Coffee creamer
8dpBAO,NULL
DVv81l,NULL
PABxBV,NULL
5dq7jb,NULL
1r2ePM,NULL
1r2e7b,NULL
ZdR71z,NULL
LdMrWJ,Whole milk
6dQlOJ,NULL
KMBEyk,Whole milk
bl4pNL,Whole milk
xdNq0r,Whole milk
eBxJYO,NULL
VZ162J,Almond milk
VZ162J,Oat milk
rlr4p5,NULL
6dQl1k,NULL
aBrLk9,NULL
jB9R0a,Half and half
5dq786,NULL
zKQ92a,Half and half
zKQ92a,Whole milk
42N6zO,NULL
1r2erg,Half and half
LdMrq2,NULL
MAd4VX,Whole milk
MAd4VX,Skim milk
42N69k,NULL
PABxYe,NULL
GrBGy2,NULL
EPbRb4,NULL
ZdR7ya,NULL
bl4Jbo,NULL
lNlG96,NULL
ZdR7ga,Whole milk
xdNWOy,Whole milk
xdNWOy,Oat milk
xdNWOy,Half and half
xdNWOy,Skim milk
xdNWOy,Almond milk
xdNWOy,Soy milk
42N6Ro,NULL
zKQ9BZ,NULL
5dq7GE,NULL
g5NlDN,Whole milk
42N6Do,Skim milk
WApWXL,Oat milk
