submission_id,why_drink,why_drink_other
NAB1xl,I need the ritual,NULL
dY2ekV,It tastes good,NULL
LdMLBv,It tastes good,NULL
LdMLBv,I need the caffeine,NULL
Albe0e,It tastes good,NULL
Albe0e,I need the caffeine,NULL
eBxW8e,It tastes good,NULL
eBxW8e,I need the caffeine,NULL
eBxW8e,I need the ritual,NULL
8dp4V5,It tastes good,NULL
8dp4V5,I need the caffeine,NULL
8dp4V5,I need the ritual,NULL
1r2ozp,It tastes good,NULL
DVv6al,It tastes good,NULL
QABl4Y,It makes me go to the bathroom,NULL
QABl4Y,It tastes good,NULL
DVv6EZ,It tastes good,NULL
J2kvxR,It tastes good,NULL
J2kvxR,I need the caffeine,NULL
J2kvxR,I need the ritual,NULL
eBxWGe,It tastes good,NULL
KMBKA8,I need the ritual,NULL
KMBKA8,I need the caffeine,NULL
KMBKA8,It tastes good,NULL
DVv6Wl,It tastes good,NULL
QABlyG,It tastes good,NULL
pLPp58,It tastes good,NULL
pLPp58,I need the caffeine,NULL
pLPp58,I need the ritual,NULL
VZ1Oqj,It tastes good,NULL
VZ1Oqj,I need the ritual,NULL
VZ1Oqj,It makes me go to the bathroom,NULL
XeBPNP,I need the caffeine,NULL
XeBPNP,I need the ritual,NULL
XeBPNP,It tastes good,NULL
jB9Aq4,It tastes good,NULL
qbE1M9,I need the caffeine,NULL
qbE1M9,I need the ritual,NULL
qbE1M9,It tastes good,NULL
5dqPON,It tastes good,NULL
rlrMW2,It tastes good,NULL
dY2ezr,It tastes good,NULL
dY2ezr,I need the caffeine,NULL
dY2ezr,I need the ritual,NULL
dY2ezr,It makes me go to the bathroom,NULL
oAVLgb,It tastes good,NULL
oAVLgb,I need the caffeine,NULL
GrBAaZ,It tastes good,NULL
GrBAaZ,I need the ritual,NULL
7d9rOZ,I need the ritual,NULL
7d9rOZ,It tastes good,NULL
7d9rOZ,I need the caffeine,NULL
kYRB1e,It tastes good,NULL
kYRB1e,I need the caffeine,NULL
24xGzj,It tastes good,NULL
24xGzj,I need the caffeine,NULL
XeBPQP,It tastes good,NULL
XeBPQP,I need the caffeine,NULL
XeBPQP,It makes me go to the bathroom,NULL
9dJj4E,It tastes good,NULL
9dJj4E,I need the caffeine,NULL
9dJj4E,I need the ritual,NULL
MAdpqA,It tastes good,I enjoy the flavor profiles
MAdpqA,Other,I enjoy the flavor profiles
AlbeOz,I need the caffeine,NULL
AlbeOz,It tastes good,NULL
NAB1Qj,I need the ritual,NULL
NAB1Qj,It tastes good,NULL
GrBA5O,It tastes good,It’s cold outside and I work in a garage
GrBA5O,Other,It’s cold outside and I work in a garage
24xGYj,I need the caffeine,NULL
24xGYj,It tastes good,NULL
kYRBXR,I need the ritual,NULL
kYRBXR,It tastes good,NULL
WApV6N,It tastes good,NULL
WApV6N,I need the ritual,NULL
dY2eXo,It tastes good,NULL
dY2eXo,I need the caffeine,NULL
dY2eXo,I need the ritual,NULL
QABlp7,It tastes good,NULL
QABlp7,I need the caffeine,NULL
ylq5GX,It tastes good,NULL
ylq5GX,I need the caffeine,NULL
EPb7Al,It tastes good,NULL
EPb7Al,I need the caffeine,NULL
EPb7Al,I need the ritual,NULL
42NVEA,I need the ritual,NULL
42NVEA,It tastes good,NULL
aBrqgb,I need the caffeine,NULL
aBrqgb,I need the ritual,NULL
42NVYX,It tastes good,NULL
42NVYX,I need the caffeine,NULL
oAVL1x,It tastes good,NULL
oAVL1x,I need the ritual,NULL
oAVL1x,I need the caffeine,NULL
KMBKZV,It tastes good,NULL
KMBKZV,I need the caffeine,NULL
KMBKZV,I need the ritual,NULL
1r2oyl,It tastes good,NULL
42NVEr,I need the caffeine,NULL
42NVEr,It tastes good,NULL
g5N614,I need the caffeine,NULL
g5N614,I need the ritual,NULL
0EjRyj,It tastes good,NULL
0EjRyj,I need the ritual,NULL
6dQEzJ,I need the caffeine,NULL
6dQEzJ,It tastes good,NULL
6dQEzJ,I need the ritual,NULL
jB9Ara,It tastes good,NULL
dY2e4K,I need the ritual,NULL
dY2e4K,It makes me go to the bathroom,NULL
dY2e4K,It tastes good,NULL
dY2e4K,I need the caffeine,NULL
zKQ5vM,It tastes good,NULL
zKQ5vM,I need the ritual,NULL
YZzlgW,I need the caffeine,NULL
pLPpZ1,It tastes good,NULL
pLPpZ1,I need the ritual,NULL
J2kvro,It tastes good,NULL
J2kvro,I need the ritual,NULL
xdN5B5,It tastes good,NULL
xdN5B5,I need the caffeine,NULL
xdN5B5,I need the ritual,NULL
rlrMp2,It tastes good,NULL
rlrMp2,I need the ritual,NULL
QABlWG,It tastes good,NULL
QABlWG,I need the caffeine,NULL
QABlWG,I need the ritual,NULL
vNx5d4,I need the caffeine,NULL
vNx5d4,It makes me go to the bathroom,NULL
vNx5d4,It tastes good,NULL
jB9AzQ,It tastes good,NULL
MAdp2M,It tastes good,As a hobby and science- expanding my palette and trying new techniques/flavors is exciting
MAdp2M,Other,As a hobby and science- expanding my palette and trying new techniques/flavors is exciting
7d9rYZ,It tastes good,NULL
7d9rYZ,I need the ritual,NULL
g5N6XO,It tastes good,NULL
g5N6XO,I need the caffeine,NULL
g5N6XO,I need the ritual,NULL
g5N6XO,It makes me go to the bathroom,NULL
PABJr1,It tastes good,NULL
PABJr1,I need the caffeine,NULL
RzByg4,It tastes good,NULL
RzByg4,I need the caffeine,NULL
RzByg4,I need the ritual,NULL
RzByg4,It makes me go to the bathroom,NULL
MAdpGl,It tastes good,NULL
MAdpGl,I need the caffeine,NULL
g5N6rD,It tastes good,Comforting
g5N6rD,I need the ritual,Comforting
g5N6rD,Other,Comforting
RzByaj,It tastes good,NULL
PABJLV,It tastes good,NULL
PABJLV,It makes me go to the bathroom,NULL
GrBA4k,It tastes good,NULL
GrBA4k,I need the caffeine,NULL
GrBA4k,I need the ritual,NULL
zKQ5o0,It tastes good,NULL
zKQ5o0,I need the caffeine,NULL
zKQ5o0,I need the ritual,NULL
dY2eyA,NULL,NULL
GrBAOp,It tastes good,NULL
GrBAOp,I need the caffeine,NULL
qbE1QY,It tastes good,NULL
9dJj0p,It tastes good,NULL
9dJj0p,I need the ritual,NULL
9dJj0p,It makes me go to the bathroom,NULL
EPb77N,I need the ritual,NULL
YZzlbB,It tastes good,NULL
YZzlbB,I need the caffeine,NULL
Albeek,It tastes good,NULL
Albeek,I need the ritual,NULL
Albeek,I need the caffeine,NULL
WApV7a,I need the caffeine,NULL
WApV7a,It tastes good,NULL
WApV7a,I need the ritual,NULL
kYRBPM,I need the ritual,NULL
GrBAAo,It tastes good,NULL
rlrMMl,It tastes good,NULL
VZ1Oag,I need the caffeine,NULL
VZ1Oag,It tastes good,NULL
5dqPa6,It tastes good,NULL
5dqPa6,I need the caffeine,NULL
5dqPa6,I need the ritual,NULL
J2kvj4,It tastes good,NULL
XeBPAj,It makes me go to the bathroom,NULL
XeBPAj,I need the ritual,NULL
XeBPAj,I need the caffeine,NULL
24xGdL,It tastes good,NULL
24xGdL,I need the ritual,NULL
qbE117,It tastes good,NULL
qbE117,I need the caffeine,NULL
42NVVk,It tastes good,NULL
42NVVk,I need the ritual,NULL
5dqPYo,It tastes good,NULL
5dqPYo,I need the caffeine,NULL
5dqPYo,I need the ritual,NULL
J2kv4d,It tastes good,NULL
J2kv4d,I need the caffeine,NULL
J2kv4d,I need the ritual,NULL
J2kv4d,It makes me go to the bathroom,NULL
EPb7VX,It tastes good,NULL
LdMLxj,It tastes good,NULL
LdMLxj,I need the caffeine,NULL
LdMLxj,I need the ritual,NULL
1r2o0Q,It tastes good,NULL
1r2o0Q,I need the ritual,NULL
bl4QJo,It tastes good,NULL
42NV6b,It tastes good,NULL
42NV6b,I need the ritual,NULL
aBrqJv,It tastes good,NULL
OABMM7,It tastes good,NULL
OABMM7,I need the ritual,NULL
42NVMb,It tastes good,NULL
42NVMb,I need the ritual,NULL
WApVaj,It tastes good,NULL
WApVaj,I need the ritual,NULL
RzByQ9,It tastes good,NULL
RzByQ9,I need the caffeine,NULL
RzByQ9,I need the ritual,NULL
OABMM8,It tastes good,NULL
OABMM8,I need the ritual,NULL
OABMM8,I need the caffeine,NULL
42NVlk,It tastes good,NULL
42NVlk,I need the ritual,NULL
XeBP6j,It tastes good,NULL
XeBP6j,It makes me go to the bathroom,NULL
XeBP6j,I need the caffeine,NULL
WApVLJ,NULL,NULL
eBxWWO,I need the ritual,NULL
PABJqb,It tastes good,NULL
PABJqb,I need the caffeine,NULL
PABJqb,It makes me go to the bathroom,NULL
6dQEBB,It tastes good,NULL
6dQEBB,I need the ritual,NULL
GrBAEp,It tastes good,NULL
GrBAEp,I need the caffeine,NULL
GrBAEp,I need the ritual,NULL
xdN5qo,It tastes good,NULL
xdN5qo,I need the caffeine,NULL
g5N6VO,It tastes good,NULL
eBxWXO,It tastes good,NULL
KMBKj7,It tastes good,NULL
5dqP06,It tastes good,NULL
5dqP06,I need the caffeine,NULL
5dqP06,I need the ritual,NULL
zKQ58a,I need the ritual,NULL
zKQ58a,I need the caffeine,NULL
zKQ58a,It tastes good,NULL
EPb7RN,It tastes good,NULL
DVv685,It tastes good,NULL
DVv685,I need the caffeine,NULL
DVv685,I need the ritual,NULL
RzByed,It tastes good,NULL
RzByed,I need the ritual,NULL
oAVLjV,It tastes good,NULL
dY2ery,It tastes good,NULL
pLPp2b,It tastes good,NULL
pLPp2b,I need the ritual,NULL
QABlN8,It tastes good,NULL
QABlN8,I need the caffeine,NULL
QABlN8,I need the ritual,NULL
GrBAZj,I need the ritual,NULL
YZzl75,It tastes good,NULL
ylq58B,It tastes good,NULL
ylq58B,I need the caffeine,NULL
ylq58B,It makes me go to the bathroom,NULL
ylq5AB,It tastes good,NULL
ylq5AB,I need the caffeine,NULL
AlbeR0,It tastes good,NULL
AlbeR0,I need the caffeine,NULL
AlbeR0,I need the ritual,NULL
AlbeR0,It makes me go to the bathroom,NULL
dY2eoo,I need the caffeine,NULL
dY2eoo,It tastes good,NULL
YZzlAd,It tastes good,NULL
YZzlAd,I need the ritual,NULL
YZzlAd,I need the caffeine,NULL
YZzlAd,It makes me go to the bathroom,NULL
NAB1NB,It tastes good,NULL
NAB1NB,I need the caffeine,NULL
aBrqR9,I need the ritual,NULL
aBrqR9,I need the caffeine,NULL
aBrqR9,It tastes good,NULL
LdMLr1,It tastes good,NULL
LdMLr1,I need the ritual,NULL
zKQ5k1,It tastes good,NULL
42NVbO,I need the caffeine,NULL
42NVbO,It tastes good,NULL
oAVLJ1,It tastes good,NULL
oAVLJ1,I need the caffeine,NULL
oAVLJ1,I need the ritual,NULL
oAVLJ1,It makes me go to the bathroom,NULL
jB9AN6,It tastes good,NULL
qbE1l7,It tastes good,Fun to do tastings
qbE1l7,Other,Fun to do tastings
42NV0X,It tastes good,NULL
7d9rrA,I need the caffeine,NULL
7d9rrA,I need the ritual,NULL
7d9rrA,It makes me go to the bathroom,NULL
5dqPNM,It tastes good,NULL
5dqPNM,I need the caffeine,NULL
ZdRrbz,It tastes good,NULL
ZdRrbz,I need the ritual,NULL
vNx5RA,It tastes good,NULL
vNx5RA,I need the caffeine,NULL
vNx5RA,I need the ritual,NULL
0EjRqN,It tastes good,NULL
0EjRqN,I need the caffeine,NULL
0EjRqN,I need the ritual,NULL
0EjRqN,It makes me go to the bathroom,NULL
vNx59Q,It tastes good,NULL
vNx59Q,I need the caffeine,NULL
EPb72o,It tastes good,NULL
dY2eJq,It tastes good,NULL
dY2eJq,I need the ritual,NULL
g5N6od,NULL,NULL
PABJxb,It tastes good,NULL
PABJxb,I need the caffeine,NULL
6dQEEB,It tastes good,NULL
6dQEEB,I need the caffeine,NULL
6dQE6P,It tastes good,NULL
6dQE6P,I need the caffeine,NULL
pLPpYq,I need the ritual,NULL
pLPpYq,I need the caffeine,NULL
RzByyJ,It tastes good,NULL
XeBP7g,I need the caffeine,NULL
XeBP7g,It tastes good,NULL
rlrM8l,I need the ritual,NULL
rlrM8l,It tastes good,NULL
RzByqd,It tastes good,NULL
RzByqd,I need the caffeine,NULL
RzByqd,I need the ritual,NULL
9dJjKY,It tastes good,NULL
9dJjKY,I need the ritual,NULL
RzByNl,Other,I’m a huge tea drinker
RzByNl,Other,but I don’t drink coffee. However
RzByNl,Other,I love to make coffee for my partner at home with the espresso machine and grinder.
VZ1O7J,It tastes good,NULL
vNx5kd,It tastes good,NULL
vNx5kd,I need the caffeine,NULL
vNx5kd,I need the ritual,NULL
vNx5kd,It makes me go to the bathroom,NULL
8dp4DO,It tastes good,NULL
7d9rkA,It tastes good,NULL
7d9rkA,I need the caffeine,NULL
GrBAAp,It tastes good,NULL
GrBAAp,I need the caffeine,NULL
GrBAAp,I need the ritual,NULL
rlrMQN,I need the caffeine,NULL
rlrMQN,It tastes good,NULL
GrBAW2,It tastes good,NULL
GrBAW2,I need the caffeine,NULL
6dQEqe,It tastes good,NULL
6dQEqe,I need the ritual,NULL
6dQEqe,I need the caffeine,NULL
RzBypp,It tastes good,NULL
RzBypp,I need the ritual,NULL
zKQ5AR,It tastes good,NULL
zKQ5AR,I need the ritual,NULL
eBxWg0,It tastes good,NULL
eBxWg0,I need the caffeine,NULL
jB9AAx,It tastes good,NULL
oAVLLV,Other,Family
YZzl6d,It tastes good,NULL
YZzl6d,I need the caffeine,NULL
YZzl6d,I need the ritual,NULL
g5N6EN,Other,I do not
xdN5AG,It tastes good,NULL
lNlkp5,It tastes good,NULL
ZdRrBy,It tastes good,NULL
ZdRrBy,I need the ritual,NULL
YZzl2q,It tastes good,NULL
YZzl2q,I need the caffeine,NULL
rlrM75,It tastes good,NULL
rlrM75,I need the ritual,NULL
zKQ5Ba,I need the caffeine,NULL
0EjRX0,It tastes good,NULL
0EjRX0,I need the caffeine,NULL
VZ1OgE,It tastes good,NULL
VZ1OgE,I need the caffeine,NULL
VZ1OgE,I need the ritual,NULL
9dJjjY,It tastes good,NULL
9dJjjY,I need the caffeine,NULL
9dJjjY,I need the ritual,NULL
J2kvE4,It tastes good,NULL
J2kvE4,I need the caffeine,NULL
J2kvE4,I need the ritual,NULL
rlrM4M,It tastes good,NULL
rlrM4M,I need the caffeine,NULL
1r2oLM,NULL,NULL
8dp4Bx,It tastes good,Something to enjoy and share with my partner
8dp4Bx,Other,Something to enjoy and share with my partner
8dp4Bx,I need the caffeine,Something to enjoy and share with my partner
jB9A4a,It tastes good,NULL
42NVVO,It tastes good,NULL
42NVVO,I need the ritual,NULL
bl4QRg,It tastes good,NULL
bl4QRg,I need the caffeine,NULL
bl4QRg,I need the ritual,NULL
bl4QRg,It makes me go to the bathroom,NULL
pLPpqq,It tastes good,NULL
AlbeXk,It tastes good,NULL
AlbeXk,I need the caffeine,NULL
AlbeXk,I need the ritual,NULL
42NV6O,It tastes good,NULL
GrBAM2,It tastes good,NULL
LdML4j,It tastes good,I work in a cafe
LdML4j,Other,I work in a cafe
42NVeB,It tastes good,NULL
42NVeB,I need the caffeine,NULL
QABllp,It tastes good,NULL
QABllp,I need the caffeine,NULL
RzByNJ,It tastes good,NULL
oAVLP1,It tastes good,NULL
oAVLP1,I need the caffeine,NULL
oAVLP1,I need the ritual,NULL
kYRBj1,It tastes good,NULL
kYRBj1,I need the caffeine,NULL
kYRBj1,I need the ritual,NULL
EPb79q,It tastes good,NULL
EPb79q,I need the caffeine,NULL
aBrqMq,It tastes good,NULL
aBrqMq,I need the caffeine,NULL
GrBAVZ,I need the ritual,NULL
5dqP7d,It tastes good,NULL
kYRBL6,It tastes good,NULL
kYRBL6,I need the caffeine,NULL
kYRBL6,I need the ritual,NULL
DVv6oR,It tastes good,NULL
GrBAGj,It tastes good,NULL
GrBAGj,I need the caffeine,NULL
GrBAGj,I need the ritual,NULL
24xG9L,It tastes good,NULL
24xG9L,I need the ritual,NULL
lNlkGW,It tastes good,NULL
lNlkGW,I need the ritual,NULL
vNx58v,It tastes good,NULL
vNx58v,I need the ritual,NULL
g5N6BN,It tastes good,NULL
OABMRK,It tastes good,NULL
OABMRK,I need the caffeine,NULL
eBxWVq,It tastes good,NULL
eBxWVq,I need the ritual,NULL
g5N621,I need the ritual,NULL
g5N621,I need the caffeine,NULL
g5N621,It tastes good,NULL
5dqPJM,It tastes good,NULL
5dqPJM,It makes me go to the bathroom,NULL
7d9ryL,I need the ritual,NULL
7d9ryL,It tastes good,NULL
aBrq7E,It tastes good,NULL
aBrq7E,I need the caffeine,NULL
XeBPa4,It tastes good,NULL
kYRBqJ,It tastes good,NULL
24xGGL,It tastes good,NULL
24xGGL,I need the caffeine,NULL
aBrqqq,I need the caffeine,NULL
aBrqqq,It makes me go to the bathroom,NULL
aBrqqq,I need the ritual,NULL
aBrqqq,It tastes good,NULL
VZ1O6v,I need the ritual,NULL
VZ1O6v,I need the caffeine,NULL
VZ1O6v,It tastes good,NULL
jB9AjR,It tastes good,NULL
jB9AjR,I need the caffeine,NULL
jB9AjR,I need the ritual,NULL
jB9AjR,It makes me go to the bathroom,NULL
AlbeM0,It tastes good,NULL
AlbeM0,I need the caffeine,NULL
NAB1ZQ,It tastes good,NULL
NAB1ZQ,It makes me go to the bathroom,NULL
NAB1ZQ,I need the ritual,NULL
xdN5GG,It tastes good,NULL
xdN5GG,I need the ritual,NULL
xdN5GG,I need the caffeine,NULL
oAVLJX,I need the caffeine,NULL
oAVLJX,It makes me go to the bathroom,NULL
lNlkx5,It tastes good,one of my passions
lNlkx5,Other,one of my passions
lNlkx5,I need the ritual,one of my passions
ZdRrqa,It tastes good,NULL
ZdRrqa,I need the caffeine,NULL
ZdRrqa,I need the ritual,NULL
OABM28,I need the ritual,NULL
OABM28,I need the caffeine,NULL
OABM28,It tastes good,NULL
xdN5by,It makes me go to the bathroom,NULL
xdN5by,It tastes good,NULL
xdN5by,I need the caffeine,NULL
ylq5Lp,It tastes good,NULL
0EjR96,It tastes good,NULL
0EjR96,I need the caffeine,NULL
0EjR96,I need the ritual,NULL
dY2eMA,I need the ritual,NULL
dY2eMA,I need the caffeine,NULL
dY2eMA,It tastes good,NULL
jB9A4x,It tastes good,NULL
42NV5B,It tastes good,NULL
oAVLZP,It tastes good,NULL
oAVLZP,I need the caffeine,NULL
oAVLZP,I need the ritual,NULL
EPb77X,It tastes good,NULL
EPb77X,I need the ritual,NULL
pLPpQV,It tastes good,NULL
OABMq7,It tastes good,NULL
OABMq7,I need the ritual,NULL
PABJJ5,It tastes good,NULL
PABJJ5,I need the ritual,NULL
1r2oQQ,It tastes good,NULL
1r2oQQ,I need the caffeine,NULL
1r2oQQ,I need the ritual,NULL
6dQEoO,It tastes good,NULL
6dQEoO,I need the ritual,NULL
24xG6V,It tastes good,NULL
24xG6V,I need the ritual,NULL
lNlkkB,It tastes good,NULL
oAVL8e,I need the caffeine,NULL
oAVL8e,It tastes good,NULL
rlrMz5,It tastes good,NULL
rlrMz5,I need the caffeine,NULL
rlrMz5,I need the ritual,NULL
rlrMz5,It makes me go to the bathroom,NULL
42NV0k,It tastes good,NULL
42NV0k,I need the ritual,NULL
MAdpZp,It tastes good,NULL
MAdpZp,I need the caffeine,NULL
eBxW4E,It tastes good,NULL
eBxW4E,I need the ritual,NULL
rlrM4v,It tastes good,NULL
OABMx7,It tastes good,NULL
OABMx7,I need the caffeine,NULL
OABMx7,It makes me go to the bathroom,NULL
OABMZR,It tastes good,NULL
GrBAPo,It tastes good,NULL
GrBAPo,I need the caffeine,NULL
PABJxQ,I need the ritual,NULL
jB9AKR,It tastes good,NULL
jB9AKR,I need the caffeine,NULL
jB9AKR,I need the ritual,NULL
QABl98,NULL,NULL
xdN55y,NULL,NULL
lNlk8B,It tastes good,NULL
lNlk8B,I need the caffeine,NULL
NAB1kW,It tastes good,NULL
NAB1kW,I need the ritual,NULL
NAB1kW,I need the caffeine,NULL
PABJQ5,It tastes good,NULL
PABJQ5,I need the ritual,NULL
dY2eOz,I need the caffeine,NULL
dY2eOz,It tastes good,NULL
dY2eOz,It makes me go to the bathroom,NULL
LdML8G,I need the caffeine,NULL
LdML8G,It tastes good,NULL
ylq5O0,Other,I like the whole experience.
9dJjAp,It tastes good,NULL
9dJjAp,I need the ritual,NULL
9dJjAp,I need the caffeine,NULL
NAB1GW,I need the caffeine,NULL
NAB1GW,I need the ritual,NULL
GrBAGo,It tastes good,NULL
GrBAGo,I need the caffeine,NULL
GrBAGo,I need the ritual,NULL
7d9rG9,It tastes good,NULL
24xGWV,It tastes good,NULL
24xGWV,I need the ritual,NULL
5dqPRP,It tastes good,NULL
5dqPRP,I need the caffeine,NULL
5dqPRP,I need the ritual,NULL
KMBK9M,I need the caffeine,NULL
KMBK9M,It tastes good,NULL
kYRB26,It tastes good,NULL
kYRB26,I need the caffeine,NULL
kYRB26,I need the ritual,NULL
ZdRrry,It tastes good,NULL
g5N6ld,It tastes good,NULL
g5N6ld,I need the caffeine,NULL
g5N6ld,I need the ritual,NULL
DVv6Qj,It tastes good,NULL
aBrqW9,It tastes good,NULL
aBrqW9,I need the caffeine,NULL
MAdpxX,It tastes good,NULL
MAdpxX,I need the caffeine,NULL
rlrM9l,I need the ritual,NULL
rlrM9l,It tastes good,NULL
7d9r0P,It tastes good,NULL
7d9r0P,I need the ritual,NULL
BGbWRN,It tastes good,NULL
BGbWRN,I need the ritual,NULL
BGbWNA,It tastes good,NULL
BGbWNA,I need the caffeine,NULL
xdN5Wo,It tastes good,NULL
9dJjb1,It tastes good,NULL
9dJjb1,I need the ritual,NULL
bl4Q1g,I need the ritual,NULL
bl4Q1g,It tastes good,NULL
9dJjeG,It tastes good,NULL
J2kvPd,It tastes good,NULL
J2kvPd,I need the caffeine,NULL
EPb7oX,It tastes good,NULL
EPb7oX,I need the caffeine,NULL
EPb7oX,I need the ritual,NULL
RzByAl,It tastes good,NULL
PABJKd,It tastes good,NULL
PABJKd,I need the ritual,NULL
42NVZb,It tastes good,I enjoy the aroma that fills the kitchen when it’s brewing
42NVZb,Other,I enjoy the aroma that fills the kitchen when it’s brewing
QABlZg,It tastes good,NULL
QABlZg,I need the caffeine,NULL
kYRBBM,It tastes good,NULL
kYRBBM,It makes me go to the bathroom,NULL
qbE1r2,Other,None of the above
qbE1r2,Other,I don’t normally drink coffee. But I like trying new things and live with my partner who loves coffee.
vNx55Q,It tastes good,NULL
YZzll5,It tastes good,NULL
YZzll5,I need the caffeine,NULL
YZzll5,I need the ritual,NULL
QABlQp,It tastes good,NULL
QABlQp,I need the caffeine,NULL
QABlQp,I need the ritual,NULL
jB9ARE,It tastes good,NULL
EPb7Ro,It tastes good,NULL
EPb7Ro,I need the caffeine,NULL
EPb7Ro,I need the ritual,NULL
9dJjz4,NULL,NULL
qbElL5,NULL,NULL
RzBy7P,It tastes good,NULL
pLPpjE,I need the caffeine,NULL
pLPpjE,It tastes good,NULL
jB9AO6,NULL,NULL
BGbWMA,It tastes good,NULL
BGbWMA,I need the caffeine,NULL
BGbWMA,I need the ritual,NULL
dY2yqN,NULL,NULL
ylqaNd,NULL,NULL
zKQ5P8,It tastes good,NULL
zKQ5P8,I need the caffeine,NULL
zKQ5P8,I need the ritual,NULL
24xGqb,It tastes good,NULL
24xGqb,I need the caffeine,NULL
MAdpog,It tastes good,NULL
MAdpog,I need the caffeine,NULL
YZzAPv,It tastes good,NULL
NAB1Kb,It tastes good,NULL
NAB1Kb,I need the caffeine,NULL
qbE1xk,It tastes good,NULL
PABqjP,It tastes good,NULL
PABqjP,I need the ritual,NULL
PABqjP,It makes me go to the bathroom,NULL
rlrMx5,It tastes good,NULL
oAVj6M,It tastes good,NULL
rlrZ5X,It tastes good,NULL
rlrZ5X,I need the ritual,NULL
OABN4a,NULL,NULL
aBrMNW,It tastes good,NULL
aBrMNW,I need the ritual,NULL
ZdRrpv,It tastes good,NULL
ZdRrpv,I need the caffeine,NULL
ZdRrpv,I need the ritual,NULL
VZ16zj,NULL,NULL
0EjWQP,It tastes good,NULL
0EjWQP,I need the ritual,NULL
0EjWQP,I need the caffeine,NULL
24x6Eg,It tastes good,NULL
24x6Eg,I need the caffeine,NULL
24x6Eg,I need the ritual,NULL
zKQ6jg,NULL,NULL
24x6XM,It tastes good,NULL
24x6XM,I need the ritual,NULL
24x6XM,I need the caffeine,NULL
5dqAXv,I need the ritual,NULL
5dqAXv,It tastes good,NULL
bl4Jq7,I need the caffeine,NULL
bl4Jq7,It tastes good,NULL
OABMpA,I need the caffeine,NULL
OABMpA,It tastes good,NULL
qbElGO,It tastes good,NULL
WAp79L,It tastes good,NULL
PABq11,It tastes good,NULL
PABq11,I need the caffeine,NULL
PABq11,I need the ritual,NULL
eBxWdo,It tastes good,NULL
eBxWdo,I need the caffeine,NULL
eBxWdo,I need the ritual,NULL
QABlgk,It tastes good,NULL
QABlgk,I need the caffeine,NULL
QABlgk,It makes me go to the bathroom,NULL
NABZrp,It tastes good,NULL
NABZrp,I need the ritual,NULL
8dp4vo,It tastes good,NULL
8dp4vo,I need the caffeine,NULL
oAVL4M,It tastes good,NULL
8dplLl,I need the caffeine,NULL
MAdxD8,It tastes good,NULL
MAdxD8,I need the caffeine,NULL
VZ16pN,It tastes good,NULL
VZ16pN,I need the caffeine,NULL
jB9VDY,I need the ritual,NULL
jB9VDY,I need the caffeine,NULL
jB9VDY,It tastes good,NULL
bl4J97,It tastes good,NULL
bl4J97,I need the ritual,NULL
bl4J97,I need the caffeine,NULL
zKQ6xZ,It tastes good,NULL
6dQEb5,I need the caffeine,NULL
6dQEb5,It makes me go to the bathroom,NULL
0EjWrQ,It tastes good,NULL
0EjWrQ,I need the caffeine,NULL
0EjWrQ,I need the ritual,NULL
ZdRBOV,It tastes good,NULL
ZdRBOV,I need the caffeine,NULL
ZdRBOV,I need the ritual,NULL
ZdRBOV,It makes me go to the bathroom,NULL
MAdxeE,I need the caffeine,NULL
MAdxeE,I need the ritual,NULL
MAdxeE,It tastes good,NULL
VZ16p6,It tastes good,NULL
VZ16p6,I need the caffeine,NULL
VZ16p6,I need the ritual,NULL
VZ16p6,It makes me go to the bathroom,NULL
lNlEBX,It tastes good,NULL
lNlEBX,I need the ritual,NULL
dY2eLN,It tastes good,NULL
dY2eLN,I need the caffeine,NULL
dY2eLN,I need the ritual,NULL
rlrZOo,NULL,NULL
Albe1W,It tastes good,NULL
Albe1W,I need the ritual,NULL
1r2o1L,It tastes good,NULL
1r2o1L,I need the caffeine,NULL
1r2o1L,I need the ritual,NULL
VZ16G6,It tastes good,NULL
VZ16G6,I need the ritual,NULL
VZ16G6,I need the caffeine,NULL
zKQ6YM,It tastes good,NULL
BGbRde,It tastes good,NULL
BGbRde,I need the caffeine,NULL
BGbRde,I need the ritual,NULL
rlrMNL,NULL,NULL
LdMLA2,I need the ritual,NULL
LdMLA2,It tastes good,NULL
LdMLA2,I need the caffeine,NULL
42NbKA,It tastes good,NULL
42NbKA,I need the ritual,NULL
42NbKA,It makes me go to the bathroom,NULL
lNlEbV,It tastes good,NULL
lNlEbV,I need the ritual,NULL
pLP2rP,I need the ritual,NULL
pLP2rP,It tastes good,NULL
DVv6rp,It tastes good,NULL
DVv6rp,I need the ritual,NULL
lNlko6,It tastes good,I enjoy experimenting with brewing
lNlko6,I need the caffeine,I enjoy experimenting with brewing
lNlko6,Other,I enjoy experimenting with brewing
eBxW1o,It tastes good,NULL
eBxW1o,I need the ritual,NULL
VZ16El,I need the ritual,NULL
VZ16El,It tastes good,NULL
BGbWPY,It tastes good,NULL
BGbWPY,I need the ritual,NULL
AlbX7o,It tastes good,NULL
AlbX7o,I need the ritual,NULL
oAVLrM,It tastes good,NULL
oAVLrM,I need the caffeine,NULL
oAVLrM,I need the ritual,NULL
1r2aW4,It tastes good,NULL
1r2aW4,I need the caffeine,NULL
RzB9Kv,It tastes good,NULL
RzB9Kv,I need the caffeine,NULL
RzB9Kv,I need the ritual,NULL
5dqAzE,NULL,NULL
