submission_id,why_drink
VZ1O5J,"It tastes good, I need the caffeine"
rlrMPl,"It makes me go to the bathroom, I need the caffeine"
EPb7XN,It tastes good
dY2e0o,"It tastes good, I need the ritual"
lNlkyB,"It tastes good, I need the ritual"
BGbJo7,"It tastes good, Other"
xdN5ay,"It tastes good, I need the caffeine, I need the ritual"
GrBAdp,It tastes good
BGbWxQ,"It tastes good, I need the caffeine, I need the ritual"
MAdpzp,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
RzBy0J,It tastes good
PABJ1e,"It tastes good, I need the caffeine"
XeBPWj,"It tastes good, I need the caffeine"
g5N6Gl,"It tastes good, Other"
jB9AZJ,"It tastes good, I need the caffeine, I need the ritual"
g5N6e4,"It tastes good, I need the caffeine, I need the ritual"
0Ejq9Q,"It tastes good, I need the ritual"
xdN8EG,It tastes good
zKQ5Da,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
xdN5Xv,"It tastes good, I need the ritual"
24xGAj,"It tastes good, I need the ritual"
lNl8j5,"It tastes good, I need the caffeine, I need the ritual"
YZz7Nv,"I need the caffeine, It tastes good, It makes me go to the bathroom"
VZ1OEj,"It tastes good, I need the caffeine"
oAVLAV,
vNx52A,
bl4Qlo,It tastes good
PABJ0Q,
42NVkO,I need the caffeine
9dJjdY,"It tastes good, I need the caffeine"
WApV0J,It tastes good
1r2oEM,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
jB9AME,It tastes good
GrBAro,It tastes good
KMBK67,"It tastes good, I need the ritual, It makes me go to the bathroom"
xdN5QG,It tastes good
XeBPe4,"It tastes good, It makes me go to the bathroom"
8dp4kx,"It tastes good, I need the ritual"
EPb71N,"It tastes good, I need the caffeine, I need the ritual"
qbE1Wd,
eBxWBO,"It tastes good, I need the ritual"
6dQExe,"It tastes good, I need the caffeine"
24xGrp,It tastes good
0EjRbQ,
5dqP2M,"It tastes good, I need the caffeine, I need the ritual"
QABlrg,"It tastes good, I need the ritual, It makes me go to the bathroom"
xdN5Qo,"I need the caffeine, It tastes good, I need the ritual"
MAdpJg,
vNx5AQ,I need the caffeine
YZzldq,"It tastes good, I need the caffeine"
RzByYp,
zKQ5zq,"It tastes good, I need the ritual"
5dqPkd,It tastes good
dY2eZN,
1r2ovO,"It tastes good, I need the caffeine, I need the ritual"
PABJB0,"It tastes good, I need the ritual"
AlbeDW,"It tastes good, I need the caffeine"
GrBA1o,"It tastes good, I need the caffeine"
6dQE15,"It tastes good, I need the caffeine, I need the ritual"
LdMLG1,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
LdML0G,"It tastes good, I need the caffeine"
zKQ5Kq,"I need the caffeine, It tastes good"
J2kvJY,"It tastes good, I need the caffeine"
rlrMVM,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
DVv6eb,It tastes good
5dqPdd,"It tastes good, I need the caffeine, I need the ritual"
RzByLl,It tastes good
5dqPvP,"It tastes good, I need the ritual"
YZzlV0,It tastes good
vNx54A,It tastes good
XeBPG4,
jB9ABE,"It tastes good, I need the ritual, It makes me go to the bathroom"
PABJ8P,
RzBy4J,It tastes good
jB9AxR,It tastes good
dY2eYA,"I need the caffeine, It tastes good"
0EjRJ0,It tastes good
PABJvP,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
DVv60p,"It tastes good, I need the ritual"
rlrMKv,"It tastes good, I need the caffeine, I need the ritual"
9dJjJ4,It tastes good
oAVL0M,"It tastes good, I need the caffeine"
vNx5Od,"I need the caffeine, It tastes good"
QABlYA,"I need the ritual, It tastes good"
24xGkp,"It tastes good, I need the ritual"
7d9roL,"It tastes good, I need the caffeine, I need the ritual"
lNlkNW,It tastes good
g5N64N,"It tastes good, I need the ritual"
g5N65d,"It tastes good, I need the ritual"
7d9rdA,"It tastes good, I need the caffeine, I need the ritual"
lNlkL5,"It tastes good, I need the ritual"
rlrMKM,
0EjRoQ,"It tastes good, I need the caffeine, I need the ritual"
GrBA1j,It tastes good
qbE1b7,"It tastes good, I need the caffeine, I need the ritual"
oAVLVM,"It tastes good, I need the caffeine, I need the ritual"
RzByRl,It tastes good
g5N6QK,"It tastes good, I need the ritual, I need the caffeine"
GrBAYz,
QABlBk,"I need the caffeine, It tastes good"
vNx5NQ,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
6dQEro,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
eBxWNo,It tastes good
NAB1MN,"I need the caffeine, It tastes good, I need the ritual, It makes me go to the bathroom"
dY2eDy,"It tastes good, I need the caffeine"
MAdpvE,It tastes good
MAdp5Y,"It tastes good, I need the caffeine, I need the ritual"
9dJjE1,It tastes good
PABJ20,"It tastes good, I need the ritual, I need the caffeine"
8dp4eA,It tastes good
DVv65b,"I need the caffeine, It tastes good"
qbE1o8,"I need the ritual, It tastes good"
OABMBA,"It tastes good, I need the ritual, I need the caffeine"
oAVLlM,"It tastes good, I need the caffeine, I need the ritual"
5dqPEb,It tastes good
6dQEOO,"It tastes good, I need the caffeine, I need the ritual"
jB9A99,"It tastes good, I need the caffeine, I need the ritual"
7d9r46,"It tastes good, I need the ritual"
qbE1Yk,"It tastes good, I need the caffeine, I need the ritual"
pLPpWZ,It tastes good
VZ1Olv,"It tastes good, I need the ritual"
OABMJp,"I need the ritual, I need the caffeine, It tastes good"
aBrqry,"It tastes good, I need the caffeine"
7d9r9z,"It tastes good, I need the ritual"
oAVLl5,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
aBrqZW,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
lNlk06,"It tastes good, It makes me go to the bathroom, I need the ritual, I need the caffeine"
ZdRrGv,It tastes good
xdN5ZG,"It tastes good, I need the caffeine, I need the ritual"
lNlkYV,"It tastes good, I need the ritual"
VZ1OME,It tastes good
rlrMrL,"It tastes good, I need the ritual, Other"
42NVAd,It tastes good
jB9AJ1,"It tastes good, I need the caffeine, I need the ritual"
rlrMr5,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
WApVpQ,"It tastes good, I need the caffeine, I need the ritual"
ZdRrvA,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
8dp4dx,I need the ritual
vNx5JX,It tastes good
zKQ5e1,"It makes me go to the bathroom, I need the caffeine"
lNlkKV,"It tastes good, I need the caffeine"
rlrMJX,"It tastes good, I need the ritual"
8dp4PY,"I need the caffeine, It makes me go to the bathroom"
LdMLaz,"It tastes good, I need the ritual"
rlrM0L,"It tastes good, I need the ritual, I need the caffeine"
PABJBd,
NAB1Rp,"It tastes good, I need the caffeine, I need the ritual"
42NV9d,"It tastes good, I need the caffeine"
jB9A76,"It tastes good, I need the caffeine"
OABMLK,It tastes good
GrBABz,"It tastes good, I need the ritual, I need the caffeine"
YZzlY6,It tastes good
YZzlo0,"It tastes good, I need the caffeine"
g5N671,"It tastes good, I need the ritual, Other"
qbE1k5,"I need the caffeine, It tastes good"
7d9r16,It tastes good
24xGkV,"It tastes good, I need the ritual, It makes me go to the bathroom, I need the caffeine"
BGbWA4,"It tastes good, I need the caffeine, It makes me go to the bathroom"
rlrMJp,It tastes good
bl4Qr2,"It tastes good, I need the caffeine, I need the ritual"
aBrqDE,It tastes good
YZzlrq,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
VZ1O9l,"It tastes good, I need the ritual"
EPb7Lo,"It tastes good, I need the caffeine, I need the ritual"
jB9A09,"It tastes good, I need the caffeine, I need the ritual"
GrBAL2,"It tastes good, I need the caffeine"
EPb7Z2,"It tastes good, I need the caffeine"
EPb7vA,I need the caffeine
42NVPo,"It tastes good, I need the caffeine, I need the ritual"
g5N6JM,"I need the caffeine, It tastes good"
9dJj2K,"I need the caffeine, It tastes good"
xdN5Rk,It tastes good
24xGvA,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom, Other"
AlbeWo,"It tastes good, I need the ritual, It makes me go to the bathroom"
ZdRrza,"It tastes good, It makes me go to the bathroom"
qbE1Ek,"It tastes good, I need the ritual"
1r2oN4,It tastes good
VZ1ObN,"It tastes good, I need the caffeine, It makes me go to the bathroom"
24xGxA,"It tastes good, I need the ritual"
pLPpRy,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
J2kvk7,"It tastes good, I need the ritual, I need the caffeine"
oAVL55,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
lNlkWp,"It tastes good, I need the caffeine"
QABl8l,"It tastes good, I need the ritual, I need the caffeine"
eBxWxo,Other
eBxW2E,It tastes good
rlrMd5,"It tastes good, I need the caffeine"
8dp4Ak,"It tastes good, I need the caffeine"
RzByvv,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
rlrM2p,I need the ritual
24xG1g,It tastes good
EPb7BL,"It tastes good, I need the caffeine, It makes me go to the bathroom"
eBxWKJ,"It tastes good, I need the caffeine"
zKQ5J8,"It tastes good, I need the caffeine"
ZdRrZ5,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
1r2o2L,It tastes good
xdN599,"It tastes good, I need the ritual"
YZzlpz,"It tastes good, I need the caffeine, I need the ritual"
bl4Q82,It tastes good
PABJ80,"It tastes good, I need the caffeine"
24xGOb,"It tastes good, I need the caffeine"
5dqPGP,"It tastes good, I need the caffeine, I need the ritual"
bl4Q4E,"It tastes good, I need the caffeine, I need the ritual"
KMBKBK,"It tastes good, I need the ritual"
DVv6Jj,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
eBxW7E,"It tastes good, I need the ritual, I need the caffeine"
GrBAoz,It tastes good
EPb70o,"It tastes good, I need the ritual"
kYRBJd,"It tastes good, I need the ritual"
J2kv2d,"It tastes good, I need the caffeine, It makes me go to the bathroom, I need the ritual"
OABMdk,"I need the caffeine, It tastes good"
LdMLvz,"Other, It tastes good"
0EjRv0,"It tastes good, I need the caffeine, I need the ritual"
VZ1OZv,It tastes good
5dqPLM,It tastes good
LdMLXG,It tastes good
RzByZP,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
42NVvB,"It tastes good, I need the caffeine, It makes me go to the bathroom"
GrBAqO,It tastes good
BGbWj4,"It tastes good, It makes me go to the bathroom, Other"
BGbWB7,"I need the caffeine, It tastes good"
ylq5o6,"It tastes good, I need the caffeine, I need the ritual"
J2kvLJ,"It tastes good, I need the ritual"
42NVjb,I need the ritual
bl4Q2E,"It tastes good, I need the caffeine, I need the ritual"
5dqPev,It tastes good
6dQEvO,It tastes good
jB9ALR,"It tastes good, I need the ritual, I need the caffeine"
9dJjpK,It tastes good
LdMLE2,"I need the caffeine, It tastes good"
xdN54E,"It tastes good, I need the ritual"
J2kvV7,"It tastes good, I need the ritual"
8dp46k,"It tastes good, I need the caffeine, I need the ritual"
1r2oD4,"It tastes good, I need the caffeine, I need the ritual"
bl4QK0,"I need the caffeine, It tastes good, It makes me go to the bathroom, Other"
DVv6AX,"It tastes good, I need the ritual"
QABlxk,It tastes good
aBrqjy,"It tastes good, I need the ritual"
XeBP1e,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom, Other"
qbE1P2,"It tastes good, I need the caffeine"
9dJjlG,"I need the caffeine, I need the ritual"
WApVPJ,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
jB9A5Y,"It tastes good, I need the caffeine, I need the ritual"
OABMjA,"I need the ritual, I need the caffeine, It tastes good"
DVv6V5,"I need the ritual, It tastes good"
XeBPMd,"I need the ritual, It makes me go to the bathroom, It tastes good"
6dQEAo,"I need the ritual, It tastes good"
jB9AG9,"It tastes good, I need the ritual, I need the caffeine"
pLPpVV,It tastes good
rlrMYo,
5dqPpQ,"It tastes good, I need the ritual"
rlrMbN,
zKQ51g,"I need the ritual, I need the caffeine, It tastes good, It makes me go to the bathroom"
7d9rp2,"It tastes good, I need the caffeine"
5dqPMQ,"It tastes good, I need the caffeine"
9dJjrE,"It tastes good, I need the ritual"
MAdp78,It tastes good
kYRBpo,
pLPpz1,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
KMBKgX,"I need the ritual, It tastes good"
QABlk1,
XeBPzz,
8dp4gP,
PABJ41,"It tastes good, I need the caffeine"
QABlO1,It tastes good
RzByjK,It tastes good
kYRBrr,"I need the caffeine, It tastes good"
PABJGx,"It tastes good, I need the caffeine, I need the ritual"
vNx5gl,It tastes good
eBxWzx,"It tastes good, I need the ritual"
WApVZe,"It tastes good, I need the caffeine"
Albeae,"It tastes good, I need the caffeine, It makes me go to the bathroom"
lNlkMX,It tastes good
OABMVa,It tastes good
XeBP2z,"It tastes good, I need the caffeine, It makes me go to the bathroom"
eBxWpl,"It tastes good, I need the caffeine"
EPb7gB,"I need the caffeine, It tastes good"
RzBy2K,"I need the caffeine, It tastes good, I need the ritual"
1r2oBg,
GrBAjZ,It tastes good
KMBKaD,"I need the caffeine, It tastes good, I need the ritual"
ZdRrQV,"It tastes good, I need the caffeine"
1r2oRg,"It tastes good, I need the ritual"
kYRBkZ,"It tastes good, I need the caffeine, It makes me go to the bathroom"
oAVLzb,It tastes good
aBrqzZ,It tastes good
rlrMvX,"It tastes good, I need the caffeine, I need the ritual"
EPb76l,It tastes good
24xGDM,"It tastes good, I need the ritual"
7d9rPa,"It makes me go to the bathroom, I need the ritual, I need the caffeine, It tastes good"
DVv69R,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
42NVdA,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
g5N6OP,"I need the ritual, It tastes good"
J2kvZR,It tastes good
RzBylj,It tastes good
qbE1zO,"It tastes good, I need the caffeine, I need the ritual"
jB9AEQ,It tastes good
xdN5ov,It tastes good
9dJja5,"It tastes good, I need the ritual"
EPb7N2,
kYRBQe,"I need the ritual, It tastes good"
24xGVD,"It tastes good, I need the caffeine, I need the ritual"
VZ1O46,"It tastes good, I need the caffeine, I need the ritual"
PABJee,It tastes good
eBxWYQ,"It makes me go to the bathroom, I need the caffeine, It tastes good"
qbE1NO,"I need the ritual, I need the caffeine, It tastes good"
oAVLaP,"I need the ritual, I need the caffeine, It tastes good, It makes me go to the bathroom"
LdMLgl,"It tastes good, I need the caffeine"
ylq5zd,"It tastes good, I need the ritual"
NAB1EO,"It tastes good, I need the ritual, I need the caffeine"
7d9rj0,"It tastes good, I need the caffeine"
ZdRrKB,"It tastes good, I need the caffeine"
xdN56d,"I need the ritual, It tastes good"
rlrMg2,"It tastes good, I need the caffeine, I need the ritual"
qbE1pg,"I need the caffeine, It makes me go to the bathroom"
pLPpXJ,"It tastes good, I need the caffeine, I need the ritual"
xdN5vk,"It tastes good, I need the caffeine, I need the ritual"
vNx5a0,"It tastes good, I need the caffeine, I need the ritual"
LdML6J,"It tastes good, I need the ritual"
bl4QML,
6dQEyJ,"It tastes good, I need the caffeine, I need the ritual"
xdN5L5,"It tastes good, I need the caffeine"
OABMra,I need the caffeine
jB9AgQ,"It tastes good, I need the ritual"
EPb7AB,"It tastes good, I need the caffeine"
GrBAQO,"I need the caffeine, It tastes good"
lNlk9v,"It tastes good, I need the ritual, I need the caffeine"
eBxWox,"It tastes good, I need the ritual, Other"
VZ1OyM,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
KMBKNV,"It tastes good, I need the ritual"
OABMyY,"It tastes good, I need the caffeine, I need the ritual"
WApVjR,"I need the ritual, It tastes good"
OABMKR,"It tastes good, I need the caffeine"
YZzlyW,
BGbWVK,"It tastes good, I need the caffeine, I need the ritual"
XeBPyL,"It tastes good, I need the ritual"
VZ1OBg,"I need the ritual, It tastes good"
1r2ox1,"It tastes good, I need the caffeine"
LdMLVl,"It tastes good, I need the ritual"
oAVLQO,"It tastes good, I need the caffeine"
pLPpNJ,It tastes good
eBxWPk,"It tastes good, I need the ritual, I need the caffeine"
VZ1Oxj,Other
zKQ54R,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
Albeyl,It tastes good
eBxWyl,"It tastes good, I need the caffeine"
rlrM1R,It tastes good
24xGZD,"It tastes good, I need the ritual"
VZ1Oyy,It tastes good
XeBPdg,"It tastes good, I need the caffeine, I need the ritual"
rlrMRN,It tastes good
6dQEGk,"I need the ritual, It tastes good, I need the caffeine"
EPb7YB,"It tastes good, I need the caffeine, I need the ritual"
7d9rEa,It tastes good
ylq5Rx,"It tastes good, I need the ritual, I need the caffeine"
MAdpgk,I need the caffeine
g5N6vJ,"It tastes good, I need the ritual"
0EjRlB,"It tastes good, I need the caffeine, I need the ritual"
9dJjPQ,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
AlbeND,"It tastes good, I need the ritual"
OABMkM,"It tastes good, I need the ritual"
zKQ5dk,It tastes good
7d9rgR,"It tastes good, I need the ritual"
vNx5pl,"It tastes good, I need the caffeine"
EPb7e4,It tastes good
DVv6PZ,"It tastes good, I need the caffeine"
MAdpPk,"It tastes good, I need the caffeine, I need the ritual"
ylq5rg,It tastes good
24xG7M,I need the caffeine
bl4Qz6,It tastes good
6dQE9Y,"It tastes good, I need the caffeine, I need the ritual"
eBxWvQ,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
ZdRrXo,"It tastes good, I need the ritual"
24xGy9,It tastes good
xdN57r,It tastes good
lNlkXk,"It tastes good, I need the ritual"
9dJjyV,"It tastes good, I need the ritual"
RzBy19,"I need the ritual, It tastes good"
J2kvgK,"I need the ritual, It tastes good, Other"
J2kvbo,"It tastes good, I need the caffeine, I need the ritual"
DVv6ZE,"It tastes good, I need the caffeine"
aBrq1B,
XeBPvY,"It tastes good, I need the caffeine, I need the ritual"
ZdRrAo,"It tastes good, I need the caffeine"
NAB1O0,"It tastes good, I need the ritual, I need the caffeine"
J2kvBr,"It tastes good, I need the ritual"
ylq5px,"I need the caffeine, I need the ritual"
KMBKRg,"I need the ritual, It tastes good"
OABMyg,"It tastes good, I need the ritual, It makes me go to the bathroom"
oAVLax,"It tastes good, It makes me go to the bathroom, I need the ritual, I need the caffeine"
VZ1OXg,It tastes good
WApVdv,"It tastes good, I need the caffeine"
aBrqXB,I need the ritual
EPb7rr,"It tastes good, I need the caffeine, I need the ritual"
NAB1gO,"It tastes good, I need the caffeine, Other"
XeBPkY,"I need the ritual, It tastes good"
vNx5Wg,It tastes good
LdMLOy,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
aBrqa2,"It tastes good, I need the ritual"
WApVXN,"It makes me go to the bathroom, I need the caffeine, It tastes good"
OABMeg,It tastes good
NAB1xl,"I need the caffeine, It tastes good, I need the ritual"
dY2ekV,It tastes good
LdMLBv,"It tastes good, I need the caffeine"
Albe0e,"It tastes good, I need the caffeine"
eBxW8e,"It tastes good, I need the caffeine, I need the ritual"
8dp4V5,"It tastes good, I need the caffeine, I need the ritual"
1r2ozp,It tastes good
DVv6al,It tastes good
QABl4Y,"It makes me go to the bathroom, It tastes good"
DVv6EZ,It tastes good
J2kvxR,"It tastes good, I need the caffeine, I need the ritual"
eBxWGe,It tastes good
KMBKA8,"I need the ritual, I need the caffeine, It tastes good"
DVv6Wl,It tastes good
QABlyG,It tastes good
pLPp58,"It tastes good, I need the caffeine, I need the ritual"
VZ1Oqj,"It tastes good, I need the ritual, It makes me go to the bathroom"
XeBPNP,"I need the caffeine, I need the ritual, It tastes good"
jB9Aq4,It tastes good
qbE1M9,"I need the caffeine, I need the ritual, It tastes good"
5dqPON,It tastes good
rlrMW2,It tastes good
dY2ezr,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
oAVLgb,"It tastes good, I need the caffeine"
GrBAaZ,"It tastes good, I need the ritual"
7d9rOZ,"I need the ritual, It tastes good, I need the caffeine"
kYRB1e,"It tastes good, I need the caffeine"
24xGzj,"It tastes good, I need the caffeine"
XeBPQP,"It tastes good, I need the caffeine, It makes me go to the bathroom"
9dJj4E,"It tastes good, I need the caffeine, I need the ritual"
MAdpqA,"It tastes good, Other"
AlbeOz,"I need the caffeine, It tastes good"
NAB1Qj,"I need the ritual, It tastes good"
GrBA5O,"It tastes good, Other"
24xGYj,"I need the caffeine, It tastes good"
kYRBXR,"I need the ritual, It tastes good"
WApV6N,"It tastes good, I need the ritual"
dY2eXo,"It tastes good, I need the caffeine, I need the ritual"
QABlp7,"It tastes good, I need the caffeine"
ylq5GX,"It tastes good, I need the caffeine"
EPb7Al,"It tastes good, I need the caffeine, I need the ritual"
42NVEA,"I need the ritual, It tastes good"
aBrqgb,"I need the caffeine, I need the ritual"
42NVYX,"It tastes good, I need the caffeine"
oAVL1x,"It tastes good, I need the ritual, I need the caffeine"
KMBKZV,"It tastes good, I need the caffeine, I need the ritual"
1r2oyl,It tastes good
42NVEr,"I need the caffeine, It tastes good"
g5N614,"I need the caffeine, I need the ritual"
0EjRyj,"It tastes good, I need the ritual"
6dQEzJ,"I need the caffeine, It tastes good, I need the ritual"
jB9Ara,It tastes good
dY2e4K,"I need the ritual, It makes me go to the bathroom, It tastes good, I need the caffeine"
zKQ5vM,"It tastes good, I need the ritual"
YZzlgW,I need the caffeine
pLPpZ1,"It tastes good, I need the ritual"
J2kvro,"It tastes good, I need the ritual"
xdN5B5,"It tastes good, I need the caffeine, I need the ritual"
rlrMp2,"It tastes good, I need the ritual"
QABlWG,"It tastes good, I need the caffeine, I need the ritual"
vNx5d4,"I need the caffeine, It makes me go to the bathroom, It tastes good"
jB9AzQ,It tastes good
MAdp2M,"It tastes good, Other"
7d9rYZ,"It tastes good, I need the ritual"
g5N6XO,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
PABJr1,"It tastes good, I need the caffeine"
RzByg4,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
MAdpGl,"It tastes good, I need the caffeine"
g5N6rD,"It tastes good, I need the ritual, Other"
RzByaj,It tastes good
PABJLV,"It tastes good, It makes me go to the bathroom"
GrBA4k,"It tastes good, I need the caffeine, I need the ritual"
zKQ5o0,"It tastes good, I need the caffeine, I need the ritual"
dY2eyA,
GrBAOp,"It tastes good, I need the caffeine"
qbE1QY,It tastes good
9dJj0p,"It tastes good, I need the ritual, It makes me go to the bathroom"
EPb77N,I need the ritual
YZzlbB,"It tastes good, I need the caffeine"
Albeek,"It tastes good, I need the ritual, I need the caffeine"
WApV7a,"I need the caffeine, It tastes good, I need the ritual"
kYRBPM,I need the ritual
GrBAAo,It tastes good
rlrMMl,It tastes good
VZ1Oag,"I need the caffeine, It tastes good"
5dqPa6,"It tastes good, I need the caffeine, I need the ritual"
J2kvj4,It tastes good
XeBPAj,"It makes me go to the bathroom, I need the ritual, I need the caffeine"
24xGdL,"It tastes good, I need the ritual"
qbE117,"It tastes good, I need the caffeine"
42NVVk,"It tastes good, I need the ritual"
5dqPYo,"It tastes good, I need the caffeine, I need the ritual"
J2kv4d,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
EPb7VX,It tastes good
LdMLxj,"It tastes good, I need the caffeine, I need the ritual"
1r2o0Q,"It tastes good, I need the ritual"
bl4QJo,It tastes good
42NV6b,"It tastes good, I need the ritual"
aBrqJv,It tastes good
OABMM7,"It tastes good, I need the ritual"
42NVMb,"It tastes good, I need the ritual"
WApVaj,"It tastes good, I need the ritual"
RzByQ9,"It tastes good, I need the caffeine, I need the ritual"
OABMM8,"It tastes good, I need the ritual, I need the caffeine"
42NVlk,"It tastes good, I need the ritual"
XeBP6j,"It tastes good, It makes me go to the bathroom, I need the caffeine"
WApVLJ,
eBxWWO,I need the ritual
PABJqb,"It tastes good, I need the caffeine, It makes me go to the bathroom"
6dQEBB,"It tastes good, I need the ritual"
GrBAEp,"It tastes good, I need the caffeine, I need the ritual"
xdN5qo,"It tastes good, I need the caffeine"
g5N6VO,It tastes good
eBxWXO,It tastes good
KMBKj7,It tastes good
5dqP06,"It tastes good, I need the caffeine, I need the ritual"
zKQ58a,"I need the ritual, I need the caffeine, It tastes good"
EPb7RN,It tastes good
DVv685,"It tastes good, I need the caffeine, I need the ritual"
RzByed,"It tastes good, I need the ritual"
oAVLjV,It tastes good
dY2ery,It tastes good
pLPp2b,"It tastes good, I need the ritual"
QABlN8,"It tastes good, I need the caffeine, I need the ritual"
GrBAZj,I need the ritual
YZzl75,It tastes good
ylq58B,"It tastes good, I need the caffeine, It makes me go to the bathroom"
ylq5AB,"It tastes good, I need the caffeine"
AlbeR0,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
dY2eoo,"I need the caffeine, It tastes good"
YZzlAd,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
NAB1NB,"It tastes good, I need the caffeine"
aBrqR9,"I need the ritual, I need the caffeine, It tastes good"
LdMLr1,"It tastes good, I need the ritual"
zKQ5k1,It tastes good
42NVbO,"I need the caffeine, It tastes good"
oAVLJ1,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
jB9AN6,It tastes good
qbE1l7,"It tastes good, Other"
42NV0X,It tastes good
7d9rrA,"I need the caffeine, I need the ritual, It makes me go to the bathroom"
5dqPNM,"It tastes good, I need the caffeine"
ZdRrbz,"It tastes good, I need the ritual"
vNx5RA,"It tastes good, I need the caffeine, I need the ritual"
0EjRqN,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
vNx59Q,"It tastes good, I need the caffeine"
EPb72o,It tastes good
dY2eJq,"It tastes good, I need the ritual"
g5N6od,
PABJxb,"It tastes good, I need the caffeine"
6dQEEB,"It tastes good, I need the caffeine"
6dQE6P,"It tastes good, I need the caffeine"
pLPpYq,"I need the ritual, I need the caffeine"
RzByyJ,It tastes good
XeBP7g,"I need the caffeine, It tastes good"
rlrM8l,"I need the ritual, It tastes good"
RzByqd,"It tastes good, I need the caffeine, I need the ritual"
9dJjKY,"It tastes good, I need the ritual"
RzByNl,Other
VZ1O7J,It tastes good
vNx5kd,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
8dp4DO,It tastes good
7d9rkA,"It tastes good, I need the caffeine"
GrBAAp,"It tastes good, I need the caffeine, I need the ritual"
rlrMQN,"I need the caffeine, It tastes good"
GrBAW2,"It tastes good, I need the caffeine"
6dQEqe,"It tastes good, I need the ritual, I need the caffeine"
RzBypp,"It tastes good, I need the ritual"
zKQ5AR,"It tastes good, I need the ritual"
eBxWg0,"It tastes good, I need the caffeine"
jB9AAx,It tastes good
oAVLLV,Other
YZzl6d,"It tastes good, I need the caffeine, I need the ritual"
g5N6EN,Other
xdN5AG,It tastes good
lNlkp5,It tastes good
ZdRrBy,"It tastes good, I need the ritual"
YZzl2q,"It tastes good, I need the caffeine"
rlrM75,"It tastes good, I need the ritual"
zKQ5Ba,I need the caffeine
0EjRX0,"It tastes good, I need the caffeine"
VZ1OgE,"It tastes good, I need the caffeine, I need the ritual"
9dJjjY,"It tastes good, I need the caffeine, I need the ritual"
J2kvE4,"It tastes good, I need the caffeine, I need the ritual"
rlrM4M,"It tastes good, I need the caffeine"
1r2oLM,
8dp4Bx,"It tastes good, Other, I need the caffeine"
jB9A4a,It tastes good
42NVVO,"It tastes good, I need the ritual"
bl4QRg,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
pLPpqq,It tastes good
AlbeXk,"It tastes good, I need the caffeine, I need the ritual"
42NV6O,It tastes good
GrBAM2,It tastes good
LdML4j,"It tastes good, Other"
42NVeB,"It tastes good, I need the caffeine"
QABllp,"It tastes good, I need the caffeine"
RzByNJ,It tastes good
oAVLP1,"It tastes good, I need the caffeine, I need the ritual"
kYRBj1,"It tastes good, I need the caffeine, I need the ritual"
EPb79q,"It tastes good, I need the caffeine"
aBrqMq,"It tastes good, I need the caffeine"
GrBAVZ,I need the ritual
5dqP7d,It tastes good
