submission_id,purchase
zKQ5Ba,Local cafe
0EjRX0,
VZ1OgE,"Local cafe, Specialty coffee shop"
9dJjjY,Local cafe
J2kvE4,
rlrM4M,
1r2oLM,
8dp4Bx,
jB9A4a,
42NVVO,
bl4QRg,"Specialty coffee shop, Local cafe"
pLPpqq,
AlbeXk,"National chain (e.g. Starbucks, Dunkin)"
42NV6O,
GrBAM2,
LdML4j,
42NVeB,
QABllp,"Local cafe, Specialty coffee shop"
RzByNJ,
oAVLP1,
kYRBj1,
EPb79q,
aBrqMq,
GrBAVZ,
5dqP7d,
kYRBL6,"Local cafe, Specialty coffee shop"
DVv6oR,
GrBAGj,
24xG9L,
lNlkGW,
vNx58v,"Specialty coffee shop, Local cafe"
g5N6BN,
OABMRK,Specialty coffee shop
eBxWVq,
g5N621,
5dqPJM,
7d9ryL,
aBrq7E,
XeBPa4,
kYRBqJ,
24xGGL,
aBrqqq,
VZ1O6v,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
jB9AjR,Local cafe
AlbeM0,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop"
NAB1ZQ,
xdN5GG,
oAVLJX,
lNlkx5,
ZdRrqa,
OABM28,Local cafe
xdN5by,
ylq5Lp,
0EjR96,
dY2eMA,
jB9A4x,
42NV5B,
oAVLZP,
EPb77X,
pLPpQV,
OABMq7,"Specialty coffee shop, Local cafe"
PABJJ5,
1r2oQQ,
6dQEoO,
24xG6V,Deli or supermarket
lNlkkB,
oAVL8e,
rlrMz5,
42NV0k,
MAdpZp,"Drive-thru, National chain (e.g. Starbucks, Dunkin), Local cafe"
eBxW4E,
rlrM4v,
OABMx7,
OABMZR,
GrBAPo,
PABJxQ,
jB9AKR,
QABl98,
xdN55y,
lNlk8B,
NAB1kW,
PABJQ5,
dY2eOz,
LdML8G,
ylq5O0,
9dJjAp,
NAB1GW,
GrBAGo,
7d9rG9,
24xGWV,
5dqPRP,
KMBK9M,
kYRB26,
ZdRrry,
g5N6ld,
DVv6Qj,
aBrqW9,
MAdpxX,
rlrM9l,
7d9r0P,"Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
BGbWRN,Specialty coffee shop
BGbWNA,
xdN5Wo,"Specialty coffee shop, Drive-thru, Local cafe, National chain (e.g. Starbucks, Dunkin)"
9dJjb1,
bl4Q1g,
9dJjeG,Other
J2kvPd,
EPb7oX,
RzByAl,
PABJKd,
42NVZb,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe, Deli or supermarket, Drive-thru"
QABlZg,
kYRBBM,"National chain (e.g. Starbucks, Dunkin)"
qbE1r2,
vNx55Q,
YZzll5,
QABlQp,
jB9ARE,
EPb7Ro,
9dJjz4,
qbElL5,
RzBy7P,"National chain (e.g. Starbucks, Dunkin), Local cafe"
pLPpjE,
jB9AO6,
BGbWMA,
dY2yqN,
ylqaNd,"Local cafe, Specialty coffee shop"
zKQ5P8,
24xGqb,
MAdpog,Local cafe
YZzAPv,
NAB1Kb,
qbE1xk,
PABqjP,
rlrMx5,
oAVj6M,Specialty coffee shop
rlrZ5X,
OABN4a,
aBrMNW,
ZdRrpv,
VZ16zj,
0EjWQP,
24x6Eg,
zKQ6jg,Local cafe
24x6XM,
5dqAXv,
bl4Jq7,
OABMpA,
qbElGO,
WAp79L,
PABq11,
eBxWdo,
QABlgk,
NABZrp,
8dp4vo,
oAVL4M,
8dplLl,
MAdxD8,
VZ16pN,Specialty coffee shop
jB9VDY,
bl4J97,
zKQ6xZ,
6dQEb5,
0EjWrQ,
ZdRBOV,Local cafe
MAdxeE,
VZ16p6,
lNlEBX,Local cafe
dY2eLN,
rlrZOo,
Albe1W,
1r2o1L,
VZ16G6,
zKQ6YM,
BGbRde,
rlrMNL,
LdMLA2,
42NbKA,Specialty coffee shop
lNlEbV,
pLP2rP,
DVv6rp,
lNlko6,
eBxW1o,"Local cafe, Specialty coffee shop, Other"
VZ16El,
BGbWPY,
AlbX7o,
oAVLrM,Specialty coffee shop
1r2aW4,
RzB9Kv,
5dqAzE,
1r2oqO,
42NbKr,"National chain (e.g. Starbucks, Dunkin)"
24x6PD,
OABNlM,
8dp47Y,
RzB9WQ,
jB9VZ1,
oAVj2b,Specialty coffee shop
jB9VlQ,
GrBA2z,"Local cafe, Specialty coffee shop"
9dJKQ5,
aBrMdX,
EPbOWB,
OABNQk,
dY2yEV,
vNx9Yl,
dY2yWD,
bl4J50,
WAp7OL,
zKQ6yk,
DVvGKE,
MAdxRk,"National chain (e.g. Starbucks, Dunkin)"
YZzlN6,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe, Deli or supermarket"
zKQ6Ng,
pLP2ey,
KMBjeD,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Drive-thru, Local cafe"
KMBjzD,
5dqAKb,
vNx9eg,"National chain (e.g. Starbucks, Dunkin)"
aBrM4Z,
EPb74L,
kYRPbd,
PABq91,
RzB9oK,
jB9Vb1,"National chain (e.g. Starbucks, Dunkin)"
qbE12k,
J2k4dX,
zKQ6DM,
7d9kl6,
8dplQz,
QABQeY,
6dQB8o,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop"
MAdxEk,
6dQB7J,"National chain (e.g. Starbucks, Dunkin), Local cafe, Deli or supermarket"
9dJK9E,
XeBb0L,
AlbX2y,
QABQ5G,
GrBPdk,
kYRPEo,
VZ165y,
7d9kWR,
xdNWMd,"Specialty coffee shop, Local cafe"
24x6jM,Specialty coffee shop
DVvGkl,
7d9kx0,
aBrMYb,Local cafe
XeBboP,Specialty coffee shop
oAVj9N,
lNlEeo,
LdM2zJ,
YZzARv,
bl4Je6,Other
lNlEOo,
rlrZDX,
g5NoGD,
vNx9Dg,
dY2yar,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Drive-thru"
PABqj0,"Local cafe, Specialty coffee shop"
42Nb7r,
VZ16zM,
8dplzr,
g5N6RK,
EPbO52,
g5NoqP,"Local cafe, Specialty coffee shop"
KMBj1X,
jB9VQJ,Specialty coffee shop
24xGMA,
6dQBLN,
xdNWav,
ylqaYX,
KMBjVX,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe, Deli or supermarket"
8dplKP,
oAVjb5,
rlrZao,
EPbOQr,
OABN1k,
WAp75v,
QABQVX,
OABMOp,
VZ1ORl,
oAVj65,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
YZzlE0,
aBrMQW,
rlrZA2,
ylqa28,
OABNQM,
6dQBjA,
BGbRxR,
xdNWDd,Specialty coffee shop
pLPplE,
eBxXZJ,
BGbR7R,
EPbOxB,"National chain (e.g. Starbucks, Dunkin)"
qbElA9,
0EjW6B,
xdNWx9,"National chain (e.g. Starbucks, Dunkin), Drive-thru"
PABJad,
BGbRpe,
WAp7Ee,
DVvGdN,
EPbOqA,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop"
42NbXo,"National chain (e.g. Starbucks, Dunkin)"
qbElDO,"National chain (e.g. Starbucks, Dunkin)"
kYRBDj,
lNlkJp,
24x68b,
VZ16j6,
1r2aA4,
xdNWa5,Local cafe
8dplNk,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
BGbRXK,
J2k4AK,
NABZWj,
1r2a91,"National chain (e.g. Starbucks, Dunkin), Other"
42NbB5,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
aBrM5Z,
0EjRN0,
oAVjDN,
pLP2dP,
VZ16Qj,
PABJa0,
g5N6yK,
NABZl0,
AlbXve,
GrBP6O,"Specialty coffee shop, Local cafe"
NABZoO,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop"
KMBj5g,
lNlErN,
42NbxA,"National chain (e.g. Starbucks, Dunkin), Drive-thru"
OABN7a,"National chain (e.g. Starbucks, Dunkin)"
DVvGBE,"National chain (e.g. Starbucks, Dunkin), Local cafe"
LdMLRO,"Local cafe, Specialty coffee shop"
6dQBeN,
5dqPWP,
ZdRBEV,
8dploo,
0EjW7A,
0EjWOB,
xdNWJd,
dY2yNV,"Other, Local cafe, Specialty coffee shop"
0EjR2Q,
qbEla5,
YZzAaW,
AlbXlz,
OABNAg,
NABZVl,
0EjWj6,
24x649,
dY2yYK,Local cafe
0EjWLN,
DVvGNZ,
MAdx5M,
zKQ6eR,
NABZ0l,
vNx920,
RzB9zj,
EPbOJX,
oAVjvM,
9dJK1Q,
EPbOPr,
J2k42R,
ylqaq4,
8dplpx,
rlrZLl,
eBxX20,
DVvGDq,
42NboO,
dY2yPo,
GrBPJo,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop"
zKQ6W1,
EPbOJN,
eBxXL0,"Local cafe, Deli or supermarket"
EPbO04,
PABql5,
1r2aEp,
1r2avQ,
aBrMrq,
5dqAEM,
rlrZdl,
aBrMGB,
kYRP51,
PABqX5,Specialty coffee shop
ylqaop,
5dqAeP,
aBrMK9,
aBrMEv,
MAdxOM,"Local cafe, Specialty coffee shop"
PABqbd,
ZdRBP0,"Specialty coffee shop, Drive-thru, National chain (e.g. Starbucks, Dunkin), Local cafe"
g5NoJ1,
VZ16bE,
VZ168g,
xdNWPy,
oAVjyx,
ZdRBYz,
6dQBOB,
QABQr7,
aBrM0v,
bl4J62,
ZdRBRy,"Specialty coffee shop, Local cafe"
DVvGJq,
42Nb1b,
qbElY2,
ZdRBZa,Specialty coffee shop
OABNzg,"National chain (e.g. Starbucks, Dunkin), Local cafe, Drive-thru"
xdNW0o,
xdNWPo,
kYRPZR,
J2k4D4,
9dJKo1,
kYRPpd,
BGbRD5,
rlrZlR,
AlbXqk,
rlrZKN,
MAdxAA,
AlbXWB,
MAdxYp,
oAVjKX,
rlrZ2M,
YZzAx6,
bl4JY2,
OABNdp,
oAVjBP,
WAp70N,
LdM20v,
lNlE46,
DVvGbX,
lNlE0W,
KMBj08,
jB9VJ6,
YZzAVq,
jB9Vz9,
0EjWPy,
42NbpB,Other
42NbGd,
1r2aNO,
PABq2b,Specialty coffee shop
NABZBQ,
NABZLB,
lNlENv,
WAp7Pj,"Drive-thru, Local cafe"
rlrZqL,Local cafe
kYRPxZ,
24x6JL,"National chain (e.g. Starbucks, Dunkin)"
AlbX9N,
VZ16Zy,
9dJK44,
YZzAzd,
RzB9gQ,
XeBbB4,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Drive-thru"
24x67A,
zKQ6G8,
qbElE7,
PABqGd,
qbElN8,
9dJKWV,"National chain (e.g. Starbucks, Dunkin)"
rlrZgp,
ylqa04,
0EjWZ0,
lNlEyv,Deli or supermarket
g5Nok1,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe"
1r2a6L,
g5NoNd,
LdM2qy,
DVvGYX,"Drive-thru, National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop"
zKQ6OZ,
bl4JE6,
xdNWLd,"National chain (e.g. Starbucks, Dunkin), Local cafe"
zKQ6gZ,
QABQkk,
OABNL7,
24x6ge,
NABZyp,"National chain (e.g. Starbucks, Dunkin)"
jB9Vk6,
VZ16y6,"Drive-thru, Specialty coffee shop"
pLP24V,Drive-thru
6dQBM5,
24x6lA,
rlrZQo,
42NbNO,
jB9VY1,
RzB9kP,
24x67b,
YZzAZJ,
zKQ6Za,
g5NogM,"Specialty coffee shop, Local cafe"
VZ16MJ,Specialty coffee shop
pLP2Pb,
LdM2NJ,
bl4JOL,
bl4Jy7,
NABZv0,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop"
42NbLk,
9dJKvp,
6dQB4o,
kYRPO6,
ZdRBy5,
oAVj01,
AlbX8D,"National chain (e.g. Starbucks, Dunkin)"
VZ16Mv,
pLP261,
vNx9Vg,
vNx9K8,
qbElBG,"Drive-thru, National chain (e.g. Starbucks, Dunkin)"
7d9kj6,
KMBjkK,
vNx9z8,
zKQ6Ja,
AlbXOy,
PABqr0,
dY2yXr,
jB9VrQ,Drive-thru
GrBPq2,
7d9k52,
0EjW5A,
KMBjGK,
vNx9gX,
bl4J4o,
24x6Rb,"Deli or supermarket, National chain (e.g. Starbucks, Dunkin)"
dY2ygD,
ylqar8,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop"
DVvG9l,
RzB92v,"National chain (e.g. Starbucks, Dunkin), Local cafe"
jB9V7x,
EPbO6L,
jB9VB4,
xdNWv9,"Specialty coffee shop, Local cafe, National chain (e.g. Starbucks, Dunkin)"
5dqApP,"National chain (e.g. Starbucks, Dunkin), Local cafe"
LdM2k2,
vNx9Lv,
zKQ64k,
5dqAko,"Specialty coffee shop, Local cafe, Deli or supermarket"
pLP2zE,
NABZQp,
lNlE5V,
VZ16Nl,
0EjWyA,
EPbOel,
OABNKa,
8dplAA,
oAVjpN,
1r2agg,
EPbOgA,
lNlEZX,
5dqAgN,
RzB9z9,
5dqADQ,
24x6ze,
jB9V21,
0EjWGP,
aBrMxB,
KMBjAg,
AlbXGl,
9dJKR1,
LdM2E1,
6dQBzA,
dY2yKz,"Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
MAdxdX,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop"
6dQByN,
dY2y1V,
42NbAb,
rlrZlN,
VZ16xN,
OABNdK,"Deli or supermarket, National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop"
VZ16oa,
zKQ6zR,
NABZJQ,
lNlE8N,
PABqqe,
ylqa8X,
KMBj2X,
KMBjbA,
kYRP2R,
jB9VRa,
aBrMLB,
YZzAAJ,"National chain (e.g. Starbucks, Dunkin), Local cafe"
VZ16Ra,
DVvGGZ,
GrBPVL,
9dJK05,
24x6G9,
rlrZQ2,
YZzA1B,
xdNW7d,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe"
ylqaBg,
jB9V84,
vNx95D,
LdM22p,
NABZ2j,
RzB9yj,
qbElqg,
GrBPPk,
DVvGQq,
EPbOpX,
6dQBgk,
VZ16Wy,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop, Drive-thru"
GrBP8o,
MAdxWM,
J2k4Po,
GrBP2o,
1r2a1W,
AlbXXz,
lNlExk,
EPbRko,
g5NoBl,
LdM2A1,
24x6QL,"Drive-thru, National chain (e.g. Starbucks, Dunkin), Local cafe"
bl4pZ2,
oAVj4V,
QABQ6p,Specialty coffee shop
XeBbbY,"Specialty coffee shop, Local cafe, National chain (e.g. Starbucks, Dunkin), Drive-thru"
KMBjKV,"Local cafe, Specialty coffee shop"
24x62j,
oAVjrV,
aBrMWv,
9dJK8Q,
rlrZZR,
pLP2pB,
24x6qV,
EPbRKq,
KMBEYM,
qbElrG,"National chain (e.g. Starbucks, Dunkin), Drive-thru"
1r2aol,
RzB9XJ,
rlrZ8R,
5dq7BM,
5dq7KM,
oAVP61,
1r2ajQ,Specialty coffee shop
5dq7bP,"Local cafe, National chain (e.g. Starbucks, Dunkin)"
DVv8kp,Specialty coffee shop
BGbRPN,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop, Deli or supermarket"
YZzABW,
zKQ6pq,
zKQ9E8,
vNxZPX,
EPbRzo,"Specialty coffee shop, Local cafe, National chain (e.g. Starbucks, Dunkin)"
9dJkGG,
dY2yyK,
42N6r5,
eBxXOl,"National chain (e.g. Starbucks, Dunkin), Local cafe"
7d9krR,
PABxD0,
24x6qp,
ZdR7OA,
pLPEBP,
YZzA85,Specialty coffee shop
AlbgPB,
GrBPEL,
OABNO7,
dY2M0N,
oAVP25,
VZ1eGE,
jB9RlY,
6dQBXB,
rlrZzv,Specialty coffee shop
J2kPqY,
EPbOGB,
eBxJ5E,
ylqQJ6,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe"
QABZ2g,
EPbRPl,
bl4JPg,
vNxZGA,
YZz6ZN,
0Ej9d0,"National chain (e.g. Starbucks, Dunkin)"
AlbgBo,
0Ej9BQ,
1r2eXO,
VZ16WM,
vNx9oQ,
GrBGvj,
g5Nl9M,
qbEl89,
9dJkdE,Specialty coffee shop
VZ162v,
bl4pVe,
lNlG7v,
aBrM8q,
RzBNoP,
EPbRQ2,
ZdR7dV,
8dpBdl,Local cafe
xdNqrJ,
GrBGlQ,
ZdRB40,
7d9AW2,
PABqMQ,"Specialty coffee shop, Drive-thru, Deli or supermarket"
jB9RGa,
0Ej9V0,
g5Nl5P,"Specialty coffee shop, Local cafe"
Albgdl,
42N6Ak,
zKQ9ME,
DVv85N,
VZ1e8M,
aBrLEb,
24x6Wj,
pLPEL1,
qbErYG,
6dQlWP,
OAB2Aa,
OAB2b7,Specialty coffee shop
vNxZMd,
eBxXVe,
DVvG6Z,
QABQqX,
ZdR7Dy,"Local cafe, Specialty coffee shop, Deli or supermarket"
GrBGXp,
rlr4PX,
LdMr0l,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop, Deli or supermarket"
eBxJ00,
zKQ90R,
J2kPVo,
42N6jr,"National chain (e.g. Starbucks, Dunkin), Deli or supermarket"
qbErd5,
8dpBAO,
DVv81l,
PABxBV,
5dq7jb,
1r2ePM,
1r2e7b,
ZdR71z,
LdMrWJ,"Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop"
6dQlOJ,
KMBEyk,"Local cafe, National chain (e.g. Starbucks, Dunkin)"
bl4pNL,
xdNq0r,
eBxJYO,
VZ162J,"Deli or supermarket, Local cafe"
rlr4p5,
6dQl1k,
aBrLk9,
jB9R0a,
5dq786,
zKQ92a,
42N6zO,
1r2erg,
LdMrq2,
MAd4VX,
42N69k,
PABxYe,
GrBGy2,Local cafe
EPbRb4,
ZdR7ya,
bl4Jbo,
lNlG96,
ZdR7ga,
xdNWOy,
42N6Ro,
zKQ9BZ,
5dq7GE,"Specialty coffee shop, Local cafe"
g5NlDN,
42N6Do,
WApWXL,
AlbgaB,"Specialty coffee shop, Other, Local cafe"
xdNqlo,
KMBE2z,
5dq7xv,
QABZZY,
MAdx0p,
WApWgP,
eBxJ8J,
42N6Ob,
WApWkQ,
KMBEEg,
6dQldA,
rlr40N,
DVv8QN,
WApW6L,Local cafe
g5NlBD,
QABZOp,
KMBEgk,
VZ1eAl,
YZz62W,"National chain (e.g. Starbucks, Dunkin), Local cafe"
OAB2Yg,
8dpBBl,
VZ1e6j,
WApWWe,Drive-thru
rlr4e2,
6dQlqY,
8dpB2A,
NABj2p,
oAVPaM,
DVv89p,
jB9RLJ,
rlrZXl,
XeBbpg,
ZdR7e0,
WApWQJ,
XeBaWz,
xdNqzG,
WApWxv,
AlbgoD,
dY2MBK,
aBrROv,"National chain (e.g. Starbucks, Dunkin)"
jB9jDa,
jB9RO4,"Local cafe, Specialty coffee shop"
EPbRj4,"National chain (e.g. Starbucks, Dunkin), Drive-thru"
8dpX1O,
OAB6l8,
J2kPNR,
ylqBN4,
LdMrQp,
42N6WX,
RzBAWd,
oAVq21,
BGbyPK,Specialty coffee shop
OAB648,
KMB9Q8,
rlr4zR,
5dq7WE,
eBxV50,
vNxlyd,
LdMePG,
EPbRyr,
vNxZ70,
9dJ8D1,
WApLzP,
NABaJp,
9dJ8Np,
AlbEzk,"Local cafe, Specialty coffee shop"
MAdWKM,
EPb2PL,
xdNAp9,
5dqJKo,
rlrejl,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
7d9yRP,
rlre6L,
DVvjzj,
dY2Oqo,
AlbE6y,
pLPQP1,
J2kQlJ,
EPb20A,
BGbrD1,Drive-thru
RzBABK,
oAVqB5,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
ylqB9p,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop"
xdNAQE,
1r2LM4,
rlredX,"Specialty coffee shop, Local cafe, National chain (e.g. Starbucks, Dunkin)"
vNxlql,
XeBplg,
EPb2do,Drive-thru
24xW0D,"National chain (e.g. Starbucks, Dunkin)"
oAVqvP,
J2kQMR,
lNlxDk,
ylqBx6,
GrBZqL,
lNlxzk,
ZdRMve,
jB9jga,
aBrRzB,
oAVq0b,
XeBpQg,
pLPQ48,Local cafe
8dpXyx,Specialty coffee shop
oAVqaV,
6dQgAY,Specialty coffee shop
xdNAoy,
ylqBoX,
eBxV8q,
oAVqa1,
24xpyV,
0EjKGN,"Local cafe, Specialty coffee shop"
1r2LyW,
NABavG,
oAVq6P,
YZz1bq,
EPb2gX,
PAB78B,
8dpX8r,
WApLda,
0EjKy6,
YZz1A0,
g5NEKJ,
xdNA59,
dY2Ooz,
NABaRj,
QABbZl,
5dqJoM,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe"
rlreXp,
8dpXYA,
KMB9AM,
WApLLL,
AlbEVy,
vNxl7g,
GrBZNe,
YZz18v,
AlbkLk,
7d9yy6,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop"
ylqB1g,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe"
PAB7M1,
zKQVxM,
lNlx8p,
5dqNjo,
GrBMKZ,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe"
jB9j11,
5dqJYM,"National chain (e.g. Starbucks, Dunkin), Local cafe, Drive-thru, Specialty coffee shop"
kYR2Dr,
zKQV7a,
8dp9Nz,
vNxlRX,
9dJe7p,
VZ1Kkj,
WAp48j,
MAdWMA,"Local cafe, Specialty coffee shop"
xdNGXv,
PABo6b,
OAB6OM,Specialty coffee shop
6dQqO5,
kYR2Ld,
0Ej4MZ,
BGbvpQ,Local cafe
8dp9L5,
8dp9po,
EPbpKr,
MAd0AX,
DVvLzq,"Local cafe, Specialty coffee shop"
XeBjEd,
OABRPK,
qbEyL9,
AlbkDW,
bl4axo,
DVvLV5,
8dp9jk,
24x2LA,"Other, Deli or supermarket, Local cafe"
GrBM1j,
1r2L1g,
9dJelG,
xdNG0E,
24x2vA,
LdM8M2,
MAd0Ml,
jB9KW6,
NABz8N,
bl4aL2,
J2ky8z,
ZdRxV0,
PABo0Q,
g5NBYM,
0Ej4lB,
QABGxl,
24x2DM,
MAd0qA,
ZdRxgB,
lNlp2B,"Drive-thru, Local cafe, National chain (e.g. Starbucks, Dunkin)"
42NZeo,
RzBOa9,
GrBMjZ,
YZz2Ad,
dY274o,
PABoP1,
GrBMEp,
24x2qb,
NABz2Q,
g5NB6d,
aBrWJv,
42NZA5,
RzBOyJ,
lNlp8B,
EPbp2o,Drive-thru
VZ1rGy,
kYRqad,
0Ej4X0,
eBxbko,
lNlQrN,
bl4P96,
MAd0WY,
9dJe8G,
vNxkjX,
VZ1rXg,
zKQVV8,Specialty coffee shop
QABGgl,
EPb9ll,
24x26V,
AlbZBe,
ylqLXd,
qbEyyd,
KMBbM8,
9dJVXE,Specialty coffee shop
zKQl7M,
pLParP,
VZ1g0g,
GrBW9e,
aBrWpq,
8dpOeO,
5dqRxZ,
jB9Ne1,
KMBbo8,
DVvQKl,
dY2rYo,
24x2Jb,
KMBbkK,
ylqL9x,
BGbNGQ,
g5N2AO,"National chain (e.g. Starbucks, Dunkin), Local cafe"
eBx4zJ,
eBx4lx,
VZ1gxN,
EPb9Y2,
XeBX9e,Specialty coffee shop
oAVWQN,"Specialty coffee shop, Local cafe, Deli or supermarket"
6dQoVo,"Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
vNxkK8,
NABzGb,
EPb9El,
pLPgv1,
24x2lM,
OABRKR,
24xpWb,Specialty coffee shop
lNlxeW,
OAB6ER,"Specialty coffee shop, Local cafe"
DVvQbX,
jB9jR9,
KMBbAX,
rlr7bo,
RzBppJ,
J2k7jK,
ZdR0bB,
bl4P1Z,
bl4Pag,
1r28gg,"Other, Specialty coffee shop"
BGbNr5,
42NeXb,
GrBWAZ,
xdNKWr,
9dJVkQ,
OABvZY,
42NeJo,
ylqV46,
pLP8oy,
5dqW9v,
NABG0O,
ylqVl8,
0EjNE9,
kYRMEZ,
8dp7Zk,
WApxEL,
EPbyLB,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
GrB8Qo,Deli or supermarket
xdNOZv,
24x02L,
WApxeN,
J2k5Vo,
VZ129g,
NABGBl,
VZ12oJ,
J2k5Md,
EPbyvX,Local cafe
VZ12yl,
oAVXgX,
qbE0ek,
g5NKXM,
EPbyOl,
24xQRp,
dY2BOd,
PABVoe,
xdNO19,"National chain (e.g. Starbucks, Dunkin)"
zKQPLq,
vNxoVX,
24xQGe,
eBxkrJ,
rlrzbp,
xdNOWd,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
qbE09g,
VZ12rM,
pLPlyV,
GrB8jz,
pLPlbq,
24xM8L,
QABP67,"Local cafe, National chain (e.g. Starbucks, Dunkin)"
6dQaoJ,"Specialty coffee shop, Local cafe, Drive-thru"
PABVZx,"Local cafe, Specialty coffee shop, Drive-thru, National chain (e.g. Starbucks, Dunkin)"
RzB7Pp,
QAB6Mg,"National chain (e.g. Starbucks, Dunkin)"
OABWXK,
ylqWYp,
VZ1kGv,
bl40qo,
NABelG,
5dqy9M,
kYRVEJ,
Alb1GN,
rlrxo5,
OABW5A,
zKQPpR,
WApvYR,
xdNOlo,
NABe7W,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe"
aBr8zB,
MAd98k,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
xdNel5,
xdNe6r,
42NgdO,
5dqyVo,
QAB6JY,
DVvl9b,
DVvlbq,
qbE2M2,
5dqyoM,
24xMzp,
42NgEk,
XeBKAd,
RzB7Qp,
GrB2GQ,
MAd9WE,
oAV4YX,
g5NRxN,
42NgM5,
lNlPqW,
aBr8JE,
42Ne8r,
LdMQxO,
XeBK0d,
8dp00l,
ZdRpqV,
24xM5V,Specialty coffee shop
24xqAj,Specialty coffee shop
OABWqp,Specialty coffee shop
9dJzzE,
7d9809,
dY258K,
YZzEjJ,
PABMpV,
xdNkX5,
LdMA7v,
1r2Zb4,
XeBKZP,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe"
jB9dPx,
42NWaY,
KMBq7X,
oAVry1,
QABgJk,
DVvl6p,
8dpveY,
DVvrvp,"Drive-thru, Local cafe, National chain (e.g. Starbucks, Dunkin)"
ylqKZX,
EPbjYr,
VZ1RYl,
rlrNpR,
vNx710,
DVvrMl,
bl4B20,
WApGZk,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop"
7d9BgZ,Deli or supermarket
PABaYx,Specialty coffee shop
GrBNyk,Specialty coffee shop
vNx7pD,
24xqzL,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop"
XeBVpd,
J2kayY,
jB9O5J,
aBrbpq,
XeBVZV,"Local cafe, National chain (e.g. Starbucks, Dunkin)"
rlrx85,
eBxdOE,
BGbO2e,
NABKaW,
g5NyOD,
ylqKLW,
ylqK54,
ZdR4pA,
jB9dOY,
1r2ZLO,
qbYZaO,
AlboEW,
BGL4dR,
jB0DlJ,
eBNZDx,
J2VKAR,
jB0DQ4,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
0Ebr79,
qbYZR9,Specialty coffee shop
yl0ZDB,
xd0xPo,
XeRlWY,
eBNZA0,
6d1J4N,
J2VKgX,
aBjN4X,
VZ9EVv,"National chain (e.g. Starbucks, Dunkin), Deli or supermarket, Local cafe"
yl0Zep,
7dJlza,
XeRlQe,
WAe90j,
dYZqdK,
Al6PLz,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe"
eBNZzJ,
J2VKGX,
PABaAP,
YZoDgv,
24b8Y9,
ZdG5yV,
RzZK14,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)"
LdE14p,
QAx2qG,
bl2Vy6,
Grovo2,
